,y_test,xgb_y_pred,y_test
2537,27.6,25.1527977,27.6
2538,4.28,4.880286217,4.28
2539,21,20.99313164,21
2540,34,34.09862137,34
2541,17,16.94768906,17
2542,5,5.084073544,5
2543,19,19.00460243,19
2544,16.5,21.675951,16.5
2545,22.8,21.95596886,22.8
2546,18,18.25470543,18
2547,10,10.01241112,10
2548,5.28,6.450056553,5.28
2549,12.5,11.23670864,12.5
2550,20.8,20.00518417,20.8
2551,15.8,15.92198467,15.8
2552,1.4,1.424464345,1.4
2553,16.28,15.60277176,16.28
2554,6,4.598581791,6
2555,10,9.541222572,10
2556,7,7.076438427,7
2557,22.8,21.29976654,22.8
2558,28.2,24.88227272,28.2
2559,3,4.108548164,3
2560,6,6.192039013,6
2561,1.98,2.783728838,1.98
2562,9,6.904427052,9
2563,10,10.14551163,10
2564,18,19.59860992,18
2565,17.5,13.87830257,17.5
2566,18,18.33103752,18
2567,6.5,5.646536827,6.5
2568,21.5,30.28586769,21.5
2569,23.1,21.28200531,23.1
2570,26,26.35203934,26
2571,8.8,11.45040512,8.8
2572,5.5,4.7541399,5.5
2573,2,2.514351606,2
2574,28,25.1198101,28
2575,5.98,6.245047092,5.98
2576,10.8,14.16795254,10.8
2577,13,12.01725388,13
2578,15.5,19.57052612,15.5
2579,35,31.08567047,35
2580,11,10.97874641,11
2581,9,8.819322586,9
2582,3.6,4.656680584,3.6
2583,21,19.64355469,21
2584,22,24.16958046,22
2585,15,13.55025387,15
2586,10.08,9.614834785,10.08
2587,18.5,17.97449875,18.5
2588,25,24.92114258,25
2589,16.8,18.00960541,16.8
2590,1.68,2.708671808,1.68
2591,6.3,7.441464901,6.3
2592,14.98,17.78545952,14.98
2593,3.8,3.543064117,3.8
2594,19.2,20.91931915,19.2
2595,24.3,21.21965218,24.3
2596,17.9,18.527668,17.9
2597,9.88,8.090510368,9.88
2598,8.2,9.549967766,8.2
2599,5,4.796660423,5
2600,27,26.68045807,27
2601,27.5,27.5941925,27.5
2602,23.8,22.64008522,23.8
2603,4.5,6.849556446,4.5
2604,5,5.112770081,5
2605,21,21.13172722,21
2606,4.88,9.221957207,4.88
2607,26.8,24.00865746,26.8
2608,3,3.004632235,3
2609,21.5,20.25182152,21.5
2610,5.5,7.412565231,5.5
2611,15,17.96355629,15
2612,6.5,7.370563984,6.5
2613,7.98,7.67694664,7.98
2614,17.38,17.50447845,17.38
2615,11,11.31545162,11
2616,6.28,5.972342491,6.28
2617,4.8,7.259874821,4.8
2618,21,22.49908638,21
2619,24,24.34070015,24
2620,16,16.14367867,16
2621,21.98,19.04771423,21.98
2622,15,15.15128326,15
2623,7,6.909672737,7
2624,15,15.37009239,15
2625,16,15.87353039,16
2626,21,22.53802299,21
2627,19.6,19.35329819,19.6
2628,7,7.033602238,7
2629,8,7.915782928,8
2630,8.18,14.14319992,8.18
2631,3.68,2.853601456,3.68
2632,17.5,17.77864838,17.5
2633,12.68,13.80612373,12.68
2634,7,7.724492073,7
2635,8.5,9.011265755,8.5
2636,4.5,5.714235783,4.5
2637,9.5,12.17621899,9.5
2638,8.88,8.925602913,8.88
2639,9,8.87904644,9
2640,9.8,11.23769379,9.8
2641,14.2,15.44897556,14.2
2642,5.6,7.983333111,5.6
2643,38,36.00822067,38
2644,7.8,8.862689972,7.8
2645,4.2,3.502124548,4.2
2646,7.5,7.768629074,7.5
2647,13,13.67903519,13
2648,6.6,5.747190475,6.6
2649,22.99,21.43361282,22.99
2650,6.8,9.325574875,6.8
2651,25,24.69860268,25
2652,19,23.06570625,19
2653,4.08,2.673685551,4.08
2654,22.8,23.66306305,22.8
2655,22,19.94065475,22
2656,25.88,21.48686409,25.88
2657,8.8,9.414801598,8.8
2658,10.2,12.57209301,10.2
2659,12,15.39058018,12
2660,19,18.95246124,19
2661,18.5,19.59016228,18.5
2662,12.68,13.98163509,12.68
2663,3.8,4.977699757,3.8
2664,5,5.376483917,5
2665,15,15.15313435,15
2666,10.2,13.77487946,10.2
2667,9,8.907868385,9
2668,2.98,2.437977314,2.98
2669,26,25.85357094,26
2670,8.5,10.20483971,8.5
2671,5,5.131341457,5
2672,32,16.9003334,32
2673,32.98,27.40842628,32.98
2674,7,6.903355122,7
2675,18,17.84785843,18
2676,19,19.50643921,19
2677,13,12.90004921,13
2678,24.5,17.31360817,24.5
2679,2.88,2.662034273,2.88
2680,15,14.88158607,15
2681,18.8,18.25631905,18.8
2682,22,21.55891228,22
2683,20,19.97176743,20
2684,7.8,8.214579582,7.8
2685,17,16.92043877,17
2686,10,14.00138283,10
2687,16,16.7958107,16
2688,9,8.638632774,9
2689,36,36.34633255,36
2690,24.3,27.88214111,24.3
2691,16.5,15.9703207,16.5
2692,15.3,19.29574776,15.3
2693,34,34.08385849,34
2694,23.5,21.4863205,23.5
2695,12.3,14.59157276,12.3
2696,6.98,6.710011005,6.98
2697,11.5,12.03048992,11.5
2698,15,15.15307426,15
2699,26.99,18.83414078,26.99
2700,12.3,11.53112411,12.3
2701,14.1,14.6142416,14.1
2702,8,8.374734879,8
2703,11,11.16390324,11
2704,15.88,17.96599388,15.88
2705,33,31.24635696,33
2706,27,26.64011955,27
2707,11,11.41092587,11
2708,19,17.74322319,19
2709,15.49,17.0498085,15.49
2710,8,7.953238964,8
2711,16.5,16.56995773,16.5
2712,20.55,21.23208427,20.55
2713,17.5,17.58375168,17.5
2714,11,10.96559715,11
2715,5.8,6.899012089,5.8
2716,18,19.0063324,18
2717,6.5,5.23022604,6.5
2718,9.3,8.902637482,9.3
2719,26,25.94136429,26
2720,19,18.91830254,19
2721,1.9,1.788456082,1.9
2722,22,21.84357452,22
2723,9,8.845443726,9
2724,40,36.43382263,40
2725,2.58,3.432582855,2.58
2726,4.78,5.141421318,4.78
2727,18,20.94805336,18
2728,8.5,9.577522278,8.5
2729,15.98,17.95977783,15.98
2730,15,14.98382092,15
2731,5,5.232439995,5
2732,10.99,8.192855835,10.99
2733,22,19.94065475,22
2734,35,34.7870903,35
2735,19.8,20.52789688,19.8
2736,21,20.65063477,21
2737,10.08,10.73547649,10.08
2738,21.2,26.72021866,21.2
2739,16,16.19054413,16
2740,15.99,14.72874832,15.99
2741,20.3,19.80912018,20.3
2742,1.2,2.445211172,1.2
2743,20,20.00660706,20
2744,5.3,4.693666458,5.3
2745,7.6,6.359735012,7.6
2746,3.2,3.132523298,3.2
2747,1.6,2.166739464,1.6
2748,28,27.82513428,28
2749,20,20.24308586,20
2750,4.8,5.071824074,4.8
2751,19.98,21.66105461,19.98
2752,6.6,5.977506161,6.6
2753,17.98,17.16227913,17.98
2754,4.98,5.618497372,4.98
2755,8,8.044808388,8
2756,25,26.08867264,25
2757,25,24.88510895,25
2758,16.38,15.45778465,16.38
2759,25,19.83854866,25
2760,15.5,13.45446682,15.5
2761,12,11.28693962,12
2762,36,36.20354462,36
2763,20.5,21.34671593,20.5
2764,6.7,7.02157259,6.7
2765,21.88,20.57076836,21.88
2766,18,21.99047852,18
2767,38,37.72070694,38
2768,18,21.77697182,18
2769,14.2,10.30625725,14.2
2770,15.98,21.57586288,15.98
2771,25.6,24.54309273,25.6
2772,18.5,17.2883606,18.5
2773,15,14.81666374,15
2774,11,10.90694523,11
2775,14.5,14.47810459,14.5
2776,24,24.10599518,24
2777,19.5,20.99004555,19.5
2778,16.88,14.70899105,16.88
2779,18.2,19.11539268,18.2
2780,9,9.147860527,9
2781,33,33.83049393,33
2782,10,9.922940254,10
2783,20,21.00733376,20
2784,7.3,7.450809002,7.3
2785,7,6.909275532,7
2786,4.5,3.75828886,4.5
2787,3.3,3.723795414,3.3
2788,20,20.33566475,20
2789,19,17.78052521,19
2790,8,7.896009922,8
2791,9.98,10.64259434,9.98
2792,21,21.06639481,21
2793,11.8,10.41541862,11.8
2794,16.5,17.03642845,16.5
2795,4,3.817221642,4
2796,15.3,16.36644173,15.3
2797,33,36.15117645,33
2798,17,16.29365921,17
2799,23.95,19.68421173,23.95
2800,27.6,25.80201912,27.6
2801,10,10.19159412,10
2802,21.8,20.21237946,21.8
2803,15,15.07564068,15
2804,20,19.71416092,20
2805,24,20.72636223,24
2806,28,30.31090927,28
2807,6.98,4.973478794,6.98
2808,2.65,3.499221563,2.65
2809,36,36.23011017,36
2810,27.88,26.68468285,27.88
2811,21,21.19823074,21
2812,12,12.03917217,12
2813,10,10.04090309,10
2814,26,22.87727737,26
2815,23,22.99082184,23
2816,7,7.032938957,7
2817,3.18,4.523267269,3.18
2818,35.8,35.36966324,35.8
2819,5,7.824241638,5
2820,7.5,7.756583214,7.5
2821,21.8,25.35943222,21.8
2822,28,28.07911491,28
2823,20,20.0213623,20
2824,37,35.38870621,37
2825,25.2,25.76427269,25.2
2826,21.88,20.15571785,21.88
2827,16.88,18.55402565,16.88
2828,9.28,8.904644012,9.28
2829,21.5,21.89769554,21.5
2830,19,19.09236908,19
2831,20,20.13085747,20
2832,3.7,3.563942671,3.7
2833,18,18.08624458,18
2834,16.8,17.7903614,16.8
2835,7.28,6.325519085,7.28
2836,23.5,20.86164856,23.5
2837,8.5,7.369086266,8.5
2838,5,5.760079384,5
2839,25,25.19597054,25
2840,8.5,11.97886467,8.5
2841,13,12.73564434,13
2842,16,23.52223015,16
2843,10.7,7.245254993,10.7
2844,35.8,31.7295723,35.8
2845,22,22.16384315,22
2846,11.2,10.65501499,11.2
2847,27.8,27.03337669,27.8
2848,23.38,21.31097221,23.38
2849,16,16.038311,16
2850,17.5,16.97678185,17.5
2851,3.85,4.776716232,3.85
2852,6.5,5.695187092,6.5
2853,21,20.89621353,21
2854,5.5,6.169064522,5.5
2855,18,18.04984665,18
2856,5,4.903095245,5
2857,12.38,10.1004076,12.38
2858,21,19.98602295,21
2859,26.88,21.42915726,26.88
2860,4.6,5.303249836,4.6
2861,8.68,9.905920029,8.68
2862,16.98,17.89287567,16.98
2863,21,23.21064568,21
2864,21,18.76669884,21
2865,5.8,5.519103527,5.8
2866,17,16.94307137,17
2867,5,5.074355602,5
2868,9.5,10.08113575,9.5
2869,15.88,20.31271744,15.88
2870,17.5,16.59326172,17.5
2871,8,8.213505745,8
2872,16.3,21.64920044,16.3
2873,20.88,22.00586319,20.88
2874,17.5,16.48261452,17.5
2875,7,7.398375034,7
2876,20.6,22.38129044,20.6
2877,15.08,13.81067181,15.08
2878,10.88,9.932567596,10.88
2879,25,25.03230095,25
2880,28,28.00043678,28
2881,10,7.973836899,10
2882,15,15.08316612,15
2883,11.18,12.70732498,11.18
2884,6.5,6.827831268,6.5
2885,25,24.99202728,25
2886,4.48,4.333726406,4.48
2887,34,34.07017136,34
2888,18,18.86712456,18
2889,8.6,7.019469738,8.6
2890,20.5,18.74255371,20.5
2891,6,6.097112179,6
2892,15,14.73879623,15
2893,12,12.05361938,12
2894,17.8,13.37914753,17.8
2895,10.8,13.82542992,10.8
2896,11.4,11.37308598,11.4
2897,37,37.47373581,37
2898,9.18,9.572143555,9.18
2899,7,6.872260094,7
2900,21,18.43714142,21
2901,8.8,8.351967812,8.8
2902,2.08,1.570216894,2.08
2903,4.3,6.013937473,4.3
2904,15,15.03098392,15
2905,2,3.051492214,2
2906,19,18.23267174,19
2907,25,24.88559723,25
2908,3.5,4.838854313,3.5
2909,11,11.76268005,11
2910,17,17.07361984,17
2911,16.28,14.26318836,16.28
2912,12.5,10.80154133,12.5
2913,7.3,8.975135803,7.3
2914,2.8,3.431448221,2.8
2915,9.68,9.333853722,9.68
2916,4,4.334908009,4
2917,7.88,8.344974518,7.88
2918,10,10.0533638,10
2919,10,9.97099781,10
2920,12,11.45557976,12
2921,4.3,6.440135956,4.3
2922,17.5,17.21489525,17.5
2923,23.5,25.12007904,23.5
2924,14.5,13.73362923,14.5
2925,23,22.61649132,23
2926,25.8,25.16963005,25.8
2927,16.8,20.80586052,16.8
2928,29,26.42226219,29
2929,16,17.66604996,16
2930,8,6.953822613,8
2931,17,17.02710915,17
2932,18,17.55808449,18
2933,3.5,2.978820562,3.5
2934,3.2,2.627369404,3.2
2935,17,17.00638962,17
2936,7,7.077423096,7
2937,19.65,21.31496048,19.65
2938,4,3.918711185,4
2939,16,17.5737381,16
2940,24,20.72636223,24
2941,21,21.03105736,21
2942,6.3,7.551640987,6.3
2943,16.8,21.36453629,16.8
2944,8,8.095280647,8
2945,5.28,4.528024197,5.28
2946,18,18.02680016,18
2947,12.98,15.27204704,12.98
2948,16.5,16.16355133,16.5
2949,10.3,10.04584122,10.3
2950,8,7.969317913,8
2951,9.5,8.415859222,9.5
2952,11,10.98182678,11
2953,20.2,17.4516468,20.2
2954,26.98,26.91484642,26.98
2955,32.6,29.836483,32.6
2956,12,11.97636318,12
2957,24.7,22.65975952,24.7
2958,9.3,10.170578,9.3
2959,21,20.94053459,21
2960,15.8,14.59914112,15.8
2961,24.5,23.64889717,24.5
2962,11,9.4047966,11
2963,10.8,10.36940098,10.8
2964,16.3,18.57707787,16.3
2965,23,20.47959137,23
2966,6.5,6.400933743,6.5
2967,22.68,18.72149086,22.68
2968,1.6,1.728440166,1.6
2969,7.8,7.756196022,7.8
2970,7.98,7.746481419,7.98
2971,14.8,14.31911564,14.8
2972,27.5,24.03394127,27.5
2973,23.8,22.87393188,23.8
2974,20,19.94988632,20
2975,15.2,15.89485359,15.2
2976,1,1.237836838,1
2977,20,20.2989502,20
2978,28.88,33.86812973,28.88
2979,22.6,19.47554016,22.6
2980,16.5,16.30351639,16.5
2981,3.5,5.888168812,3.5
2982,16.8,18.1478653,16.8
2983,20.2,23.55246925,20.2
2984,16,15.8295908,16
2985,18.5,16.44093132,18.5
2986,24,24.07244682,24
2987,15.3,15.41461086,15.3
2988,20.88,22.00413704,20.88
2989,19.2,20.41790199,19.2
2990,17,17.14146996,17
2991,15.4,13.75396538,15.4
2992,11.58,12.27131844,11.58
2993,4,3.854530096,4
2994,27.5,29.88505363,27.5
2995,1.98,2.704931498,1.98
2996,21.58,17.13177681,21.58
2997,19.2,17.91017723,19.2
2998,8.98,8.853715897,8.98
2999,19.5,19.80405235,19.5
3000,24.58,23.83849907,24.58
3001,13,17.09682846,13
3002,12.6,10.64516068,12.6
3003,15.8,15.78234959,15.8
3004,9.98,11.02083874,9.98
3005,17.5,14.54886913,17.5
3006,4.6,4.939623356,4.6
3007,5.05,3.667285919,5.05
3008,7,7.059589863,7
3009,21,20.94284439,21
3010,19.5,17.31566238,19.5
3011,18.5,17.66051292,18.5
3012,1.98,2.650532484,1.98
3013,18,19.20814514,18
3014,9.8,8.747114182,9.8
3015,10,9.983242989,10
3016,5.3,5.413442135,5.3
3017,15,22.43745422,15
3018,14.36,14.69971085,14.36
3019,14.5,13.54750919,14.5
3020,6.5,5.613358498,6.5
3021,23.5,22.09316444,23.5
3022,28,28.0228138,28
3023,9.78,10.3183136,9.78
3024,20.5,23.93394279,20.5
3025,19.5,21.10209846,19.5
3026,23,23.04385948,23
3027,22,22.09217262,22
3028,4,4.398012161,4
3029,26,25.81705284,26
3030,6.88,10.62743092,6.88
3031,6.8,8.117473602,6.8
3032,12,11.79522991,12
3033,20,19.89084244,20
3034,26,26.02139091,26
3035,22.3,23.26803589,22.3
3036,15.98,14.75262547,15.98
3037,20,19.96020699,20
3038,11.88,11.09814072,11.88
3039,20.38,17.33417702,20.38
3040,17.8,17.82959747,17.8
3041,7.8,9.355523109,7.8
3042,19,21.7960453,19
3043,4.55,4.303977966,4.55
3044,12,12.1524601,12
3045,28.5,24.37411308,28.5
3046,17,17.09576988,17
3047,24,24.01841545,24
3048,1.5,1.36055088,1.5
3049,6.8,6.781876087,6.8
3050,12.5,12.9951601,12.5
3051,11.98,13.49349403,11.98
3052,2.88,3.814407349,2.88
3053,20,22.68130875,20
3054,5.8,6.558662891,5.8
3055,19,19.11327934,19
3056,23,23.01766014,23
3057,11.8,13.45071125,11.8
3058,32.98,29.47972298,32.98
3059,12,11.80922985,12
3060,27,27.07122231,27
3061,5.38,4.332870007,5.38
3062,6.5,6.163285255,6.5
3063,15.9,15.88183498,15.9
3064,24.5,24.5624733,24.5
3065,18,18.66388702,18
3066,12.3,11.40102863,12.3
3067,9,9.121034622,9
3068,17.6,14.91134357,17.6
3069,11.98,14.63264656,11.98
3070,28,27.60398483,28
3071,19,19.06155777,19
3072,6,6.951537132,6
3073,9.68,11.10191059,9.68
3074,14.8,15.3300972,14.8
3075,4.78,5.647154331,4.78
3076,19,18.92492867,19
3077,14.5,13.72573757,14.5
3078,4.5,3.967137575,4.5
3079,18.3,19.79003906,18.3
3080,19.5,19.3069706,19.5
3081,22.6,32.03832245,22.6
3082,10.2,11.30591488,10.2
3083,10,10.05537224,10
3084,23,20.73795319,23
3085,9.38,10.48541737,9.38
3086,18.2,19.65227127,18.2
3087,5.1,4.260529041,5.1
3088,21,21.08945656,21
3089,19.8,20.79176521,19.8
3090,14.8,16.30713272,14.8
3091,26.8,31.46696663,26.8
3092,9.2,8.671566963,9.2
3093,19,15.11138248,19
3094,18.18,17.41374207,18.18
3095,25.5,27.48104477,25.5
3096,7.9,11.04270744,7.9
3097,23.8,24.52092361,23.8
3098,18.5,20.22516632,18.5
3099,7.88,8.727189064,7.88
3100,12.5,11.86828709,12.5
3101,1.4,1.642211676,1.4
3102,32.5,29.4271698,32.5
3103,33.8,36.61922455,33.8
3104,1.85,3.094466686,1.85
3105,7,6.71662569,7
3106,18,17.94262886,18
3107,9,9.003531456,9
3108,4.58,5.322818279,4.58
3109,10,9.971405983,10
3110,21,20.58346558,21
3111,16,16.06272125,16
3112,10.99,10.85575485,10.99
3113,7.5,7.051946163,7.5
3114,8.8,8.952336311,8.8
3115,22,21.35953903,22
3116,18,17.64333725,18
3117,7.27,6.99709034,7.27
3118,6.98,6.915426731,6.98
3119,5,4.994037628,5
3120,36,36.14456558,36
3121,12,11.99242306,12
3122,11,11.12235832,11
3123,18,13.68311977,18
3124,9.5,10.25072575,9.5
3125,19.5,23.10861778,19.5
3126,11,16.29342842,11
3127,2.6,3.771324873,2.6
3128,3,3.08560586,3
3129,27.8,25.80494881,27.8
3130,28,28.0568409,28
3131,26.5,23.63226509,26.5
3132,7.3,7.731149673,7.3
3133,18.8,18.75821686,18.8
3134,4,4.005340576,4
3135,1.8,2.224744081,1.8
3136,19.8,18.20666504,19.8
3137,15,14.99709606,15
3138,38,37.11694717,38
3139,4,3.909892321,4
3140,6,7.720048428,6
3141,1.28,1.565239191,1.28
3142,8,7.964851856,8
3143,15,15.01674747,15
3144,23,22.84006691,23
3145,12.5,10.74045277,12.5
3146,20.5,18.41890717,20.5
3147,28,28.04862785,28
3148,28.5,29.45266533,28.5
3149,21,20.87252808,21
3150,28,27.88179588,28
3151,28,28.02598381,28
3152,1.18,1.633318305,1.18
3153,10,10.2010603,10
3154,9.68,8.193547249,9.68
3155,25.5,25.96591187,25.5
3156,21.98,16.78422928,21.98
3157,20,20.02151489,20
3158,20,21.33953094,20
3159,25,24.64563751,25
3160,37.5,35.5596962,37.5
3161,16,12.84039211,16
3162,22,16.26161194,22
3163,1.88,1.737668514,1.88
3164,12.3,11.64661789,12.3
3165,17,17.02007866,17
3166,19.5,20.09424973,19.5
3167,7.98,9.359777451,7.98
3168,14,18.72650528,14
3169,7,7.118257999,7
3170,22,21.77031136,22
3171,24,20.83441162,24
3172,4.5,5.162536144,4.5
3173,23,23.07701874,23
3174,10.1,10.39162922,10.1
3175,6.58,6.024071693,6.58
3176,20,20.01701546,20
3177,12.6,12.06757641,12.6
3178,3.68,5.720079422,3.68
3179,15,14.90249825,15
3180,20,19.99656868,20
3181,3,2.853008747,3
3182,15.5,11.4283123,15.5
3183,37,35.20823669,37
3184,10,12.37029839,10
3185,18,18.22449684,18
3186,36.8,36.73574066,36.8
3187,28.3,25.11810303,28.3
3188,18.68,16.72656441,18.68
3189,11.3,11.80013752,11.3
3190,27,27.03663826,27
3191,16,15.97774506,16
3192,35.5,35.16424942,35.5
3193,14.8,15.60300541,14.8
3194,12,11.97301483,12
3195,10,10.13636398,10
3196,18,21.81823349,18
3197,4.5,4.275527,4.5
3198,17.8,16.72386932,17.8
3199,18.28,18.62147331,18.28
3200,5.6,6.298048496,5.6
3201,20,18.10738945,20
3202,17,16.92087364,17
3203,3,3.056673288,3
3204,26.9,29.06316757,26.9
3205,7.8,6.64449358,7.8
3206,27.38,23.92939568,27.38
3207,11.5,16.35572624,11.5
3208,1.28,1.568603277,1.28
3209,12,12.06271648,12
3210,40,38.2674942,40
3211,23,21.52877045,23
3212,16.8,18.90344048,16.8
3213,17,17.06905746,17
3214,18.88,23.58045769,18.88
3215,20,20.0092392,20
3216,11.38,12.76935101,11.38
3217,14.8,11.43235493,14.8
3218,5.5,10.45844555,5.5
3219,5.5,4.862134933,5.5
3220,4,3.877244949,4
3221,24,24.05775642,24
3222,11,10.99873924,11
3223,7.3,9.214384079,7.3
3224,22,21.80821609,22
3225,11,11.07941055,11
3226,6.98,7.881707668,6.98
3227,3.88,3.563484192,3.88
3228,2.6,2.813894749,2.6
3229,17,17.17534637,17
3230,16,14.74884987,16
3231,15,15.02868366,15
3232,17.5,21.53941917,17.5
3233,7.5,7.692735672,7.5
3234,17,16.82370377,17
3235,4.6,7.691133022,4.6
3236,16.2,18.48708534,16.2
3237,18.98,23.14888191,18.98
3238,5.8,6.454430103,5.8
3239,16,14.99910164,16
3240,26,18.46361542,26
3241,6.2,9.41213131,6.2
3242,25,25.09379196,25
3243,17.5,22.39222908,17.5
3244,4.8,4.333875656,4.8
3245,3.58,2.080196142,3.58
3246,21.3,18.7485218,21.3
3247,2.4,3.649508715,2.4
3248,5.8,6.7687006,5.8
3249,25,24.98164368,25
3250,21.58,21.49680328,21.58
3251,4.2,6.437576771,4.2
3252,10.8,10.13197994,10.8
3253,20,19.90295029,20
3254,14.2,14.16756439,14.2
3255,24,23.76688194,24
3256,20.5,18.3550663,20.5
3257,19.98,22.87459183,19.98
3258,26.8,24.84871292,26.8
3259,17.88,18.63060379,17.88
3260,26.98,23.15757751,26.98
3261,2.88,2.716628075,2.88
3262,23,22.90421295,23
3263,16,16.01450539,16
3264,5.38,5.600040436,5.38
3265,16.98,17.25509262,16.98
3266,37.58,32.11136627,37.58
3267,3.58,4.074759007,3.58
3268,11.2,10.32487583,11.2
3269,34,31.53499603,34
3270,6,6.073850155,6
3271,10,10.15673637,10
3272,17.8,17.48295212,17.8
3273,2.2,2.578664064,2.2
3274,12.58,11.41958427,12.58
3275,21.68,19.91960335,21.68
3276,4.8,4.50751543,4.8
3277,23,21.73275948,23
3278,19,19.11196327,19
3279,11.25,10.96216965,11.25
3280,9.5,10.24765682,9.5
3281,37,35.88578796,37
3282,11.8,9.699199677,11.8
3283,6.48,7.392296791,6.48
3284,9,9.681674957,9
3285,11,10.99603176,11
3286,21.39,20.49263763,21.39
3287,21.88,24.21711922,21.88
3288,18.5,19.46443558,18.5
3289,4,4.140852928,4
3290,12.58,12.53785992,12.58
3291,19.9,22.56149864,19.9
3292,12,11.3435688,12
3293,7.2,7.854626179,7.2
3294,9.5,6.988955975,9.5
3295,7.8,7.789710999,7.8
3296,27.49,23.09069061,27.49
3297,12.3,9.593392372,12.3
3298,23.5,23.13685417,23.5
3299,11.18,7.566950321,11.18
3300,5.4,5.274768829,5.4
3301,8.9,10.46055603,8.9
3302,22,20.76373863,22
3303,17.38,14.93626213,17.38
3304,14.78,11.58407593,14.78
3305,4.98,8.692720413,4.98
3306,7,6.999539375,7
3307,2.2,2.708204985,2.2
3308,5,4.93791008,5
3309,3.8,3.93696332,3.8
3310,6.8,5.983628273,6.8
3311,15,14.95105457,15
3312,15,15.23799992,15
3313,3.28,2.872969151,3.28
3314,9,8.924630165,9
3315,20,19.75714493,20
3316,5,5.173587322,5
3317,25.38,22.07601166,25.38
3318,4.8,6.754513264,4.8
3319,7.28,8.032747269,7.28
3320,21,21.07487297,21
3321,3.98,4.506767273,3.98
3322,9.28,8.994758606,9.28
3323,1.4,1.944277763,1.4
3324,9,9.013859749,9
3325,4,4.252018452,4
3326,28,28.16448212,28
3327,20.68,19.75737,20.68
3328,12,12.08730793,12
3329,8.68,13.62721443,8.68
3330,16,16.25420189,16
3331,16,15.22899055,16
3332,5.5,7.416038513,5.5
3333,12,12.21872711,12
3334,8,8.137838364,8
3335,21,20.51746178,21
3336,7.5,8.843291283,7.5
3337,26,25.68331909,26
3338,17.5,19.89700127,17.5
3339,7.2,8.588962555,7.2
3340,23,23.2691021,23
3341,15,14.9441433,15
3342,24,23.79492569,24
3343,17,16.79946327,17
3344,7.2,7.16559267,7.2
3345,11.38,9.797148705,11.38
3346,12.58,10.4866581,12.58
3347,5.5,8.038740158,5.5
3348,2.5,2.137866735,2.5
3349,16,17.02964592,16
3350,4,4.092748642,4
3351,20,19.68443298,20
3352,12.92,14.16267395,12.92
3353,14.5,14.04532242,14.5
3354,29,30.90790367,29
3355,7.58,8.094437599,7.58
3356,4.5,5.969126701,4.5
3357,8,7.845984459,8
3358,15,9.980879784,15
3359,22.5,19.29667473,22.5
3360,2.3,3.073622942,2.3
3361,15,13.55025387,15
3362,11,11.03066444,11
3363,5.5,6.10637188,5.5
3364,23,19.752985,23
3365,12,12.60667706,12
3366,19,18.94940948,19
3367,20.5,20.33123207,20.5
3368,15,15.03101063,15
3369,18,18.02296638,18
3370,15.5,15.04374599,15.5
3371,7.2,4.374759197,7.2
3372,13,11.97635841,13
3373,12,12.17585182,12
3374,10.6,9.818396568,10.6
3375,11.28,11.83129692,11.28
3376,11,11.15207481,11
3377,18.6,19.65914917,18.6
3378,6.58,6.562866211,6.58
3379,26.8,25.23540115,26.8
3380,18.5,21.58814049,18.5
3381,35,24.9523983,35
3382,26.5,24.6522541,26.5
3383,25.5,25.8978672,25.5
3384,6,6.017977238,6
3385,12,12.00740719,12
3386,9.2,9.195569992,9.2
3387,9.99,10.41038799,9.99
3388,9.98,12.11532784,9.98
3389,12,11.90517712,12
3390,35.66,34.87947083,35.66
3391,17.8,19.06643867,17.8
3392,25,25.0220871,25
3393,12.25,8.924354553,12.25
3394,8.2,4.657933235,8.2
3395,27.5,30.19587708,27.5
3396,18,17.80686188,18
3397,22.88,21.88327026,22.88
3398,2.58,3.286269188,2.58
3399,4,4.090276241,4
3400,25,26.34897995,25
3401,9,6.951016426,9
3402,3,2.935267925,3
3403,23,22.83595276,23
3404,13,14.38984203,13
3405,17,17.39814186,17
3406,8.68,9.97560215,8.68
3407,6.88,8.285714149,6.88
3408,21,20.93664551,21
3409,1,1.243517995,1
3410,15,14.95620441,15
3411,10.1,9.211009979,10.1
3412,12.68,10.38989925,12.68
3413,13,11.29467964,13
3414,9.5,7.765505314,9.5
3415,22,22.0359745,22
3416,26,25.85591507,26
3417,39.99,29.68624306,39.99
3418,22,18.24256134,22
3419,35,30.46169281,35
3420,24,22.99799728,24
3421,32.5,34.26935577,32.5
3422,6.18,7.453623772,6.18
3423,4,4.073603153,4
3424,26.88,27.55922508,26.88
3425,4.7,3.604353666,4.7
3426,5.98,6.547388077,5.98
3427,8.98,7.275352001,8.98
3428,10,8.926365852,10
3429,32.5,34.45870209,32.5
3430,19,18.98924446,19
3431,7,7.121034622,7
3432,19.5,17.40477943,19.5
3433,25.5,25.51904488,25.5
3434,4.28,3.997976303,4.28
3435,27.68,23.29459381,27.68
3436,7.8,9.14966774,7.8
3437,26,25.7801075,26
3438,9.9,10.16752911,9.9
3439,3.68,3.670610189,3.68
3440,11.58,9.113511086,11.58
3441,9.5,13.34297848,9.5
3442,9.58,7.955920696,9.58
3443,20,19.89699745,20
3444,27.55,26.15248299,27.55
3445,6,5.923240185,6
3446,33.8,26.51712799,33.8
3447,9.7,9.742405891,9.7
3448,15.38,13.57848263,15.38
3449,9.98,13.06072903,9.98
3450,28.5,29.59603691,28.5
3451,4.98,4.567234039,4.98
