,y_test,xgb_y_pred,y_test
6075,9,8.143313408,9
6076,10.3,11.87718391,10.3
6077,4.55,5.681807041,4.55
6078,19.98,21.71312141,19.98
6079,20,20.14913559,20
6080,4,4.726792336,4
6081,13,15.00220966,13
6082,15.2,12.417202,15.2
6083,12,13.67982674,12
6084,13,12.28761864,13
6085,15.5,19.79852295,15.5
6086,7.78,7.692392349,7.78
6087,10.5,11.59654331,10.5
6088,2.15,2.127635956,2.15
6089,22,22.1221199,22
6090,11,11.958148,11
6091,15,15.43677425,15
6092,16.5,18.73431587,16.5
6093,12,10.38640499,12
6094,26,25.89105225,26
6095,4.5,5.146185398,4.5
6096,16,16.18988609,16
6097,12,12.00563335,12
6098,5,5.146678448,5
6099,25,27.2629261,25
6100,4.88,5.86403656,4.88
6101,21.6,21.51903343,21.6
6102,39.5,33.38929749,39.5
6103,6,5.933713436,6
6104,24,24.08607292,24
6105,23,19.87547874,23
6106,14.99,15.97195721,14.99
6107,25,25.08198547,25
6108,22.8,21.70371056,22.8
6109,7,7.236024857,7
6110,11.88,12.55188942,11.88
6111,23.18,19.99091148,23.18
6112,23.5,22.88000298,23.5
6113,18.98,21.43452644,18.98
6114,17,17.04681778,17
6115,33,31.84879875,33
6116,19,18.55165672,19
6117,3,2.929376125,3
6118,7.3,7.862645149,7.3
6119,20,19.83313179,20
6120,12.8,9.560248375,12.8
6121,4.6,4.043605328,4.6
6122,35,20.58249664,35
6123,21,21.1260891,21
6124,10,9.866711617,10
6125,34,33.98548508,34
6126,10.5,9.490487099,10.5
6127,25.8,25.13898659,25.8
6128,22,21.77037048,22
6129,12.93,11.20068836,12.93
6130,12.9,14.88009262,12.9
6131,25,24.93492126,25
6132,22.4,22.48872757,22.4
6133,12,12.07731247,12
6134,11,9.72023201,11
6135,18,17.90523529,18
6136,3,4.108548164,3
6137,26,26.1388073,26
6138,7.88,6.706557274,7.88
6139,10.3,9.286003113,10.3
6140,6,12.43126202,6
6141,23.5,22.48675919,23.5
6142,28.5,25.18059921,28.5
6143,22,21.87640572,22
6144,36,35.92462921,36
6145,26.88,28.65516663,26.88
6146,25,25.08834648,25
6147,12.3,14.8592453,12.3
6148,18,23.07875824,18
6149,10,10.34170628,10
6150,16.38,16.65913391,16.38
6151,20,19.9240036,20
6152,6.6,6.1047616,6.6
6153,1.75,2.092741251,1.75
6154,20,20.20443726,20
6155,22,22.36256981,22
6156,27,26.43100548,27
6157,17.5,13.3068428,17.5
6158,5.78,5.707649708,5.78
6159,15,14.89838982,15
6160,12.5,13.80075264,12.5
6161,38.5,32.02053452,38.5
6162,11.9,15.08390617,11.9
6163,8.6,8.506279945,8.6
6164,9,8.958368301,9
6165,36.3,35.41921616,36.3
6166,17,16.66665459,17
6167,17,17.09301186,17
6168,9.5,8.586988449,9.5
6169,3,3.058913469,3
6170,15,15.14065456,15
6171,19,18.89228821,19
6172,33.88,31.20363045,33.88
6173,19.28,19.76889038,19.28
6174,8.5,7.801408291,8.5
6175,5,4.901183128,5
6176,19,18.87697601,19
6177,22,20.97946358,22
6178,13,12.58468151,13
6179,11,11.06663322,11
6180,18,17.98519707,18
6181,4.98,5.496409416,4.98
6182,7.2,8.864326477,7.2
6183,22,21.87451363,22
6184,24.5,24.64087486,24.5
6185,15,14.98833752,15
6186,5,4.905574322,5
6187,2,1.663670659,2
6188,22,21.91902924,22
6189,27,26.43688393,27
6190,1.7,1.520122528,1.7
6191,9,8.776031494,9
6192,35.5,34.1877327,35.5
6193,26.8,29.38695526,26.8
6194,6.5,7.897146225,6.5
6195,5.48,6.148781776,5.48
6196,20,20.04019737,20
6197,18,18.24682426,18
6198,7,7.188227654,7
6199,3.7,3.725443602,3.7
6200,17,15.69053268,17
6201,18.8,17.19973755,18.8
6202,19.5,16.81241608,19.5
6203,3.58,4.147144794,3.58
6204,16,16.0064888,16
6205,11,10.81318951,11
6206,9,9.080609322,9
6207,15.2,14.12135887,15.2
6208,12,12.20246124,12
6209,25,24.90875816,25
6210,14,17.84020805,14
6211,6.5,5.211476326,6.5
6212,3.5,2.838074207,3.5
6213,18,15.93919086,18
6214,29,34.5591011,29
6215,24.88,24.56056976,24.88
6216,12.78,14.00581264,12.78
6217,1.2,1.399178982,1.2
6218,15.3,16.69054794,15.3
6219,17.5,18.78792953,17.5
6220,4.5,7.251382351,4.5
6221,4,3.924089432,4
6222,6.38,6.587272167,6.38
6223,25.8,25.21166801,25.8
6224,28,22.49941254,28
6225,16,16.04367065,16
6226,20.98,19.99065018,20.98
6227,4.6,4.736430645,4.6
6228,29,24.89769745,29
6229,9.5,12.24536037,9.5
6230,3.5,4.033463955,3.5
6231,18.5,19.2147007,18.5
6232,36.5,24.44186974,36.5
6233,32,29.6127758,32
6234,18.5,20.81960297,18.5
6235,1.5,1.89032042,1.5
6236,3.2,2.037617922,3.2
6237,25,24.92066193,25
6238,16,16.05795479,16
6239,19,19.01968575,19
6240,8.5,10.48204803,8.5
6241,10,12.74027729,10
6242,3.3,6.279829979,3.3
6243,28,28.14078522,28
6244,18.5,19.65615082,18.5
6245,20.8,26.79481125,20.8
6246,16.08,15.82891846,16.08
6247,17.6,18.39463615,17.6
6248,8,8.104213715,8
6249,19.5,19.54675484,19.5
6250,19,18.86719322,19
6251,6.4,5.758193016,6.4
6252,19,15.69845676,19
6253,7.8,9.524847031,7.8
6254,19,19.89596367,19
6255,19.98,20.08066368,19.98
6256,18.98,20.89527702,18.98
6257,21,21.98784256,21
6258,20.5,18.96362877,20.5
6259,22.5,22.15321541,22.5
6260,3.2,3.969600677,3.2
6261,10,9.886086464,10
6262,16.3,18.03734779,16.3
6263,16.8,19.9033699,16.8
6264,12.5,13.78799915,12.5
6265,26.98,26.08522606,26.98
6266,18.99,17.59503555,18.99
6267,23,24.92910957,23
6268,25,25.15675354,25
6269,10.88,10.26574516,10.88
6270,32.4,23.63981819,32.4
6271,4.98,4.673830509,4.98
6272,3.28,3.316837072,3.28
6273,20.38,18.7317524,20.38
6274,6,5.732457638,6
6275,12,16.10092354,12
6276,27,26.97243118,27
6277,15,15.00821018,15
6278,7,13.04481888,7
6279,15,17.96355629,15
6280,8,6.247797966,8
6281,3.3,6.33244133,3.3
6282,32.5,33.84831238,32.5
6283,15,15.06481647,15
6284,1.68,2.880070686,1.68
6285,15.8,19.01356888,15.8
6286,10.8,10.85209846,10.8
6287,4,4.097503662,4
6288,7,7.137790203,7
6289,11.98,11.22797871,11.98
6290,3,2.950390577,3
6291,16.95,18.31984901,16.95
6292,8,8.069913864,8
6293,20,23.48010254,20
6294,18,18.05421257,18
6295,21,20.91373634,21
6296,2.5,2.285912991,2.5
6297,20,17.56751251,20
6298,3.9,5.678288937,3.9
6299,12,11.98905754,12
6300,24,24.09906578,24
6301,20,21.13278961,20
6302,7,7.006787777,7
6303,3.68,4.372882366,3.68
6304,23.6,19.76170731,23.6
6305,15,17.51547623,15
6306,11.68,11.50296497,11.68
6307,25.8,29.80795097,25.8
6308,15,14.87093925,15
6309,26,25.52995872,26
6310,5.5,5.145305634,5.5
6311,18.5,19.67996788,18.5
6312,6,6.128717422,6
6313,16.38,15.89447117,16.38
6314,24.3,21.48171616,24.3
6315,15,11.02585602,15
6316,23.5,25.24639511,23.5
6317,11.38,10.95625591,11.38
6318,18.98,16.93161201,18.98
6319,23.5,22.49017906,23.5
6320,5.98,4.741951466,5.98
6321,12,11.98759937,12
6322,6.9,5.419435501,6.9
6323,23.3,21.2220459,23.3
6324,17.5,18.73039627,17.5
6325,7,5.70341301,7
6326,11.88,8.503311157,11.88
6327,28,27.84323883,28
6328,16.48,18.16044617,16.48
6329,10.5,12.11449242,10.5
6330,4.28,3.208235741,4.28
6331,35,34.49412155,35
6332,18,17.92807198,18
6333,38,36.16105652,38
6334,26.5,22.90805435,26.5
6335,3,2.932594061,3
6336,9.8,7.659512043,9.8
6337,28.58,30.21638107,28.58
6338,12,11.88771057,12
6339,19.5,17.52722931,19.5
6340,12.9,12.38607597,12.9
6341,21.8,18.05543709,21.8
6342,21.5,22.16619682,21.5
6343,21.28,16.62119675,21.28
6344,6.88,6.59651804,6.88
6345,15,9.753738403,15
6346,8.5,9.436712265,8.5
6347,20,20.07988739,20
6348,14.5,11.3105669,14.5
6349,15,17.7093792,15
6350,32.5,25.33755684,32.5
6351,9.5,5.751355648,9.5
6352,20,20.97146416,20
6353,22,22.0028038,22
6354,18.3,20.07606888,18.3
6355,26.5,24.3985157,26.5
6356,23,23.22595406,23
6357,14.4,15.43188381,14.4
6358,24,24.0002079,24
6359,5,6.268042088,5
6360,9,8.681648254,9
6361,16.2,14.44706631,16.2
6362,5.5,4.202211857,5.5
6363,16,17.44371223,16
6364,11.2,10.18213749,11.2
6365,13,14.0183363,13
6366,38.4,36.05724335,38.4
6367,13,6.414679527,13
6368,24,24.0806179,24
6369,11.5,9.409885406,11.5
6370,10,7.657855988,10
6371,11.98,8.697342873,11.98
6372,20,19.90262985,20
6373,6.2,10.11398506,6.2
6374,17.5,18.75452423,17.5
6375,18.98,17.86309624,18.98
6376,3.61,5.808486938,3.61
6377,6,5.898107052,6
6378,19,19.05933762,19
6379,28.6,33.33829117,28.6
6380,12.5,12.80468464,12.5
6381,14.99,12.97599983,14.99
6382,11.1,11.48479748,11.1
6383,9,8.917217255,9
6384,17,17.01991081,17
6385,8.5,9.319012642,8.5
6386,26.8,16.93248367,26.8
6387,5.8,7.147152424,5.8
6388,3.8,4.116182804,3.8
6389,20.8,24.20947838,20.8
6390,9.8,12.09499836,9.8
6391,25,22.03122139,25
6392,15,14.92983627,15
6393,17,16.85537529,17
6394,16,15.04176903,16
6395,4.3,4.455153942,4.3
6396,20.3,18.01784706,20.3
6397,19,17.6201992,19
6398,17,16.79921532,17
6399,3,3.087866068,3
6400,5.2,5.737719059,5.2
6401,25,21.96958923,25
6402,8.38,7.957735062,8.38
6403,36.5,36.55076599,36.5
6404,6,5.853771687,6
6405,5.58,7.189315796,5.58
6406,22.3,23.64543533,22.3
6407,9,9.012214661,9
6408,1,2.590883017,1
6409,22,21.86857796,22
6410,19.7,18.93534851,19.7
6411,17.38,15.26103783,17.38
6412,4.8,5.709127903,4.8
6413,20,19.75458908,20
6414,5.9,6.357483387,5.9
6415,16,17.83625031,16
6416,7.6,8.239192963,7.6
6417,22.98,20.72658157,22.98
6418,21.5,22.18790436,21.5
6419,7.5,8.839576721,7.5
6420,21,22.73265076,21
6421,18.5,21.16811943,18.5
6422,22,20.00926781,22
6423,9.45,8.781902313,9.45
6424,22,21.86916733,22
6425,24.5,25.54975891,24.5
6426,12,10.94599438,12
6427,4,4.10338068,4
6428,3,3.098374605,3
6429,11,11.2278738,11
6430,19.5,19.24778175,19.5
6431,9.5,10.37691402,9.5
6432,9,9.038770676,9
6433,14.58,17.15735054,14.58
6434,4,4.00557518,4
6435,25,25.04070663,25
6436,23,23.06152725,23
6437,4.3,4.374491215,4.3
6438,18,14.42472935,18
6439,25,25.08891678,25
6440,14,17.6829319,14
6441,37.5,34.67522812,37.5
6442,24,25.91164017,24
6443,6.1,6.264496803,6.1
6444,8,6.953822613,8
6445,18.68,21.79482841,18.68
6446,3,3.049753428,3
6447,17.8,19.85653687,17.8
6448,10.5,8.727158546,10.5
6449,21.8,16.61029816,21.8
6450,20.18,21.64861488,20.18
6451,22,21.2658329,22
6452,22,22.15397453,22
6453,3.2,1.527950406,3.2
6454,15,15.8446188,15
6455,7.5,7.406979561,7.5
6456,26,25.44236755,26
6457,4.98,6.918354034,4.98
6458,20.3,20.2597599,20.3
6459,16,14.47537613,16
6460,5,5.399518967,5
6461,21,21.01589584,21
6462,11,12.16012573,11
6463,5.2,6.733333588,5.2
6464,17,18.58357239,17
6465,26.9,24.98182106,26.9
6466,3.3,8.730195999,3.3
6467,7,7.288128853,7
6468,12,12.08461761,12
6469,12.9,8.929986954,12.9
6470,11,10.13655949,11
6471,23,15.04852772,23
6472,11.7,9.046649933,11.7
6473,14.8,16.84803391,14.8
6474,20,24.30457115,20
6475,4.9,6.363770008,4.9
6476,7,6.986902237,7
6477,36,35.96609116,36
6478,19,18.22589684,19
6479,11.88,10.18960762,11.88
6480,23,23.14430428,23
6481,24.9,25.88165855,24.9
6482,22,21.8996315,22
6483,35.5,32.979496,35.5
6484,3,2.938641548,3
6485,9.8,10.25730133,9.8
6486,25.99,21.74049187,25.99
6487,11,11.01799965,11
6488,21.5,23.77605247,21.5
6489,9,8.898793221,9
6490,16,15.9854517,16
6491,6.3,7.241997719,6.3
6492,34,31.40859413,34
6493,36,35.58776474,36
6494,26,25.80644798,26
6495,23,22.87882996,23
6496,10,10.80299854,10
6497,25.19,29.02952194,25.19
6498,25.88,26.69989395,25.88
6499,12.8,12.06182098,12.8
6500,25,25.22833061,25
6501,28,27.87354851,28
6502,19.88,19.42467308,19.88
6503,6.48,4.902734756,6.48
6504,8.8,12.96862698,8.8
6505,11.9,11.73729229,11.9
6506,15.8,14.34464931,15.8
6507,8.5,7.435736656,8.5
6508,34,30.90262604,34
6509,10.8,9.237833023,10.8
6510,7.8,9.310919762,7.8
6511,16,15.71309853,16
6512,5,6.407534599,5
6513,11.49,10.53400421,11.49
6514,19.5,19.95472145,19.5
6515,23.8,21.20360184,23.8
6516,15.8,15.95484447,15.8
6517,20,20.10404205,20
6518,21.5,30.86375046,21.5
6519,5.6,6.954993725,5.6
6520,4.5,5.064056396,4.5
6521,20,18.13051796,20
6522,12.8,16.17136192,12.8
6523,17.6,19.63612938,17.6
6524,3.28,2.782815456,3.28
6525,26.27,21.67033005,26.27
6526,1.48,3.615717649,1.48
6527,9.8,11.90912724,9.8
6528,19,20.19538498,19
6529,15,15.1475687,15
6530,12,15.19526386,12
6531,27,24.50581169,27
6532,11.5,11.0637455,11.5
6533,15,19.50498962,15
6534,18.5,18.67599487,18.5
6535,18.5,18.6965065,18.5
6536,15,12.93378067,15
6537,12.99,12.44956493,12.99
6538,23,21.88202858,23
6539,32.5,31.83510017,32.5
6540,19,18.23267174,19
6541,24,23.93030548,24
6542,6,5.993003845,6
6543,23.8,21.61641693,23.8
6544,26,26.11025238,26
6545,16,16.031353,16
6546,9.88,9.476511002,9.88
6547,13,13.52878094,13
6548,15.28,14.09746647,15.28
6549,10.6,10.54087448,10.6
6550,15.2,14.92995739,15.2
6551,21.98,23.73483467,21.98
6552,6,5.633390903,6
6553,18.8,19.59766388,18.8
6554,21,21.25819016,21
6555,15.5,13.87817478,15.5
6556,9.86,10.06754112,9.86
6557,15.8,15.4399128,15.8
6558,12.3,12.12211132,12.3
6559,10,8.956754684,10
6560,25.8,23.2663517,25.8
6561,10.5,10.5812149,10.5
6562,20,19.93212509,20
6563,4,4.346876621,4
6564,4.78,5.256472111,4.78
6565,20,23.00325775,20
6566,30,32.35126877,30
6567,18.5,17.95046234,18.5
6568,19.8,20.28804398,19.8
6569,9.9,9.257730484,9.9
6570,5.6,5.19144249,5.6
6571,18,17.86615562,18
6572,21.5,23.08965302,21.5
6573,5.38,5.423390388,5.38
6574,26,25.8805809,26
6575,12.88,14.1752882,12.88
6576,15,15.43677425,15
6577,9.8,10.70841122,9.8
6578,15.5,14.64578152,15.5
6579,18,19.88875961,18
6580,26,26.20324326,26
6581,3.25,2.248197317,3.25
6582,21,20.86970901,21
6583,15,15.05948544,15
6584,10.5,10.26494789,10.5
6585,28,27.61607361,28
6586,27.5,32.088974,27.5
6587,6,6.133262157,6
6588,24.8,21.16407013,24.8
6589,23,23.14500809,23
6590,21.9,24.42226601,21.9
6591,5.98,5.806986809,5.98
6592,15.3,19.29574776,15.3
6593,17.9,20.56004524,17.9
6594,15.2,16.30757713,15.2
6595,9,8.803494453,9
6596,10,11.55795097,10
6597,22,23.89471054,22
6598,28,28.02232933,28
6599,2.5,2.849472523,2.5
6600,15,15.06659126,15
6601,16.88,23.50491142,16.88
6602,15,14.92004585,15
6603,22,22.10745621,22
6604,26.5,26.55543709,26.5
6605,8.88,7.314041138,8.88
6606,20,20.21103668,20
6607,40,35.4090004,40
6608,12,11.9214077,12
6609,18,15.84445477,18
6610,15.8,17.89346313,15.8
6611,26.45,22.84921646,26.45
6612,3,3.288427591,3
6613,38,37.78216934,38
6614,25.98,20.68320084,25.98
6615,17,16.08973885,17
6616,18,18.06247139,18
6617,11,10.91410637,11
6618,26.5,24.21552467,26.5
6619,10.6,13.02189636,10.6
6620,5.98,7.280336857,5.98
6621,23.5,23.20470428,23.5
6622,25,25.12924194,25
6623,19.5,16.99265099,19.5
6624,9.88,6.941873074,9.88
6625,12.18,12.90976429,12.18
6626,17.8,17.67559433,17.8
6627,17,19.19031525,17
6628,18,17.75418282,18
6629,28,27.88186455,28
6630,10,9.982427597,10
6631,24,23.80203819,24
6632,5,4.922062874,5
6633,22.6,22.35327148,22.6
6634,32.8,34.77650452,32.8
6635,16.2,14.66157341,16.2
6636,15,14.91645432,15
6637,9,8.906300545,9
6638,15.5,15.96306229,15.5
6639,15,15.10974121,15
6640,10,9.751926422,10
6641,14,11.78997421,14
6642,17.9,18.62195587,17.9
6643,4,3.566288233,4
6644,17.28,16.87251472,17.28
6645,9.2,9.952656746,9.2
6646,2.28,3.815395117,2.28
6647,14.98,17.48207664,14.98
6648,7.88,7.341666222,7.88
6649,17,17.10296822,17
6650,18,17.84749794,18
6651,4,4.057799339,4
6652,23.98,23.32810211,23.98
6653,12,11.28693962,12
6654,18,23.07875824,18
6655,4.5,3.613220453,4.5
6656,7.8,7.961088657,7.8
6657,21.8,19.20486259,21.8
6658,16.6,18.91716385,16.6
6659,20.5,22.64706421,20.5
6660,5.5,4.645036221,5.5
6661,4.5,4.992257595,4.5
6662,20.8,17.43206787,20.8
6663,28,27.81411552,28
6664,5,5.075266838,5
6665,1.68,1.456698656,1.68
6666,15,14.81855392,15
6667,23.88,23.21516991,23.88
6668,16,15.04176903,16
6669,6.8,10.35660267,6.8
6670,4.2,4.474206924,4.2
6671,12,11.98454094,12
6672,22.8,20.10355377,22.8
6673,23,24.27232361,23
6674,2.2,3.338601589,2.2
6675,4.5,4.502747536,4.5
6676,5,5.145896912,5
6677,22,22.2120266,22
6678,23,23.1941452,23
6679,28,27.89152718,28
6680,8.3,7.559272766,8.3
6681,18.5,14.57705975,18.5
6682,27,27.27988625,27
6683,3.3,4.031487942,3.3
6684,32.6,34.21858597,32.6
6685,3.2,4.261745453,3.2
6686,12,11.88746357,12
6687,9.5,8.573604584,9.5
6688,15.5,19.14418411,15.5
6689,8,7.870052338,8
6690,6.9,7.694541931,6.9
6691,4.2,3.830596447,4.2
6692,13,12.47843456,13
6693,18,21.23688316,18
6694,8,8.198882103,8
6695,16.2,16.11590767,16.2
6696,38,30.09318924,38
6697,19.5,17.81807899,19.5
6698,8.2,11.74424076,8.2
6699,14.8,14.43115044,14.8
6700,16,16.09588623,16
6701,17.5,21.34329414,17.5
6702,15,13.73306751,15
6703,3.68,3.234012842,3.68
6704,2,2.991133451,2
6705,17,17.05938721,17
6706,3.2,3.85874176,3.2
6707,36,35.98865128,36
6708,11.8,12.73302937,11.8
6709,6,6.028784275,6
6710,10.68,13.0662117,10.68
6711,17,16.88249016,17
6712,8.88,11.98794079,8.88
6713,19.2,17.95955276,19.2
6714,12,11.79602146,12
6715,19.5,18.65197754,19.5
6716,22,23.35821533,22
6717,16.88,14.64783001,16.88
6718,37.5,35.25166702,37.5
6719,10.8,12.24146938,10.8
6720,7.98,7.037648201,7.98
6721,27.8,26.12304115,27.8
6722,6.6,7.162106037,6.6
6723,11.3,14.79411221,11.3
6724,16,16.08560562,16
6725,14,15.48968506,14
6726,8.5,8.263157845,8.5
6727,23,22.12635994,23
6728,5.8,7.333120346,5.8
6729,15.3,12.77211094,15.3
6730,14.5,20.445158,14.5
6731,15.5,17.9500885,15.5
6732,15.24,13.08328342,15.24
6733,17,17.1834774,17
6734,21,22.05711555,21
6735,11.8,9.840719223,11.8
6736,37,35.53779984,37
6737,28,28.09155846,28
6738,4.8,5.649655342,4.8
6739,8,6.891836166,8
6740,4,4.021831989,4
6741,28.8,26.8600502,28.8
6742,27,26.72078896,27
6743,15,14.89804173,15
6744,16,16.16352081,16
6745,18.3,16.55368423,18.3
6746,11.5,10.11922932,11.5
6747,21.5,20.21931458,21.5
6748,22,24.33614922,22
6749,25,24.88588333,25
6750,17,17.02905655,17
6751,15.98,14.51346302,15.98
6752,37.8,33.2752037,37.8
6753,36,34.59331131,36
6754,15,14.77255726,15
6755,7,6.931528091,7
6756,6.2,11.05796528,6.2
6757,14,14.12847614,14
6758,4,4.015851974,4
6759,12.5,16.14349365,12.5
6760,24,23.98628616,24
6761,4.3,5.958384037,4.3
6762,25,24.94478989,25
6763,4.68,4.167433262,4.68
6764,27,26.8943119,27
6765,16,16.0490551,16
6766,12,11.4644165,12
6767,11,9.428453445,11
6768,25,24.93980408,25
6769,15.88,15.45843887,15.88
6770,17,19.14247704,17
6771,10,10.03699589,10
6772,4,4.69641304,4
6773,11,11.19240189,11
6774,10,9.907723427,10
6775,1.2,1.383020759,1.2
6776,17.3,17.60667992,17.3
6777,26,25.89040184,26
6778,20,19.9683876,20
6779,20.5,18.92976189,20.5
6780,18.88,20.27007103,18.88
6781,23.8,20.09166908,23.8
6782,12,11.98250771,12
6783,36,36.1812439,36
6784,15,14.82893753,15
6785,18,18.1938839,18
6786,7,7.140289783,7
6787,24,23.98212242,24
6788,11,11.0130825,11
6789,4.2,5.338750839,4.2
6790,37.8,35.3477478,37.8
6791,12.3,12.1208353,12.3
6792,1.76,1.792540193,1.76
6793,11,10.47353172,11
6794,1.65,2.15477562,1.65
6795,14.5,15.00152206,14.5
6796,7,7.235905647,7
6797,20,20.35203934,20
6798,6.8,4.070679665,6.8
6799,12.8,10.59228134,12.8
6800,28,27.90275574,28
6801,15,15.31134415,15
6802,27.8,27.05522919,27.8
6803,1.88,2.435980082,1.88
6804,1.8,2.645533323,1.8
6805,20,19.96636963,20
6806,2.6,3.015133142,2.6
6807,10,9.982959747,10
6808,19,19.69327736,19
6809,35,31.79244804,35
6810,11.2,8.453765869,11.2
6811,19.88,21.98086166,19.88
6812,4.28,4.208005428,4.28
6813,8,7.977814198,8
6814,9,8.917813301,9
6815,14.99,18.25084496,14.99
6816,6,6.021543503,6
6817,20,19.78095818,20
6818,2.3,1.99031055,2.3
6819,4.2,6.580198765,4.2
6820,14.5,16.13449287,14.5
6821,26,25.82031822,26
6822,15,19.22548485,15
6823,12,13.97911835,12
6824,18.5,17.01354027,18.5
6825,26,25.8723011,26
6826,11,8.748401642,11
6827,1.5,1.761132121,1.5
6828,10.38,10.98982525,10.38
6829,14.8,11.72810841,14.8
6830,3.9,3.784003019,3.9
6831,1.5,1.498189092,1.5
6832,20,19.92403221,20
6833,16.5,18.27237511,16.5
6834,11.8,10.66850567,11.8
6835,19.5,19.82002449,19.5
6836,11.5,12.77672291,11.5
6837,21.5,19.95960617,21.5
6838,21.8,23.67255783,21.8
6839,12.36,11.49802399,12.36
6840,14,14.64573002,14
6841,7.8,8.415873528,7.8
6842,10.86,8.470781326,10.86
6843,7.3,6.936639786,7.3
6844,29,27.73365211,29
6845,9.6,10.55294132,9.6
6846,8,9.084880829,8
6847,4.98,4.577690601,4.98
6848,10.68,10.93880367,10.68
6849,21.8,20.23403549,21.8
6850,27.5,28.42875671,27.5
6851,8.58,9.212872505,8.58
6852,18,18.44194794,18
6853,8.5,8.964848518,8.5
6854,24.5,21.20944595,24.5
6855,9.5,7.43148756,9.5
6856,28,26.05891609,28
6857,7.15,10.88374329,7.15
6858,6,5.881512165,6
6859,22,20.83314705,22
6860,2.3,2.732951164,2.3
6861,9,8.685310364,9
6862,14.68,13.05852795,14.68
6863,17,16.75647736,17
6864,10.68,12.57792473,10.68
6865,6.8,7.872711182,6.8
6866,21,21.1094265,21
6867,5.8,6.711304665,5.8
6868,1.9,2.692374229,1.9
6869,20.8,21.73901939,20.8
6870,21.3,18.2794075,21.3
6871,20,20.06330299,20
6872,20,20.00839996,20
6873,22,21.91563416,22
6874,8.98,8.021780014,8.98
6875,18,19.01525116,18
6876,25,25.23363495,25
6877,22.6,21.97060776,22.6
6878,22,21.94559288,22
6879,32.6,34.12173843,32.6
6880,20,20.03901482,20
6881,11,12.04075432,11
6882,7,7.337569714,7
6883,8.45,9.555045128,8.45
6884,18,19.0063324,18
6885,9.9,8.743766785,9.9
6886,11.68,11.53791046,11.68
6887,36.28,33.42871857,36.28
6888,3.48,5.975634575,3.48
6889,18.88,20.03281593,18.88
6890,21.8,20.3068924,21.8
6891,11.98,12.70715618,11.98
6892,7,7.102778435,7
6893,11.48,11.74046135,11.48
6894,1.38,2.724097729,1.38
6895,5,4.973148823,5
6896,17.5,17.54632187,17.5
6897,32,28.99510574,32
6898,22.3,24.02688026,22.3
6899,26.5,26.03350067,26.5
6900,26.7,26.26885414,26.7
6901,25.5,27.26146507,25.5
6902,28.5,24.68511772,28.5
6903,18,18.32804108,18
6904,6,6.041667938,6
6905,9.8,12.40993595,9.8
6906,5.9,6.215085506,5.9
6907,12.8,15.26640511,12.8
6908,26,25.77772713,26
6909,6,5.951826572,6
6910,33,27.47437859,33
6911,2.88,4.870789528,2.88
6912,7.8,8.970842361,7.8
6913,10.18,10.17785549,10.18
6914,21,21.13659668,21
6915,8.88,10.88371372,8.88
6916,7,7.071587086,7
6917,10.6,9.869537354,10.6
6918,19,20.50270844,19
6919,2.1,4.027612209,2.1
6920,19.8,17.19075966,19.8
6921,1.05,1.130472302,1.05
6922,17.5,24.80661774,17.5
6923,15,15.24697018,15
6924,3,3.086680174,3
6925,10.5,9.995776176,10.5
6926,18,17.92688751,18
6927,14.8,16.39836884,14.8
6928,7.5,7.295487404,7.5
6929,20,19.88234329,20
6930,10.88,11.54492092,10.88
6931,11,11.16764355,11
6932,23.98,25.60031319,23.98
6933,8.5,7.082004547,8.5
6934,17,18.00108147,17
6935,17.88,22.48570061,17.88
6936,12.8,10.18466091,12.8
6937,9.5,9.088879585,9.5
6938,23,23.02138138,23
6939,18,17.81603813,18
6940,7.98,7.162349224,7.98
6941,21,20.9712162,21
6942,8.39,10.670578,8.39
6943,23,22.77137375,23
6944,7,5.287318707,7
6945,10.5,9.743030548,10.5
6946,11,11.04205227,11
6947,24,22.51458168,24
6948,20.88,23.36615372,20.88
6949,5.88,4.051766396,5.88
6950,19.8,17.81606102,19.8
6951,6.38,6.01975584,6.38
6952,10.5,10.70917225,10.5
6953,4.2,4.740068436,4.2
6954,4.88,7.381986618,4.88
6955,23.8,26.86882019,23.8
6956,5.28,5.742643833,5.28
6957,28.7,30.85259819,28.7
6958,1.5,1.838618517,1.5
6959,12.8,13.6678257,12.8
6960,5.5,6.583580017,5.5
6961,9,8.989133835,9
6962,16,14.80153084,16
6963,16,15.98524284,16
6964,25,25.0586853,25
6965,26,25.63272476,26
6966,32.5,32.40510178,32.5
6967,10.5,9.451272011,10.5
6968,27,26.79478073,27
6969,12.3,13.51452827,12.3
6970,11,11.5618763,11
6971,6.6,7.023924351,6.6
6972,14.88,13.56237793,14.88
6973,11,10.11315823,11
6974,14.2,15.6037674,14.2
6975,7.38,6.982695103,7.38
6976,24,23.74448776,24
6977,2.8,4.012667656,2.8
6978,15,15.08247662,15
6979,20,19.92389488,20
6980,9.8,8.750048637,9.8
6981,26,26.37271881,26
6982,29,25.20926476,29
6983,4,3.999752045,4
6984,17.5,17.74461555,17.5
6985,18.8,16.06928062,18.8
6986,6.15,7.674310207,6.15
6987,25,24.21837997,25
6988,2.6,3.934615612,2.6
6989,4.28,3.813896418,4.28
6990,2.98,3.64396596,2.98
6991,7.5,10.46977425,7.5
6992,2.28,3.585904121,2.28
6993,18,18.04198837,18
6994,18.8,16.58123398,18.8
6995,26,25.8152256,26
6996,5.1,6.016582012,5.1
