,二手车价格,品牌,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
19539,13.0,1,15.62,2.25,16,2,0,0,1,0,15,1,1,1,0,3,0
19540,13.0,1,48.85,17.9,150,2,0,1,1,1,15,1,0,0,0,1,9
19541,12.0,1,34.6,8.98,75,0,0,0,1,1,15,1,0,0,0,1,10
19542,12.0,0,16.8,1.07,25,0,0,0,1,0,15,1,1,1,0,3,0
19543,12.48,1,15.06,1.15,132,0,0,0,1,0,15,1,0,1,1,3,0
19544,12.0,1,18.43,3.86,43,0,0,0,0,0,15,1,1,1,0,3,4
19545,13.0,1,46.0,11.5,143,0,0,1,1,2,15,1,0,0,0,3,0
19546,12.88,1,33.63,8.58,96,0,0,0,1,0,30,1,1,1,0,3,2
19547,12.6,0,45.04,11.28,95,2,0,0,1,4,1,1,0,0,0,1,8
19548,12.3,0,19.84,4.57,41,0,0,0,1,0,30,1,1,1,0,3,0
19549,13.0,1,15.61,0.64,24,2,0,0,1,0,15,1,0,1,1,3,0
19550,12.5,1,20.0,4.41,77,0,0,0,1,0,15,1,1,1,0,3,2
19551,13.0,1,42.12,13.05,109,2,0,1,1,3,15,1,1,0,0,1,13
19552,13.0,1,21.63,4.14,33,0,0,0,1,0,15,1,1,1,0,3,0
19553,12.2,1,20.52,3.61,29,0,0,0,1,0,15,1,0,1,0,3,0
19554,12.0,1,20.28,6.34,35,0,0,0,1,0,15,0,0,1,0,3,0
19555,12.5,1,22.12,3.0,19,0,0,0,1,0,15,0,0,1,0,3,0
19556,12.88,1,29.59,11.52,73,1,0,1,1,0,15,0,0,1,0,3,0
19557,12.38,0,13.1,1.32,120,1,0,0,1,0,15,1,0,1,1,3,0
19558,12.3,1,28.13,9.29,69,1,0,0,1,3,3,0,0,0,0,1,6
19559,12.0,0,20.82,11.21,46,1,0,0,1,0,15,1,0,1,0,3,0
19560,13.0,0,66.21,14.5,95,2,0,1,1,2,15,1,1,0,0,1,11
19561,12.5,1,38.73,8.99,91,0,0,0,1,0,15,1,0,1,0,3,0
19562,12.0,1,27.32,10.88,93,0,0,1,1,0,120,1,0,1,0,3,0
19563,13.0,1,23.02,3.64,41,0,0,0,1,0,3,0,0,1,0,3,0
19564,13.0,1,23.34,4.09,36,1,0,0,1,0,15,1,0,1,0,3,3
19565,12.5,1,25.0,3.82,36,2,0,0,1,0,15,1,0,1,0,3,0
19566,12.0,1,20.6,4.08,61,2,0,0,1,2,15,1,1,0,0,1,12
19567,12.58,1,37.64,9.3,66,1,0,0,1,0,15,1,0,1,0,3,0
19568,12.5,0,19.19,4.4,41,1,0,0,1,0,15,1,0,1,0,3,1
19569,12.0,1,19.06,1.75,29,0,0,0,1,0,15,1,0,1,0,3,1
19570,12.5,1,15.0,0.36,21,1,0,0,1,0,15,1,0,1,0,3,0
19571,13.0,1,15.61,4.94,14,0,0,0,1,0,15,1,1,1,0,3,0
19572,12.0,1,22.91,4.41,51,1,0,0,1,1,15,1,1,0,0,3,0
19573,12.96,1,27.01,10.01,101,1,0,1,1,0,3,1,0,1,0,3,2
19574,12.5,1,16.08,1.47,21,1,0,0,1,0,15,1,0,1,0,3,0
19575,13.0,1,32.11,3.51,42,2,0,0,1,0,120,1,0,1,0,3,0
19576,12.98,0,35.04,7.21,86,1,0,0,1,0,3,1,0,1,0,3,1
19577,12.5,1,31.26,14.09,68,0,0,0,1,1,15,1,1,0,0,1,9
19578,12.58,1,19.69,1.57,19,1,0,0,1,0,15,0,0,1,0,1,6
19579,12.5,1,29.18,8.68,57,0,0,0,1,0,15,1,0,1,0,3,1
19580,12.5,1,22.24,2.62,15,0,0,0,1,0,15,1,0,1,0,3,0
19581,12.5,1,19.52,3.03,71,0,0,0,1,0,120,1,0,1,0,3,0
19582,12.5,1,24.2,9.18,62,1,0,0,1,1,15,1,0,0,0,3,0
19583,15.8,1,31.91,3.86,62,2,0,0,1,0,3,1,0,1,0,2,2
19584,12.58,1,45.44,12.06,132,1,0,1,1,0,15,1,0,1,0,3,2
19585,12.8,1,19.79,3.83,23,2,0,0,1,0,3,0,0,1,0,3,0
19586,12.0,1,19.69,2.56,32,0,0,0,1,0,30,1,0,1,0,3,0
19587,13.0,0,21.58,3.99,48,0,0,0,1,0,15,1,0,1,0,3,0
19588,13.0,0,27.77,7.08,59,1,0,0,1,0,15,1,1,1,0,3,0
19589,12.0,0,24.29,8.47,46,0,0,0,1,0,15,1,1,1,0,3,0
19590,12.0,1,26.36,9.26,69,1,0,1,1,0,15,1,1,1,0,2,3
19591,13.0,1,40.15,5.58,56,0,0,0,1,0,15,1,0,1,0,3,0
19592,12.5,1,31.89,10.55,58,1,0,0,1,0,15,1,1,1,0,3,0
19593,13.0,1,20.0,4.59,73,0,0,0,1,0,120,1,1,1,0,3,1
19594,12.0,1,46.41,9.83,110,1,0,1,1,0,15,1,0,1,0,1,9
19595,12.6,1,24.87,6.34,56,0,0,0,1,1,15,1,0,0,0,3,3
19596,12.5,1,33.63,8.85,102,1,0,1,1,0,120,1,1,1,0,3,2
19597,12.3,1,49.17,13.34,120,1,0,1,1,1,3,1,0,0,0,1,8
19598,13.0,0,24.29,4.1,65,0,0,0,1,0,3,1,0,1,0,3,0
19599,12.0,0,14.68,0.89,19,2,0,0,1,0,30,1,0,1,0,3,0
19600,12.68,1,18.75,2.98,21,2,0,0,1,0,30,0,0,1,0,3,4
19601,12.8,1,28.13,11.29,76,2,0,0,1,1,30,1,1,0,0,1,10
19602,12.48,1,20.28,5.44,41,2,0,0,1,0,30,1,0,1,0,3,2
19603,12.99,1,30.32,4.84,58,0,0,0,1,1,30,1,0,0,0,2,4
19604,12.5,1,20.6,2.22,27,1,0,0,1,0,3,1,0,1,0,3,0
19605,12.8,1,24.94,7.01,78,0,0,0,1,0,30,1,0,1,0,3,4
19606,12.3,1,20.39,1.88,38,2,0,0,1,0,30,1,1,1,0,3,2
19607,13.0,1,63.5,14.01,105,2,0,1,1,0,30,1,0,1,0,1,7
19608,12.5,0,38.4,9.14,61,0,0,0,1,1,30,0,0,0,0,2,5
19609,12.0,1,26.68,8.14,82,2,0,0,1,1,30,1,0,0,0,3,1
19610,12.5,1,20.49,5.87,48,1,0,0,1,1,30,1,0,0,0,1,10
19611,13.0,1,28.34,8.78,59,1,0,0,1,0,3,1,1,1,0,2,1
19612,12.5,0,21.14,2.37,33,1,0,0,1,0,30,1,1,1,0,3,0
19613,12.98,1,44.72,21.42,154,2,0,1,1,0,3,1,0,1,0,3,3
19614,13.0,1,20.6,3.94,32,1,0,0,1,0,3,0,0,1,0,3,3
19615,12.5,1,20.93,6.51,70,2,0,0,1,0,30,0,0,1,0,2,1
19616,12.6,1,28.1,3.64,62,0,0,0,1,1,120,1,0,0,0,1,11
19617,12.5,1,36.78,6.08,73,1,0,0,1,0,3,1,1,1,0,3,1
19618,13.0,1,23.54,3.83,39,0,0,0,1,0,30,0,0,1,0,3,3
19619,13.0,0,20.6,5.53,47,1,0,0,1,0,15,0,1,1,0,3,0
19620,12.08,0,16.8,2.35,27,1,0,0,1,0,30,1,0,1,0,3,1
19621,12.98,1,20.1,8.28,45,0,0,0,1,0,3,1,0,1,0,3,0
19622,13.0,1,62.85,14.66,92,0,0,1,1,0,120,1,0,1,0,3,3
19623,12.8,1,34.71,9.25,56,1,0,0,1,1,30,1,0,0,0,1,6
19624,12.5,1,53.69,21.86,119,0,0,1,1,4,3,0,0,0,0,1,10
19625,12.28,1,15.19,0.46,26,1,0,0,1,0,3,1,0,1,0,3,1
19626,12.0,0,58.6,11.23,97,1,0,1,1,0,15,0,1,1,0,1,7
19627,13.0,1,18.32,3.29,26,0,0,0,1,0,3,1,0,1,0,3,0
19628,12.5,1,38.95,8.98,95,1,0,0,1,1,3,1,1,0,0,3,4
19629,12.0,1,20.84,7.36,36,2,0,0,1,0,30,0,0,1,0,3,0
19630,12.5,0,16.25,2.12,19,2,0,0,1,0,3,1,0,1,0,3,0
19631,13.0,1,19.69,5.08,31,1,0,0,1,0,30,1,0,1,0,2,2
19632,12.5,0,27.12,4.46,71,1,0,1,1,0,120,1,0,1,0,3,3
19633,12.2,0,30.37,4.92,66,2,0,0,1,0,3,1,0,1,0,3,0
19634,12.5,0,27.01,4.63,68,1,0,0,1,0,3,0,0,1,0,3,1
19635,12.5,1,43.4,20.58,83,1,0,0,1,0,3,1,0,1,0,2,3
19636,12.0,0,27.3,12.66,66,1,0,1,1,0,3,0,0,1,0,3,0
19637,13.0,1,16.26,2.72,26,0,0,0,1,0,3,1,0,1,0,3,0
19638,13.0,1,43.31,10.62,109,1,0,1,1,2,3,0,0,0,0,1,6
19639,12.0,1,27.12,9.12,82,1,0,0,1,0,3,1,0,1,0,3,3
19640,12.68,1,28.2,13.61,62,0,0,0,1,0,30,1,0,1,0,3,0
19641,12.5,1,52.31,21.95,108,1,0,1,1,0,3,1,0,1,0,3,1
19642,12.5,1,19.06,3.9,37,0,0,0,1,0,30,1,0,1,0,3,0
19643,12.88,1,21.69,4.36,37,1,0,0,1,0,3,0,0,1,0,3,5
19644,12.5,0,96.39,19.95,168,0,0,1,1,7,30,0,0,0,0,1,23
19645,12.38,1,31.47,6.77,53,2,0,0,1,0,3,1,0,1,0,3,0
19646,12.2,1,16.81,1.32,34,0,0,0,1,0,30,1,0,1,0,3,0
19647,12.0,1,23.64,9.27,89,0,0,0,1,3,30,1,1,0,0,3,0
19648,12.0,1,19.8,4.41,27,0,0,0,1,0,30,1,1,1,0,3,2
19649,12.0,1,20.6,9.73,59,0,0,0,1,0,30,1,0,1,0,3,3
19650,12.98,0,52.54,7.77,142,1,0,1,1,0,30,0,0,1,0,1,6
19651,12.5,1,27.01,14.63,103,1,0,1,1,1,30,1,0,0,0,2,3
19652,12.0,1,31.91,13.19,69,2,0,0,1,0,30,1,0,1,0,3,1
19653,13.0,1,25.5,10.0,46,0,0,0,1,0,30,1,0,1,0,3,2
19654,12.0,1,20.6,12.02,54,2,0,0,1,1,30,1,1,0,0,1,5
19655,12.0,1,40.41,13.67,144,1,0,1,1,0,30,0,0,1,0,1,11
19656,12.98,1,20.52,2.0,21,1,0,0,1,0,30,1,0,1,0,3,4
19657,12.8,1,25.5,7.9,62,1,0,0,1,0,30,0,0,1,0,2,2
19658,12.0,1,53.17,25.13,150,2,0,1,1,2,30,1,0,0,0,3,0
19659,12.6,1,51.65,10.73,124,2,0,1,1,1,30,1,1,0,0,3,5
19660,13.0,1,20.29,3.47,36,1,0,0,1,1,30,1,0,0,0,3,0
19661,13.0,1,35.69,16.36,102,0,0,1,1,3,30,1,0,0,0,1,10
19662,12.0,1,16.26,4.36,35,1,0,0,1,0,30,1,0,1,0,3,0
19663,12.88,1,26.36,10.33,76,0,0,0,1,0,30,1,0,1,0,3,0
19664,12.9,1,42.5,9.75,119,2,0,1,1,0,30,1,1,1,0,3,3
19665,13.0,1,27.66,4.42,83,1,0,0,1,1,30,1,1,0,0,2,4
19666,12.8,1,23.96,1.38,56,2,0,0,1,0,30,1,1,1,0,3,1
19667,13.0,0,42.33,8.63,126,2,0,1,1,0,30,1,0,1,0,3,3
19668,12.0,1,23.87,10.18,57,1,0,0,1,0,15,1,0,1,0,2,2
19669,12.0,0,45.04,13.61,91,1,0,1,1,0,30,1,1,1,0,3,0
19670,12.0,1,27.13,8.28,63,0,0,0,1,2,30,1,0,0,0,3,2
19671,12.0,1,86.62,15.79,139,0,1,1,1,2,30,0,0,0,0,1,7
19672,13.0,1,38.95,7.53,97,1,0,0,1,0,15,0,0,1,0,3,0
19673,12.5,1,38.95,10.5,95,0,0,1,1,0,30,0,0,1,0,1,11
19674,13.0,1,25.5,6.99,50,2,0,0,1,0,30,1,0,1,0,1,11
19675,13.0,1,21.9,11.4,41,2,0,0,1,0,30,1,1,1,0,3,0
19676,12.3,1,19.19,5.83,43,0,0,0,1,0,30,1,0,1,0,1,13
19677,12.2,1,16.81,1.02,108,1,0,0,1,0,30,0,0,1,1,3,0
19678,12.0,0,14.86,1.1,60,0,0,0,1,0,15,1,0,1,1,3,0
19679,12.3,1,32.85,5.16,79,0,0,1,1,1,30,0,0,0,0,3,0
19680,12.0,1,35.81,9.84,100,1,0,0,1,2,30,1,1,0,0,1,7
19681,12.8,0,19.52,1.96,17,2,0,0,1,0,30,1,1,1,0,3,0
19682,12.6,1,26.03,9.04,83,1,0,1,1,0,30,1,1,1,0,3,0
19683,12.28,0,24.29,7.84,58,1,0,0,1,0,30,1,0,1,0,3,2
19684,12.8,1,33.95,7.11,84,1,0,0,1,0,30,1,1,1,0,1,8
19685,13.0,1,15.21,0.98,108,0,0,0,1,0,30,1,1,1,1,3,0
19686,12.98,0,19.52,8.26,35,1,0,0,1,0,30,1,1,1,0,3,0
19687,12.08,1,30.05,7.65,67,1,0,0,1,0,30,1,0,1,0,3,2
19688,12.5,1,20.6,8.24,61,2,0,0,1,0,15,1,0,1,0,3,0
19689,12.8,1,39.82,11.32,147,1,0,1,1,1,30,1,1,0,0,1,10
19690,12.5,1,47.54,9.12,113,2,0,1,1,0,30,0,0,1,0,3,5
19691,12.0,0,39.83,11.82,89,2,0,0,1,2,30,1,0,0,0,3,2
19692,12.0,1,75.61,14.28,138,2,0,1,1,1,30,1,1,0,0,3,1
19693,12.98,0,33.63,8.97,85,1,0,1,1,2,30,1,1,0,0,3,3
19694,12.0,1,16.57,1.39,22,1,0,0,1,0,30,0,0,1,0,3,2
19695,13.0,1,24.2,5.74,56,0,0,0,1,1,30,0,0,0,0,3,2
19696,12.8,0,22.61,9.79,53,1,0,0,1,0,15,1,1,1,0,2,1
19697,13.0,1,20.29,2.45,38,0,0,0,1,0,30,1,0,1,0,2,4
19698,13.0,1,32.54,5.54,65,1,0,0,1,0,30,0,0,1,0,3,0
19699,12.0,0,66.21,8.5,113,0,0,1,1,1,30,1,0,0,0,3,4
19700,13.0,0,50.8,15.04,78,1,0,0,1,3,30,1,0,0,0,3,4
19701,12.5,1,21.69,7.7,74,1,0,0,1,0,30,1,1,1,0,3,3
19702,12.0,1,30.05,8.5,67,0,0,1,1,0,30,1,1,1,0,3,0
19703,12.5,0,19.52,3.48,29,0,0,0,1,0,30,1,1,1,0,3,0
19704,12.98,1,53.14,18.94,130,0,0,1,1,2,30,1,0,0,0,3,0
19705,13.0,1,35.81,12.2,109,2,0,1,1,0,30,0,0,1,0,1,15
19706,12.0,1,24.18,3.68,73,0,0,0,1,0,30,0,0,1,0,3,0
19707,12.8,1,20.39,12.97,54,0,0,0,1,1,30,0,0,0,0,2,3
19708,12.0,1,24.74,1.9,22,2,0,0,1,0,30,1,1,1,0,3,0
19709,12.5,1,51.3,17.82,106,1,0,1,1,0,30,0,0,1,0,1,8
19710,12.0,1,35.81,11.06,93,0,0,1,1,0,30,1,0,1,0,2,5
19711,12.8,1,18.43,1.63,18,0,0,0,1,0,30,0,0,1,0,3,0
19712,13.0,1,68.12,24.09,129,1,0,1,1,1,30,1,0,0,0,3,4
19713,13.0,0,39.06,6.65,87,0,0,0,1,0,30,1,0,1,0,3,5
19714,12.5,1,56.34,14.31,119,1,0,1,1,2,30,0,0,0,0,3,0
19715,12.98,1,25.5,7.35,60,0,0,0,1,1,60,1,0,0,0,1,6
19716,12.0,1,23.96,2.56,57,0,0,0,1,0,30,1,0,1,0,3,4
19717,12.0,1,23.13,4.8,35,0,0,0,1,1,30,1,0,0,0,3,0
19718,12.0,1,18.34,1.97,33,0,0,0,1,0,30,1,0,1,0,3,2
19719,12.0,1,20.28,10.17,48,1,0,0,1,0,30,1,1,1,0,3,1
19720,13.0,1,25.5,4.01,58,0,0,0,1,0,30,0,1,1,0,3,2
19721,12.5,1,48.74,13.61,101,0,0,1,1,3,30,1,0,0,0,3,5
19722,12.8,1,53.69,12.82,118,1,0,1,1,0,30,1,1,1,0,1,9
19723,12.98,1,51.0,6.07,107,2,0,1,1,0,30,0,0,1,0,3,5
19724,13.0,0,27.3,5.14,66,1,0,0,1,0,30,1,1,1,0,3,1
19725,13.0,1,23.02,3.37,44,1,0,1,1,0,3,1,0,1,0,3,0
19726,12.18,1,21.36,3.84,69,0,0,0,1,0,30,1,0,1,0,3,0
19727,12.88,1,24.62,6.63,55,1,0,0,1,0,30,1,0,1,0,3,2
19728,12.8,0,14.98,0.54,60,1,0,0,1,0,30,1,0,1,1,3,0
19729,12.0,0,20.49,3.98,30,1,0,0,1,0,30,0,1,1,0,3,1
19730,12.0,1,19.06,2.82,27,1,0,0,1,0,30,1,0,1,0,3,0
19731,12.0,1,21.36,6.59,50,2,0,0,1,0,30,1,1,1,0,3,2
19732,12.3,1,33.95,3.83,79,0,0,0,1,2,30,1,0,0,0,2,1
19733,12.5,1,25.06,5.76,47,2,0,0,1,0,30,0,0,1,0,3,0
19734,13.0,1,33.64,9.59,76,2,0,0,1,0,60,1,0,1,0,3,0
19735,13.0,1,28.2,5.67,59,1,0,0,1,0,30,1,0,1,0,3,5
19736,12.5,1,17.3,3.73,44,0,0,0,1,0,30,0,0,1,0,2,5
19737,13.0,1,25.6,7.02,78,1,0,0,1,0,30,1,1,1,0,2,3
19738,12.98,1,20.35,5.98,26,0,0,0,1,1,30,1,1,0,0,3,0
19739,12.3,1,33.63,7.59,99,0,0,1,1,0,30,1,1,1,0,1,6
19740,12.1,1,15.5,0.4,60,0,0,0,1,0,30,1,1,1,1,3,0
19741,12.8,1,30.22,8.37,69,0,0,0,1,0,30,1,0,1,0,3,0
19742,12.8,1,19.37,2.78,35,0,0,0,1,0,30,0,0,1,0,3,3
19743,13.0,0,19.52,17.01,17,0,0,0,1,0,30,1,1,1,0,3,0
19744,12.73,0,22.56,3.29,39,1,0,0,1,0,3,1,0,1,0,3,2
19745,12.5,1,18.32,1.32,21,2,0,0,1,0,3,1,0,1,0,3,0
19746,12.8,1,19.52,6.51,53,0,0,0,1,0,3,1,1,1,0,3,0
19747,12.5,1,32.98,8.08,99,0,0,1,1,1,3,1,0,0,0,1,9
19748,12.3,1,16.26,1.16,108,0,0,0,1,0,3,1,0,1,1,3,0
19749,12.0,1,24.94,13.08,84,1,0,0,1,0,30,1,1,1,0,3,0
19750,12.0,0,96.39,19.15,172,2,0,1,1,3,3,1,0,0,0,1,7
19751,12.5,1,26.79,3.94,59,0,0,0,1,0,30,1,0,1,0,3,1
19752,12.3,0,42.33,10.21,122,0,0,1,1,1,3,0,0,0,0,1,12
19753,13.0,1,28.13,9.52,61,1,0,0,1,1,30,1,1,0,0,3,0
19754,12.5,1,38.95,12.56,94,1,0,1,1,0,3,1,1,1,0,3,1
19755,13.0,1,61.33,7.23,108,2,0,1,1,4,3,1,0,0,0,3,5
19756,12.0,0,16.14,9.01,72,1,0,0,1,1,3,1,0,0,0,3,0
19757,12.0,0,20.06,6.79,36,2,0,0,1,0,30,1,0,1,0,2,3
19758,12.9,1,29.82,9.72,59,0,0,0,1,0,30,1,0,1,0,2,3
19759,12.0,1,46.46,12.28,88,0,0,0,1,0,3,1,0,1,0,3,5
19760,12.8,0,21.58,4.54,45,0,0,0,1,0,3,1,0,1,0,3,0
19761,12.5,1,27.12,6.53,53,2,0,0,1,0,3,1,1,1,0,3,0
19762,12.0,0,80.65,5.35,126,2,0,1,1,0,3,0,0,1,0,3,3
19763,12.0,1,17.24,3.85,25,1,0,0,1,0,3,1,0,1,0,1,9
19764,12.0,1,40.14,6.7,109,2,0,1,1,0,3,1,1,1,0,1,8
19765,12.2,1,23.53,10.78,51,0,0,0,1,0,3,0,1,1,0,2,5
19766,12.5,1,36.14,11.41,89,2,0,0,1,0,3,1,0,1,0,1,7
19767,12.48,1,23.96,8.27,53,1,0,0,1,0,3,1,1,1,0,3,2
19768,12.1,1,34.19,6.58,101,1,0,1,1,0,30,1,0,1,0,3,3
19769,12.0,0,18.84,3.2,24,0,0,0,1,0,3,1,0,1,0,3,0
19770,12.0,0,24.38,5.33,71,1,0,0,1,0,3,0,1,1,0,3,3
19771,12.5,1,15.5,0.26,96,0,0,0,1,1,30,1,0,0,1,3,0
19772,12.5,1,28.1,10.84,65,1,0,0,1,1,30,1,0,0,0,3,3
19773,12.0,0,15.17,2.58,13,2,0,0,1,0,3,1,0,1,0,3,0
19774,12.6,1,27.01,13.8,99,1,0,1,1,0,60,1,0,1,0,3,3
19775,12.2,1,54.25,9.78,91,1,0,1,1,0,3,1,1,1,0,3,0
19776,12.2,0,26.59,6.46,83,1,0,0,1,0,3,1,0,1,0,3,2
19777,13.0,1,37.88,6.0,97,0,0,1,1,0,3,1,0,1,0,3,5
19778,12.0,1,43.4,11.25,72,1,0,1,1,0,3,1,0,1,0,3,5
19779,12.0,1,34.6,4.97,71,2,0,0,1,0,3,1,1,1,0,2,3
19780,12.0,1,25.92,9.51,83,1,0,0,1,1,3,1,0,0,0,3,5
19781,12.0,1,22.88,5.89,60,0,0,0,1,0,3,1,0,1,0,3,0
19782,13.0,1,64.91,18.74,124,2,0,1,1,2,3,0,0,0,0,1,13
19783,12.0,1,15.16,1.49,15,1,0,0,1,0,3,0,0,1,0,1,8
19784,12.0,1,16.05,0.96,96,2,0,0,1,0,3,1,0,1,1,3,1
19785,12.5,1,29.72,3.28,46,1,0,0,1,0,3,1,0,1,0,3,0
19786,12.2,1,37.23,7.54,93,1,0,1,1,1,30,0,0,0,0,3,2
19787,12.5,0,19.08,5.2,20,1,0,0,1,1,3,1,0,0,0,3,0
19788,12.48,1,23.97,6.05,37,1,0,0,1,0,30,1,0,1,0,3,2
19789,12.99,0,27.09,6.03,36,2,0,0,1,0,3,1,0,1,0,3,0
19790,12.0,0,24.38,6.1,74,2,0,0,1,0,3,1,1,1,0,3,0
19791,12.8,1,40.15,8.52,88,2,0,0,1,3,3,1,0,0,0,3,5
19792,12.5,1,32.43,17.77,103,1,0,1,1,0,3,1,0,1,0,3,3
19793,12.0,1,21.36,5.56,52,0,0,0,1,0,30,1,0,1,0,3,0
19794,12.5,1,20.53,6.39,33,0,0,0,1,0,30,1,0,1,0,3,0
19795,12.0,1,28.13,5.03,70,2,0,0,1,0,30,0,0,1,0,3,3
19796,12.8,1,38.95,14.0,90,1,0,1,1,1,30,1,0,0,0,3,0
19797,12.5,1,21.69,3.25,46,1,0,0,1,0,30,1,0,1,0,3,0
19798,12.0,1,19.99,2.16,19,1,0,0,1,0,30,1,0,1,0,3,0
19799,12.0,1,18.32,1.18,36,2,0,0,1,0,7,0,0,1,0,3,1
19800,12.8,1,20.39,5.43,28,0,0,0,1,0,7,1,0,1,0,3,0
19801,12.98,1,20.39,3.78,29,0,0,0,1,0,7,1,0,1,0,3,3
19802,12.5,1,25.0,5.87,46,0,0,0,1,0,30,1,0,1,0,3,0
19803,12.0,1,20.84,2.74,33,0,0,0,1,0,7,1,1,1,0,3,0
19804,12.5,0,58.4,9.54,105,1,0,1,1,0,7,1,0,1,0,2,2
19805,13.0,1,25.16,5.7,36,1,0,0,1,1,30,1,0,0,0,3,0
19806,12.0,1,31.46,12.13,90,1,0,1,1,2,7,0,0,0,0,3,0
19807,12.2,1,13.55,0.45,72,0,0,0,1,0,30,1,1,1,1,3,0
19808,12.8,1,16.15,0.04,12,0,0,0,1,0,7,1,0,1,1,3,0
19809,12.89,0,15.52,4.04,27,1,0,0,1,0,30,1,0,1,0,3,1
19810,13.0,1,31.68,17.97,59,2,0,0,1,0,30,1,0,1,0,1,7
19811,12.2,1,29.29,4.36,65,0,0,0,1,0,30,0,0,1,0,1,8
19812,12.0,1,26.49,8.53,77,2,0,0,1,1,30,1,0,0,0,1,7
19813,12.5,0,29.29,3.76,53,1,0,0,1,0,30,1,0,1,0,3,0
19814,12.0,0,68.17,10.42,98,1,0,0,1,2,30,1,0,0,0,3,2
19815,12.0,1,22.01,8.86,77,1,0,0,1,0,7,1,0,1,0,3,1
19816,12.98,1,24.94,6.69,69,1,0,0,1,0,30,1,0,1,0,2,3
19817,12.5,1,26.03,16.86,86,1,0,1,1,0,30,1,0,1,0,2,3
19818,13.0,1,29.3,8.24,43,0,0,0,1,0,7,0,0,1,0,3,0
19819,12.6,1,46.41,18.4,110,0,0,0,1,0,7,1,0,1,0,1,7
19820,13.0,1,38.49,10.29,109,1,0,1,1,0,30,1,0,1,0,3,0
19821,13.0,1,20.39,4.1,19,2,0,0,1,0,30,1,0,1,0,3,0
19822,12.5,1,14.59,1.38,132,1,0,0,1,0,7,0,0,1,1,2,3
19823,13.0,0,44.4,10.4,99,1,0,1,1,0,30,1,0,1,0,1,7
19824,12.6,1,19.79,1.82,21,0,0,0,1,0,30,1,1,1,0,3,0
19825,12.0,1,24.95,16.8,59,2,0,0,1,0,7,1,1,1,0,3,1
19826,12.88,1,36.14,7.55,70,1,0,0,1,0,7,1,0,1,0,2,5
19827,12.0,1,20.49,5.63,48,0,0,0,1,0,7,1,1,1,0,3,2
19828,12.5,0,17.44,2.63,108,1,0,0,0,0,7,1,1,1,0,2,2
19829,12.8,1,23.1,1.84,17,2,0,0,1,0,7,1,0,1,0,3,0
19830,12.0,0,51.98,9.35,97,1,0,1,1,0,30,1,0,1,0,1,8
19831,12.8,1,27.12,7.4,78,2,0,0,1,1,7,1,0,0,0,3,3
19832,12.2,1,36.23,5.89,80,2,0,0,1,0,30,0,0,1,0,1,6
19833,12.98,1,21.25,4.31,55,1,0,0,1,1,30,1,0,0,0,1,6
19834,12.0,1,25.02,4.65,50,0,0,0,1,0,30,1,0,1,0,3,5
19835,13.0,1,21.36,6.82,63,1,0,0,1,0,7,0,0,1,0,1,7
19836,12.8,1,25.0,3.98,44,0,0,0,1,0,7,1,0,1,0,3,0
19837,12.3,1,21.69,6.68,70,1,0,0,1,0,30,1,0,1,0,3,3
19838,12.5,1,33.95,11.88,89,1,0,0,1,3,30,1,0,0,0,1,6
19839,13.0,0,88.57,13.3,130,0,0,1,1,2,7,1,1,0,0,1,12
19840,12.8,1,25.81,9.34,73,1,0,0,1,0,7,1,1,1,0,2,5
19841,13.0,1,25.81,13.22,106,2,0,1,1,0,30,1,0,1,0,3,3
19842,12.0,1,24.94,7.84,77,0,0,1,1,2,30,0,0,0,0,1,7
19843,12.18,1,27.87,9.92,109,2,0,1,1,1,1,1,0,0,0,3,0
19844,12.38,1,15.61,1.08,96,2,0,0,1,0,1,1,0,1,1,3,0
19845,12.68,1,17.24,1.15,25,1,0,0,1,0,1,1,1,1,0,3,0
19846,12.18,1,40.15,6.39,67,1,0,0,1,0,1,1,0,1,0,1,6
19847,12.0,1,22.99,4.37,95,0,0,1,1,0,7,1,0,1,0,3,3
19848,13.0,1,51.3,16.01,116,2,0,1,1,2,15,1,1,0,0,1,9
19849,12.38,0,30.37,4.35,46,2,0,0,1,0,1,1,0,1,0,3,0
19850,13.0,0,16.92,1.13,120,0,0,0,1,0,7,1,0,1,1,3,0
19851,12.38,1,27.01,9.64,113,1,0,1,1,1,1,1,1,0,0,3,1
19852,12.98,1,22.77,3.45,26,2,0,0,1,0,1,1,0,1,0,3,0
19853,12.8,0,33.63,11.8,75,2,0,0,1,1,1,1,1,0,0,3,3
19854,12.93,0,15.63,3.23,17,2,0,0,1,0,1,1,0,1,0,2,1
19855,12.88,1,19.52,5.31,72,1,0,1,1,0,1,1,0,1,0,3,0
19856,12.0,1,24.61,8.96,66,2,0,0,1,0,1,1,0,1,0,3,3
19857,12.88,1,31.89,5.27,59,2,0,0,1,0,7,1,1,1,0,3,3
19858,12.8,1,26.03,11.87,88,1,0,0,1,1,1,1,1,0,0,3,2
19859,12.18,1,21.36,4.69,44,1,0,0,1,0,15,1,0,1,0,3,0
19860,12.3,1,47.74,9.34,86,0,0,0,1,0,7,0,0,1,0,1,9
19861,12.88,1,41.64,14.43,97,2,0,1,1,0,1,1,1,1,0,1,13
