,二手车价格,品牌,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
0,2.6,0,7.9,11.65,88,0,0,0,0,0,3,1,0,1,0,3,0
1,1.0,0,7.59,9.97,105,1,0,1,0,1,3,1,0,0,0,3,1
2,2.5,1,9.87,8.95,96,1,0,0,1,0,3,1,1,1,0,3,2
3,2.6,1,19.52,13.21,153,2,0,1,1,0,3,1,0,1,0,1,11
4,2.3,1,12.5,10.81,106,1,0,1,0,0,3,0,0,1,0,3,3
5,2.6,1,13.65,18.0,110,1,0,1,1,1,3,1,0,0,0,3,3
6,1.8,1,10.82,11.65,139,0,0,1,0,0,3,1,0,1,0,3,0
7,2.2,0,3.52,5.63,51,1,0,0,0,1,120,1,1,0,0,3,0
8,1.8,1,13.01,21.8,172,2,1,1,1,0,3,1,0,1,0,3,0
9,3.0,1,8.63,5.25,83,0,0,0,0,1,3,1,0,0,0,1,9
10,1.78,0,7.38,10.44,114,1,0,1,0,0,120,1,0,1,0,3,2
11,2.5,0,7.28,6.23,97,1,0,1,0,0,3,0,0,1,0,3,3
12,2.58,0,10.81,10.42,124,0,0,1,1,0,120,1,1,1,0,3,3
13,2.5,0,4.06,2.8,73,1,0,1,0,0,120,1,0,1,0,3,0
14,1.5,1,18.87,10.53,155,0,0,1,0,0,3,1,0,1,0,3,0
15,2.68,0,9.06,13.75,72,1,0,0,1,0,3,1,1,1,0,3,1
16,2.7,0,14.56,17.17,116,2,0,1,1,0,3,1,0,1,0,3,0
17,2.6,1,13.65,11.6,116,0,0,1,1,0,3,0,1,1,0,3,2
18,1.85,1,14.64,9.25,146,2,0,1,1,0,3,1,1,1,0,1,10
19,1.88,1,14.07,16.72,137,1,0,1,1,0,3,1,1,1,0,3,0
20,2.2,1,5.2,12.92,71,1,0,0,0,0,120,1,0,1,0,3,0
21,2.8,1,12.09,8.37,89,1,0,1,1,1,3,1,0,0,0,1,7
22,1.0,0,4.36,9.4,78,1,0,0,0,0,3,1,0,1,0,3,0
23,2.98,1,19.52,11.83,131,0,0,1,1,2,3,1,0,0,0,1,11
24,2.3,1,13.01,5.8,115,0,0,1,0,0,3,1,1,1,0,2,3
25,1.58,1,13.87,11.65,143,1,0,1,1,1,3,1,0,0,0,1,11
26,2.98,0,8.95,13.23,111,1,0,1,1,0,120,1,0,1,0,3,2
27,1.98,1,9.37,9.6,113,1,0,1,0,0,120,1,0,1,0,3,1
28,1.8,1,6.92,10.54,92,0,0,1,0,0,3,1,0,1,0,2,4
29,2.3,0,10.84,18.85,85,0,0,1,0,0,3,1,0,1,0,3,0
30,2.7,1,9.36,7.37,142,0,0,1,0,5,3,1,1,0,0,3,3
31,1.5,1,15.72,16.21,176,0,1,1,0,1,3,1,0,0,0,1,14
32,2.18,1,20.49,15.08,161,0,0,1,0,1,120,1,1,0,0,3,0
33,2.0,1,9.16,9.38,110,1,0,1,0,0,3,1,0,1,0,3,3
34,1.3,0,6.73,7.46,111,1,0,1,0,0,3,1,0,1,0,2,3
35,2.28,1,11.92,13.01,115,1,0,1,1,1,3,1,1,0,0,1,7
36,2.9,0,6.55,4.75,61,1,0,0,0,0,3,0,1,1,0,3,0
37,1.5,0,4.15,6.04,75,1,0,0,0,0,3,0,0,1,0,2,5
38,2.8,1,34.72,12.55,147,1,0,1,1,1,3,1,0,0,0,1,10
39,1.7,1,9.66,2.59,156,0,0,1,0,0,3,1,0,1,0,3,3
40,1.5,0,9.96,15.59,166,0,1,1,0,0,3,0,0,1,0,3,3
41,2.6,0,8.21,6.1,70,0,0,0,0,0,3,1,1,1,0,1,13
42,2.5,1,10.51,9.92,140,0,0,1,1,0,3,1,1,1,0,1,11
43,2.8,0,8.84,6.52,88,1,0,0,1,0,3,1,0,1,0,3,2
44,2.2,1,10.94,6.4,123,1,0,1,1,1,3,1,0,0,0,3,0
45,1.1,0,3.11,6.96,99,0,0,1,0,0,120,1,0,1,0,3,3
46,2.58,1,12.29,10.52,137,0,0,1,1,0,120,1,0,1,0,3,3
47,1.8,0,6.77,12.35,90,0,0,1,0,1,3,1,0,0,0,2,5
48,2.96,1,10.83,9.35,103,0,0,1,0,0,120,1,1,1,0,3,0
49,1.88,0,14.29,9.13,141,2,0,1,0,0,3,1,0,1,0,1,8
50,2.58,1,13.35,9.58,160,0,1,1,1,1,120,1,1,0,0,3,5
51,2.6,1,9.68,11.06,109,0,0,1,0,2,3,1,0,0,0,3,4
52,3.0,0,5.19,8.8,52,1,0,0,0,0,3,0,0,1,0,3,2
53,2.0,1,20.28,11.38,159,2,0,1,1,0,3,1,0,1,0,1,10
54,2.2,0,6.55,4.74,77,1,0,1,0,1,120,1,0,0,0,3,2
55,2.7,1,12.5,7.33,100,0,0,1,0,1,120,1,1,0,0,3,2
56,1.6,1,10.3,23.25,137,1,0,1,0,1,3,1,0,0,0,3,0
57,3.0,0,13.33,9.21,107,2,0,1,0,0,3,0,0,1,0,1,10
58,2.7,1,10.72,10.01,139,1,0,1,1,3,120,1,0,0,0,1,9
59,2.98,0,24.31,13.9,115,1,0,1,1,0,120,1,0,1,0,3,3
60,1.78,0,5.04,13.54,75,1,0,1,0,0,120,1,0,1,0,3,2
61,2.6,1,19.52,18.77,144,0,0,1,1,0,3,1,0,1,0,1,7
62,1.7,0,5.3,13.51,113,1,1,1,0,0,3,1,1,1,0,3,0
63,2.3,0,4.99,1.89,73,1,0,0,0,0,120,1,0,1,0,3,0
64,2.2,1,11.92,6.16,119,1,0,1,1,0,3,0,0,1,0,3,5
65,2.0,1,8.75,14.8,91,1,0,1,0,0,120,1,0,1,0,1,10
66,2.08,0,6.34,11.43,124,0,0,1,0,0,120,1,1,1,0,3,0
67,2.88,1,14.36,9.31,103,0,0,1,0,0,120,1,0,1,0,1,13
68,1.5,1,9.68,9.16,139,0,0,1,0,1,120,1,0,0,0,3,1
69,2.28,1,8.75,6.9,110,0,0,1,0,1,120,1,0,0,0,3,1
70,1.28,0,6.46,13.68,109,1,0,1,0,0,120,1,0,1,0,1,11
71,2.35,0,6.93,9.38,91,0,0,1,0,2,120,1,1,0,0,3,0
72,1.18,0,7.9,12.63,125,0,0,1,0,0,120,1,1,1,0,3,3
73,2.98,0,12.46,7.47,96,0,0,1,0,0,120,1,0,1,0,3,0
74,1.58,0,7.17,9.4,107,1,0,1,1,1,120,1,1,0,0,1,7
75,2.0,0,7.28,5.76,55,0,0,0,0,0,3,1,1,1,0,1,12
76,1.5,0,3.12,4.85,53,1,0,0,0,0,3,1,0,1,0,3,0
77,1.5,0,5.61,9.1,92,0,0,1,0,1,120,1,0,0,0,1,8
78,2.3,1,10.82,6.56,102,1,0,0,0,0,3,1,0,1,0,3,0
79,2.0,1,26.03,10.33,168,1,1,1,1,0,3,1,1,1,0,3,0
80,2.8,0,4.46,4.48,59,0,0,0,0,0,120,1,0,1,0,3,0
81,1.55,0,9.89,8.28,172,0,1,1,0,1,120,1,1,0,0,3,2
82,2.28,1,7.6,9.6,89,1,0,1,0,0,120,1,0,1,0,3,0
83,2.18,1,16.04,8.48,173,1,1,1,0,0,120,1,0,1,0,1,6
84,2.8,1,13.01,16.28,131,0,0,1,0,0,3,1,0,1,0,1,7
85,1.5,0,4.15,4.67,82,0,0,1,0,1,3,1,0,0,0,2,4
86,1.8,0,4.47,3.24,76,0,0,0,0,0,120,1,0,1,0,1,6
87,2.8,0,34.63,15.29,170,1,1,1,1,1,3,1,1,0,0,3,0
88,2.58,1,10.1,7.65,89,1,0,0,0,1,120,1,0,0,0,3,3
89,2.0,0,10.2,14.48,114,0,0,1,1,1,3,1,0,0,0,2,3
90,1.25,1,12.8,11.99,162,1,0,1,1,1,3,1,0,0,0,3,0
91,2.5,1,19.52,8.88,143,1,0,1,1,4,7,1,0,0,0,3,0
92,3.0,1,10.36,2.82,138,1,0,1,1,0,3,1,1,1,0,3,5
93,1.38,1,6.76,10.58,105,0,0,1,0,1,7,1,1,0,0,3,3
94,3.0,1,11.04,8.4,84,1,0,1,0,0,3,0,0,1,0,3,3
95,2.0,0,16.04,11.31,130,1,0,1,1,0,7,1,0,1,0,2,5
96,2.5,1,16.37,14.07,134,1,1,1,0,3,3,0,0,0,0,1,11
97,2.3,1,11.36,15.21,115,0,0,1,0,1,7,0,0,0,0,1,22
98,2.3,0,6.66,6.54,65,1,0,0,0,0,7,0,1,1,0,3,0
99,3.0,1,12.8,3.46,127,1,0,1,0,0,7,1,0,1,0,3,1
100,1.85,1,10.09,11.81,104,1,0,1,0,0,7,1,1,1,0,3,0
101,2.7,1,13.85,6.62,117,1,0,1,0,0,7,1,0,1,0,3,1
102,3.0,1,5.72,3.6,37,0,0,0,0,0,7,0,0,1,0,1,9
103,2.6,1,14.86,9.07,101,1,0,1,1,0,7,1,0,1,0,2,5
104,1.0,0,7.17,6.95,110,1,0,1,0,1,7,0,0,0,0,1,9
105,2.0,0,13.64,16.98,129,0,0,1,1,0,7,1,0,1,0,1,8
106,2.5,0,8.02,9.75,57,0,0,0,1,0,7,1,0,1,0,1,8
107,2.1,0,12.07,6.16,91,1,0,0,0,0,7,1,0,1,0,3,0
108,1.5,1,10.21,12.55,93,1,0,1,0,0,7,1,0,1,0,3,0
109,2.0,0,29.09,18.66,118,1,0,1,1,1,7,1,1,0,0,3,1
110,1.98,0,6.98,17.68,95,1,0,1,0,1,7,1,1,0,0,1,6
111,1.6,1,11.36,8.34,118,1,0,1,0,4,7,1,0,0,0,3,0
112,2.1,0,14.28,13.82,162,1,1,1,1,0,3,1,1,1,0,3,0
113,2.8,1,15.62,6.48,102,1,0,1,1,0,7,0,0,1,0,3,0
114,2.8,1,9.37,12.18,90,1,0,0,0,0,7,1,1,1,0,2,2
115,2.0,1,14.58,7.17,158,1,1,1,1,0,7,1,0,1,0,3,0
116,3.0,0,13.4,3.34,57,1,0,0,1,1,7,0,0,0,0,3,0
117,1.8,1,27.44,19.24,169,0,0,1,1,0,3,1,0,1,0,1,10
118,1.9,1,14.07,11.93,135,2,0,1,1,0,7,1,0,1,0,1,9
119,2.0,0,14.29,9.62,144,1,0,1,0,0,7,1,0,1,0,3,0
120,3.0,0,6.97,6.89,64,0,0,0,0,0,7,0,0,1,0,3,4
121,2.18,1,11.39,13.19,167,1,1,1,1,1,7,1,1,0,0,1,11
122,2.8,0,4.88,5.79,53,1,0,0,0,1,7,1,0,0,0,3,5
123,1.28,1,11.01,13.97,179,0,1,1,1,1,7,1,0,0,0,1,7
124,1.4,0,6.98,20.33,91,2,0,1,0,0,7,1,1,1,0,1,6
125,2.88,0,5.19,5.03,35,1,0,0,1,0,3,1,0,1,0,3,0
126,3.0,1,15.0,11.45,104,0,0,1,1,0,7,1,0,1,0,3,4
127,2.0,1,17.94,13.5,132,0,0,1,1,5,7,1,1,0,0,1,9
128,2.48,0,6.38,19.47,97,1,0,1,0,2,7,1,1,0,0,1,8
129,2.8,1,20.28,35.16,129,0,0,1,0,0,3,1,0,1,0,1,10
130,2.2,1,8.32,8.51,79,0,0,0,0,0,7,1,0,1,0,3,0
131,1.1,0,3.9,9.71,78,2,0,0,0,1,7,1,0,0,0,3,1
132,1.0,1,9.36,11.19,158,1,1,1,0,0,7,1,0,1,0,3,0
133,2.5,1,4.99,2.38,62,0,0,0,0,0,3,0,0,1,0,3,0
134,2.8,0,14.09,9.24,98,2,0,1,1,1,3,1,0,0,0,3,4
135,2.5,1,8.96,9.28,115,0,0,1,0,0,3,1,0,1,0,1,8
136,1.5,1,7.9,8.19,115,0,0,1,0,0,3,1,1,1,0,3,0
137,2.4,1,31.98,11.08,169,2,1,1,1,0,3,1,0,1,0,3,3
138,1.4,0,5.61,10.84,104,0,0,1,0,1,3,1,0,0,0,3,0
139,2.99,1,8.33,4.18,87,0,0,1,0,0,60,1,1,1,0,3,0
140,2.8,1,8.23,6.5,78,1,0,1,0,0,7,0,0,1,0,3,1
141,1.2,0,13.23,13.09,42,2,0,0,1,0,3,1,1,1,0,3,0
142,2.6,1,10.41,12.34,113,1,0,1,0,2,3,1,1,0,0,1,13
143,2.38,1,11.34,14.72,147,1,0,1,1,0,60,1,0,1,0,3,3
144,2.0,1,14.86,10.43,123,0,0,1,1,1,3,1,0,0,0,1,10
145,1.68,0,6.98,14.24,77,0,0,1,0,1,3,1,0,0,0,3,0
146,1.8,1,16.92,9.32,145,1,0,1,1,0,3,0,0,1,0,1,9
147,2.76,1,8.32,9.17,80,1,0,0,0,0,3,1,1,1,0,3,0
148,1.5,1,12.18,4.3,168,1,0,1,1,0,3,1,0,1,0,3,5
149,1.4,0,9.17,10.07,144,0,0,1,0,0,3,1,1,1,0,2,5
150,3.0,1,11.29,22.67,90,2,0,1,1,0,3,1,0,1,0,3,0
151,1.5,1,10.83,30.84,114,1,0,1,0,0,3,1,0,1,0,3,0
152,2.1,0,10.09,12.23,91,1,0,0,0,0,3,0,0,1,0,1,7
153,2.39,1,11.43,13.51,144,1,0,1,1,1,60,1,0,0,0,1,7
154,3.0,0,30.26,18.68,108,2,0,1,1,0,3,1,1,1,0,1,6
155,1.68,0,4.88,1.52,52,1,0,0,0,0,3,1,0,1,0,3,0
156,2.0,1,15.92,12.56,130,0,0,1,1,0,3,1,1,1,0,3,0
157,1.58,1,6.45,5.27,100,1,0,0,0,0,60,1,0,1,0,3,0
158,2.58,1,9.48,10.57,124,1,0,1,1,2,3,1,0,0,0,1,6
159,3.0,0,25.94,12.14,65,2,0,0,1,1,3,1,1,0,0,3,0
160,1.5,1,8.53,10.33,112,1,0,1,0,0,3,1,0,1,0,3,2
161,1.0,1,4.89,7.94,86,1,0,0,0,1,3,0,1,0,0,3,2
162,2.1,1,10.94,10.67,120,1,0,1,1,0,3,1,0,1,0,3,3
163,2.8,1,11.36,8.4,157,1,0,1,1,1,3,1,1,0,0,3,3
164,3.0,1,18.93,5.07,131,2,0,1,1,0,3,1,1,1,0,2,2
165,1.9,0,10.82,6.56,95,1,0,0,0,0,7,0,1,1,0,2,5
166,2.68,1,10.1,7.86,107,0,0,1,0,0,60,1,1,1,0,3,0
167,1.0,0,6.25,11.34,158,0,0,1,0,3,3,1,0,0,0,1,7
168,1.5,1,11.14,12.88,150,1,0,1,0,0,3,1,1,1,0,3,0
169,1.68,0,6.34,13.38,122,1,0,1,0,0,60,1,0,1,0,1,11
170,1.8,0,7.49,10.01,96,0,0,1,0,2,3,1,0,0,0,2,2
171,2.98,0,4.05,1.73,22,0,0,0,1,0,3,0,0,1,0,3,0
172,2.3,0,4.37,5.5,58,1,0,0,0,0,60,1,0,1,0,3,0
173,1.28,0,7.27,9.87,124,1,0,1,0,1,60,1,0,0,0,1,6
174,2.3,1,23.53,4.76,173,1,1,1,1,0,15,0,1,1,0,1,8
175,1.0,1,13.87,10.71,142,1,0,1,1,1,3,1,0,0,0,3,0
176,1.05,0,3.22,13.61,78,2,0,0,0,0,60,1,0,1,0,3,0
177,2.2,0,12.18,5.59,119,1,0,1,1,2,3,0,0,0,0,1,12
178,3.0,1,12.18,14.02,138,0,0,1,1,2,60,0,0,0,0,3,0
179,1.88,1,16.16,9.12,148,1,0,1,1,4,3,0,0,0,0,3,4
180,1.38,0,6.76,14.55,133,0,0,1,0,1,3,1,0,0,0,1,9
181,2.78,0,12.3,6.24,69,1,0,0,1,1,60,1,0,0,0,2,2
182,2.88,1,8.63,14.61,97,1,0,1,0,0,60,1,0,1,0,2,5
183,1.58,1,5.1,7.94,86,1,0,0,0,0,60,1,0,1,0,3,4
184,1.68,0,12.39,14.76,133,1,0,1,1,1,60,1,0,0,0,1,7
185,2.8,1,13.22,14.81,157,1,0,1,1,0,60,1,0,1,0,3,2
186,1.98,1,23.86,14.01,176,1,1,1,1,0,60,1,1,1,0,1,6
187,2.5,1,16.04,21.93,178,0,1,1,0,0,60,1,0,1,0,1,7
188,2.18,0,6.97,8.29,62,1,0,0,0,0,60,1,0,1,0,3,1
189,2.98,0,15.61,8.86,123,1,0,1,1,0,1,0,0,1,0,1,8
190,2.88,1,13.01,9.21,140,0,0,1,0,1,1,1,0,0,0,1,6
191,2.78,1,14.06,16.67,132,1,0,1,1,0,60,1,0,1,0,1,7
192,2.98,1,11.04,10.25,90,1,0,1,0,0,1,1,1,1,0,3,0
193,2.68,0,10.2,11.46,123,0,0,1,1,1,60,1,1,0,0,3,0
194,2.6,0,27.66,29.68,163,1,1,1,1,0,60,1,0,1,0,1,10
195,2.18,0,9.1,18.5,75,1,0,0,0,0,1,1,0,1,0,3,2
196,1.3,0,9.35,12.04,105,0,0,1,0,0,1,1,1,1,0,3,0
197,1.28,0,9.35,16.5,134,1,0,1,0,0,60,1,0,1,0,1,6
198,2.6,0,8.73,8.0,95,1,0,1,1,0,60,1,0,1,0,3,0
199,1.98,1,25.92,11.5,155,1,0,1,1,6,1,1,0,0,0,1,10
200,2.26,0,9.05,7.53,105,1,0,1,0,0,60,1,0,1,0,3,1
201,2.18,1,13.53,11.55,177,0,1,1,1,1,60,1,0,0,0,1,12
202,2.6,1,8.64,8.29,84,1,0,0,0,0,1,1,1,1,0,3,2
203,1.88,0,12.39,7.05,132,1,0,1,1,0,60,1,0,1,0,1,8
204,1.5,0,8.32,8.51,135,1,0,1,0,0,1,1,1,1,0,3,2
205,1.68,1,6.87,6.01,95,1,0,1,1,0,1,0,0,1,0,3,0
206,2.3,1,6.04,9.26,85,0,0,0,0,0,60,0,0,1,0,1,6
207,2.3,1,13.35,7.19,153,2,0,1,1,1,1,1,1,0,0,3,4
208,2.1,1,10.41,9.67,110,1,0,1,0,1,1,1,1,0,0,3,5
209,1.98,1,6.92,5.24,100,0,0,1,0,0,60,0,0,1,0,1,12
210,1.3,0,6.99,8.54,93,1,0,0,0,0,60,1,0,1,0,3,0
211,1.98,0,9.17,12.67,110,1,0,1,0,0,60,1,0,1,0,3,2
212,2.88,0,7.8,9.3,83,1,0,1,0,0,60,1,0,1,0,2,3
213,2.5,0,6.98,1.95,91,2,0,0,0,0,1,1,0,1,0,3,0
214,1.5,0,4.37,15.09,71,1,0,0,0,0,1,1,1,1,0,3,3
215,1.88,1,14.07,16.38,119,0,0,1,1,2,1,1,0,0,0,3,0
216,1.75,0,9.35,11.28,104,1,0,1,0,0,60,1,1,1,0,3,0
217,1.4,1,9.36,10.5,146,0,0,1,0,0,60,1,1,1,0,3,5
218,1.68,0,3.21,4.61,56,1,0,0,0,0,60,1,0,1,0,3,0
219,2.5,1,14.64,3.18,144,2,0,1,1,0,1,1,1,1,0,3,2
220,2.38,1,7.29,6.39,74,0,0,0,0,1,60,1,0,0,0,1,10
221,1.5,1,26.36,7.43,166,1,0,1,1,0,1,1,1,1,0,2,5
222,1.58,1,8.32,12.13,115,1,0,1,0,2,60,1,0,0,0,1,7
223,2.6,0,12.36,4.69,58,1,0,0,1,4,1,1,1,0,0,2,2
224,1.78,0,11.24,8.33,111,0,0,1,1,0,1,1,0,1,0,3,5
225,2.88,0,13.44,8.25,92,2,0,0,0,0,1,1,0,1,0,3,0
226,1.88,1,14.16,18.71,154,2,0,1,0,0,1,1,0,1,0,3,0
227,2.65,1,23.86,14.21,173,2,1,1,1,1,1,1,0,0,0,3,0
228,2.1,1,19.52,17.43,161,2,1,1,1,0,1,1,0,1,0,1,8
229,2.8,1,9.76,4.17,110,1,0,1,0,1,1,1,1,0,0,3,3
230,2.8,1,8.32,2.45,68,1,0,0,0,0,1,1,0,1,0,3,1
231,2.5,1,19.95,10.29,153,2,0,1,1,0,1,1,0,1,0,1,9
232,2.45,1,10.2,2.73,122,2,0,1,0,1,1,1,0,0,0,3,0
233,2.0,1,15.1,15.41,164,2,0,1,1,0,3,1,0,1,0,1,10
234,3.0,1,8.95,9.46,115,1,0,1,0,0,3,1,0,1,0,3,0
235,2.95,0,7.9,6.06,58,0,0,0,0,0,3,1,0,1,0,3,1
236,1.7,1,11.14,21.46,134,1,0,1,0,0,3,0,0,1,0,1,23
237,1.5,0,19.19,13.06,149,0,1,1,1,2,3,0,1,0,0,3,1
238,3.0,0,8.01,9.51,62,2,0,0,0,0,3,1,0,1,0,3,0
239,1.88,0,16.26,7.24,114,0,0,1,1,0,3,1,1,1,0,3,3
240,2.5,1,9.76,10.02,101,1,0,1,0,1,3,1,0,0,0,3,0
241,1.2,1,8.32,5.81,123,1,0,1,0,0,3,1,0,1,0,3,0
242,2.65,1,14.86,15.78,103,2,0,1,1,0,1,1,0,1,0,3,0
243,1.38,0,5.3,11.12,121,0,0,1,0,0,1,1,0,1,0,3,0
244,1.68,1,9.75,8.57,103,0,0,1,1,0,3,1,0,1,0,1,8
245,2.2,1,12.29,8.3,121,0,0,1,1,2,1,1,0,0,0,3,3
246,2.65,1,20.82,13.22,157,2,0,1,1,1,3,1,0,0,0,1,6
247,2.5,1,15.17,11.2,143,1,0,1,0,1,3,1,0,0,0,3,0
248,2.7,1,8.85,8.33,86,1,0,0,0,2,3,0,0,0,0,1,6
249,1.8,0,7.08,10.31,112,1,0,1,0,1,3,1,0,0,0,3,3
250,2.7,1,13.22,11.93,158,0,0,1,1,0,1,1,0,1,0,3,3
251,1.65,1,5.1,5.7,95,1,0,1,0,1,3,1,1,0,0,1,13
252,2.98,1,23.64,14.37,135,2,0,1,1,1,1,0,0,0,0,3,3
253,1.6,0,7.7,5.52,124,2,0,1,0,2,1,1,1,0,0,3,0
254,1.6,1,11.34,8.15,150,0,0,1,1,0,3,1,1,1,0,3,4
255,2.18,1,10.42,9.01,114,0,0,1,0,1,3,0,0,0,0,1,9
256,3.0,1,24.94,24.89,180,1,1,1,1,0,3,1,0,1,0,1,10
257,2.5,0,8.12,3.67,58,0,0,0,0,2,3,1,0,0,0,1,6
258,1.48,0,15.07,4.18,132,0,0,1,1,1,1,1,1,0,0,1,13
259,1.2,1,11.03,11.84,145,2,0,1,1,0,3,1,0,1,0,3,4
260,2.4,1,8.95,19.8,140,0,0,1,0,3,3,0,1,0,0,1,6
261,2.28,0,6.97,11.22,50,2,0,0,0,0,1,1,0,1,0,3,0
262,1.5,1,6.87,11.77,93,0,0,1,0,0,3,0,0,1,0,3,3
263,2.58,0,12.07,11.01,91,1,0,1,0,1,3,1,0,0,0,3,0
264,2.98,1,8.32,7.98,71,0,0,0,0,0,3,1,0,1,0,3,0
265,2.8,1,7.29,5.0,73,0,0,0,0,0,3,0,0,1,0,3,0
266,3.0,0,20.83,7.05,130,2,0,1,1,0,3,1,1,1,0,3,2
267,1.68,0,10.5,8.2,105,1,0,1,0,0,3,1,1,1,0,3,4
268,1.8,1,18.21,14.45,165,1,1,1,0,2,3,1,0,0,0,1,10
269,1.7,0,11.34,11.2,154,1,0,1,0,1,3,1,0,0,0,3,0
270,2.8,0,15.06,10.45,102,0,0,1,1,0,3,1,0,1,0,1,12
271,2.0,1,12.39,14.95,132,2,0,1,0,0,3,1,0,1,0,1,9
272,1.0,0,7.08,11.63,117,1,0,1,0,0,3,1,0,1,0,3,0
273,2.65,1,13.87,13.57,125,1,0,1,1,0,3,0,0,1,0,1,8
274,2.5,1,12.8,10.84,135,0,0,1,1,0,3,1,0,1,0,3,4
275,1.0,0,12.24,11.03,131,1,0,1,0,1,3,1,0,0,0,3,4
276,2.6,0,10.74,6.23,75,1,0,0,0,0,3,1,0,1,0,3,1
277,2.2,1,27.98,20.24,131,0,0,1,1,0,3,1,0,1,0,3,3
278,2.0,1,12.5,13.46,109,2,0,1,0,0,3,1,0,1,0,2,1
279,1.8,1,11.71,9.47,110,0,0,1,0,3,3,1,1,0,0,3,2
280,2.4,1,12.5,9.16,95,0,0,1,0,2,3,0,0,0,0,1,7
281,3.0,0,4.5,6.93,41,2,0,0,0,0,3,1,0,1,0,1,6
282,3.0,1,8.33,8.62,86,0,0,0,1,1,3,0,0,0,0,3,5
283,1.1,1,10.63,9.06,179,1,1,1,1,0,3,1,1,1,0,3,0
284,2.2,0,10.2,4.69,103,0,0,1,0,1,3,1,0,0,0,2,3
285,2.0,1,26.38,19.85,138,2,0,1,1,2,3,1,0,0,0,3,3
286,2.6,0,9.1,10.94,74,0,0,0,0,0,3,1,0,1,0,3,3
287,1.98,1,10.94,7.46,118,1,0,1,1,0,3,0,0,1,0,1,14
288,1.6,1,12.24,15.05,108,1,0,1,0,1,3,1,0,0,0,1,15
289,1.6,0,16.26,13.67,147,1,1,1,1,0,3,1,1,1,0,3,0
290,1.68,1,12.29,8.4,135,2,0,1,1,0,3,1,0,1,0,3,4
291,2.38,1,14.86,11.49,93,1,0,1,1,1,3,0,0,0,0,3,1
292,1.5,1,15.4,23.52,138,2,0,1,1,1,3,1,0,0,0,1,10
293,1.8,1,21.69,25.66,161,0,0,1,0,0,3,1,0,1,0,1,13
294,2.0,1,11.45,5.54,132,2,0,1,1,0,3,1,0,1,0,3,2
295,2.8,1,12.09,6.89,102,0,0,1,1,0,7,1,0,1,0,3,0
296,2.0,1,11.55,6.3,116,0,0,1,1,0,3,0,0,1,0,2,1
297,1.8,1,15.41,7.5,161,0,0,1,1,0,3,1,1,1,0,1,7
298,1.8,1,9.16,8.32,124,1,0,1,0,0,3,1,0,1,0,1,6
299,2.5,1,8.96,10.93,121,1,0,1,0,0,3,1,0,1,0,1,10
300,1.2,0,7.17,18.37,93,2,0,1,0,0,3,1,0,1,0,3,0
301,2.3,1,13.01,16.54,114,2,0,1,1,0,3,1,0,1,0,1,6
302,1.8,0,13.02,16.6,149,0,0,1,0,0,3,0,0,1,0,1,6
303,3.0,1,12.52,7.48,101,1,0,1,1,0,3,1,1,1,0,3,4
304,3.0,0,7.81,8.29,66,0,0,0,0,1,3,0,0,0,0,1,7
305,1.6,0,4.47,10.85,78,0,0,0,0,0,3,1,0,1,0,3,2
306,2.8,0,4.88,8.17,48,2,0,0,0,2,3,0,0,0,0,3,0
307,2.0,1,11.24,14.72,137,1,0,1,0,0,3,1,0,1,0,1,10
308,1.55,0,6.03,7.05,117,1,0,1,0,0,3,1,1,1,0,3,0
309,1.5,0,6.56,7.58,116,1,0,1,0,0,3,1,1,1,0,3,0
310,2.0,0,6.44,7.76,91,0,0,0,0,0,3,0,1,1,0,3,1
311,1.9,1,13.85,15.04,150,0,0,1,0,0,3,1,1,1,0,3,0
312,1.98,0,4.05,8.96,68,0,0,0,0,0,3,0,0,1,0,3,4
313,1.7,1,9.68,16.38,104,2,0,1,1,1,3,1,0,0,0,1,6
314,1.8,0,8.64,8.84,101,0,0,1,0,0,3,1,0,1,0,3,4
315,2.26,1,11.88,13.21,105,1,0,1,0,0,3,1,0,1,0,3,3
316,2.7,1,6.77,8.54,72,1,0,0,0,0,3,1,1,1,0,3,1
317,2.5,0,11.88,7.22,141,1,0,1,1,1,60,1,0,0,0,1,6
318,2.0,0,6.77,9.32,94,1,0,1,0,0,120,1,0,1,0,3,3
319,1.0,0,5.19,9.71,124,1,0,1,0,0,120,1,0,1,0,3,2
320,2.0,0,5.31,5.1,79,0,0,0,0,0,3,1,1,1,0,3,0
321,3.0,1,18.76,15.47,140,1,0,1,0,2,120,1,0,0,0,1,9
322,1.7,0,4.37,8.72,61,0,0,0,0,0,30,1,0,1,0,3,0
323,3.0,1,29.94,16.39,141,1,0,1,1,2,60,0,0,0,0,3,2
324,2.68,1,10.25,12.04,107,1,0,1,0,0,30,1,1,1,0,3,3
325,1.0,1,11.25,17.46,138,1,0,1,0,0,3,1,1,1,0,1,8
326,1.28,0,6.86,11.06,91,1,0,1,0,0,30,1,0,1,0,1,6
327,1.28,0,8.01,9.22,134,1,0,1,0,1,60,1,1,0,0,3,1
328,2.5,1,10.41,13.96,113,1,0,1,0,1,60,0,0,0,0,1,11
329,1.0,0,6.44,18.9,131,1,1,1,0,2,60,1,0,0,0,1,8
330,2.8,0,7.44,7.64,92,1,0,1,0,1,60,1,0,0,0,2,2
