,二手车价格,品牌,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
0,2.6,宝骏,7.9,11.65,88,惠州,0,0,0,0,3,1,0,1,0,3,0
1,1.0,五菱汽车,7.59,9.97,105,合肥,0,1,0,1,3,1,0,0,0,3,1
2,2.5,标致,9.87,8.95,96,武汉,0,0,1,0,3,1,1,1,0,3,2
3,2.6,马自达,19.52,13.21,153,北京,0,1,1,0,3,1,0,1,0,1,11
4,2.3,雪佛兰,12.5,10.81,106,沈阳,0,1,0,0,3,0,0,1,0,3,3
5,2.6,福特,13.65,18.0,110,合肥,0,1,1,1,3,1,0,0,0,3,3
6,1.8,起亚,10.82,11.65,139,大连,0,1,0,0,3,1,0,1,0,3,0
7,2.2,五菱汽车,3.52,5.63,51,东莞,0,0,0,1,120,1,1,0,0,3,0
8,1.8,本田,13.01,21.8,172,广州,1,1,1,0,3,1,0,1,0,3,0
9,3.0,大众,8.63,5.25,83,大同,0,0,0,1,3,1,0,0,0,1,9
10,1.78,江淮,7.38,10.44,114,东莞,0,1,0,0,120,1,0,1,0,3,2
11,0.8,比亚迪,9.75,27.34,152,成都,1,1,0,1,3,1,1,0,0,2,3
12,2.5,五菱汽车,7.28,6.23,97,南京,0,1,0,0,3,0,0,1,0,3,3
13,2.58,荣威,10.81,10.42,124,荆州,0,1,1,0,120,1,1,1,0,3,3
14,2.5,长安凯程,4.06,2.8,73,郑州,0,1,0,0,120,1,0,1,0,3,0
15,1.5,起亚,18.87,10.53,155,安庆,0,1,0,0,3,1,0,1,0,3,0
16,2.68,东风风行,9.06,13.75,72,东莞,0,0,1,0,3,1,1,1,0,3,1
17,2.7,斯柯达,14.56,17.17,116,上海,0,1,1,0,3,1,0,1,0,3,0
18,0.88,吉利汽车,4.67,7.01,115,荆州,0,1,0,2,120,1,1,0,0,3,1
19,2.6,福特,13.65,11.6,116,湖州,0,1,1,0,3,0,1,1,0,3,2
20,1.85,福特,14.64,9.25,146,北京,0,1,1,0,3,1,1,1,0,1,10
21,1.88,雪佛兰,14.07,16.72,137,重庆,0,1,1,0,3,1,1,1,0,3,0
22,2.2,吉利汽车,5.2,12.92,71,武汉,0,0,0,0,120,1,0,1,0,3,0
23,2.4,斯柯达,8.23,7.72,126,昆明,0,1,0,0,3,0,0,1,0,0,17
24,2.8,别克,12.09,8.37,89,东莞,0,1,1,1,3,1,0,0,0,1,7
25,1.0,北汽威旺,4.36,9.4,78,东莞,0,0,0,0,3,1,0,1,0,3,0
26,2.98,福特,19.52,11.83,131,昆明,0,1,1,2,3,1,0,0,0,1,11
27,2.3,福特,13.01,5.8,115,无锡,0,1,0,0,3,1,1,1,0,2,3
28,0.88,中华,10.4,14.28,170,商丘,0,1,0,2,120,1,0,0,0,3,1
29,1.58,福特,13.87,11.65,143,成都,0,1,1,1,3,1,0,0,0,1,11
30,2.98,东南,8.95,13.23,111,东莞,0,1,1,0,120,1,0,1,0,3,2
31,1.98,福特,9.37,9.6,113,东莞,0,1,0,0,120,1,0,1,0,3,1
32,1.8,雪佛兰,6.92,10.54,92,芜湖,0,1,0,0,3,1,0,1,0,2,4
33,2.3,东风风行,10.84,18.85,85,驻马店,0,1,0,0,3,1,0,1,0,3,0
34,2.7,本田,9.36,7.37,142,唐山,0,1,0,5,3,1,1,0,0,3,3
35,1.5,丰田,15.72,16.21,176,永州,1,1,0,1,3,1,0,0,0,1,14
36,2.18,起亚,20.49,15.08,161,庆阳,0,1,0,1,120,1,1,0,0,3,0
37,2.0,雪佛兰,9.16,9.38,110,天津,0,1,0,0,3,1,0,1,0,3,3
38,1.3,长城,6.73,7.46,111,郑州,0,1,0,0,3,1,0,1,0,2,3
39,2.28,福特,11.92,13.01,115,西安,0,1,1,1,3,1,1,0,0,1,7
40,2.9,宝骏,6.55,4.75,61,青岛,0,0,0,0,3,0,1,1,0,3,0
41,1.5,北汽威旺,4.15,6.04,75,沈阳,0,0,0,0,3,0,0,1,0,2,5
42,2.8,别克,34.72,12.55,147,苏州,0,1,1,1,3,1,0,0,0,1,10
43,1.7,大众,9.66,2.59,156,唐山,0,1,0,0,3,1,0,1,0,3,3
44,1.5,奇瑞,9.96,15.59,166,哈尔滨,1,1,0,0,3,0,0,1,0,3,3
45,2.6,荣威,8.21,6.1,70,泰州,0,0,0,0,3,1,1,1,0,1,13
46,2.5,丰田,10.51,9.92,140,无锡,0,1,1,0,3,1,1,1,0,1,11
47,2.8,江淮,8.84,6.52,88,合肥,0,0,1,0,3,1,0,1,0,3,2
48,2.2,别克,10.94,6.4,123,佛山,0,1,1,1,3,1,0,0,0,3,0
49,0.88,比亚迪,7.38,13.02,132,株洲,1,1,0,0,120,1,0,1,0,1,9
50,1.1,五菱汽车,3.11,6.96,99,南阳,0,1,0,0,120,1,0,1,0,3,3
51,2.58,别克,12.29,10.52,137,珠海,0,1,1,0,120,1,0,1,0,3,3
52,1.8,长城,6.77,12.35,90,泰安,0,1,0,1,3,1,0,0,0,2,5
53,2.96,福特,10.83,9.35,103,泉州,0,1,0,0,120,1,1,1,0,3,0
54,1.88,斯柯达,14.29,9.13,141,上海,0,1,0,0,3,1,0,1,0,1,8
55,2.58,马自达,13.35,9.58,160,兰州,1,1,1,1,120,1,1,0,0,3,5
56,2.6,日产,9.68,11.06,109,哈尔滨,0,1,0,2,3,1,0,0,0,3,4
57,3.0,五菱汽车,5.19,8.8,52,郑州,0,0,0,0,3,0,0,1,0,3,2
58,2.0,大众,20.28,11.38,159,北京,0,1,1,0,3,1,0,1,0,1,10
59,2.2,北汽幻速,6.55,4.74,77,郑州,0,1,0,1,120,1,0,0,0,3,2
60,2.7,雪佛兰,12.5,7.33,100,潍坊,0,1,0,1,120,1,1,0,0,3,2
61,0.9,雪铁龙,16.48,20.03,162,北京,0,1,1,2,3,1,0,0,0,2,4
62,0.8,大众,7.8,13.09,149,郑州,0,1,0,0,3,1,0,1,0,3,2
63,1.6,起亚,10.3,23.25,137,成都,0,1,0,1,3,1,0,0,0,3,0
64,3.0,哈弗,13.33,9.21,107,北京,0,1,0,0,3,0,0,1,0,1,10
65,2.7,大众,10.72,10.01,139,郑州,0,1,1,3,120,1,0,0,0,1,9
66,2.98,纳智捷,24.31,13.9,115,东莞,0,1,1,0,120,1,0,1,0,3,3
67,1.78,北汽威旺,5.04,13.54,75,东莞,0,1,0,0,120,1,0,1,0,3,2
68,2.6,马自达,19.52,18.77,144,绥化,0,1,1,0,3,1,0,1,0,1,7
69,0.88,长安凯程,5.31,9.96,103,郑州,0,1,0,1,120,1,0,0,0,3,3
70,1.7,五菱汽车,5.3,13.51,113,成都,1,1,0,0,3,1,1,1,0,3,0
71,2.3,启辰,4.99,1.89,73,郑州,0,0,0,0,120,1,0,1,0,3,0
72,2.2,福特,11.92,6.16,119,南京,0,1,1,0,3,0,0,1,0,3,5
73,2.0,雪佛兰,8.75,14.8,91,郑州,0,1,0,0,120,1,0,1,0,1,10
74,2.08,铃木,6.34,11.43,124,阜阳,0,1,0,0,120,1,1,1,0,3,0
75,0.9,宝骏,4.88,6.85,152,贵港,0,1,0,2,3,1,0,0,0,3,0
76,2.88,别克,14.36,9.31,103,株洲,0,1,0,0,120,1,0,1,0,1,13
77,1.5,标致,9.68,9.16,139,南阳,0,1,0,1,120,1,0,0,0,3,1
78,2.28,长安,8.75,6.9,110,株洲,0,1,0,1,120,1,0,0,0,3,1
79,1.28,铃木,6.46,13.68,109,郑州,0,1,0,0,120,1,0,1,0,1,11
80,2.35,江淮,6.93,9.38,91,荆州,0,1,0,2,120,1,1,0,0,3,0
81,1.18,东风风神,7.9,12.63,125,九江,0,1,0,0,120,1,1,1,0,3,3
82,2.98,江淮,12.46,7.47,96,乌鲁木齐,0,1,0,0,120,1,0,1,0,3,0
83,0.36,奇瑞,3.21,10.83,140,郑州,0,1,0,1,120,1,0,0,0,3,1
84,1.58,北京汽车,7.17,9.4,107,东莞,0,1,1,1,120,1,1,0,0,1,7
85,2.0,众泰,7.28,5.76,55,大同,0,0,0,0,3,1,1,1,0,1,12
86,1.5,东风小康,3.12,4.85,53,郑州,0,0,0,0,3,1,0,1,0,3,0
87,1.5,五菱汽车,5.61,9.1,92,株洲,0,1,0,1,120,1,0,0,0,1,8
88,2.3,起亚,10.82,6.56,102,沈阳,0,0,0,0,3,1,0,1,0,3,0
89,2.0,日产,26.03,10.33,168,成都,1,1,1,0,3,1,1,1,0,3,0
90,2.8,五菱汽车,4.46,4.48,59,南阳,0,0,0,0,120,1,0,1,0,3,0
91,1.55,三菱,9.89,8.28,172,太原,1,1,0,1,120,1,1,0,0,3,2
92,2.28,比亚迪,7.6,9.6,89,郑州,0,1,0,0,120,1,0,1,0,3,0
93,2.18,本田,16.04,8.48,173,郑州,1,1,0,0,120,1,0,1,0,1,6
94,2.8,日产,13.01,16.28,131,潜江,0,1,0,0,3,1,0,1,0,1,7
95,1.5,宝骏,4.15,4.67,82,临沂,0,1,0,1,3,1,0,0,0,2,4
96,1.8,奇瑞,4.47,3.24,76,唐山,0,0,0,0,120,1,0,1,0,1,6
97,2.8,克莱斯勒,34.63,15.29,170,武汉,1,1,1,1,3,1,1,0,0,3,0
98,2.58,别克,10.1,7.65,89,郑州,0,0,0,1,120,1,0,0,0,3,3
99,2.0,荣威,10.2,14.48,114,惠州,0,1,1,1,3,1,0,0,0,2,3
100,1.25,别克,12.8,11.99,162,成都,0,1,1,1,3,1,0,0,0,3,0
101,2.5,马自达,19.52,8.88,143,宁波,0,1,1,4,7,1,0,0,0,3,0
102,3.0,丰田,10.36,2.82,138,天津,0,1,1,0,3,1,1,1,0,3,5
103,1.38,雪佛兰,6.76,10.58,105,新余,0,1,0,1,7,1,1,0,0,3,3
104,0.5,奇瑞,6.44,6.45,143,沈阳,0,1,0,1,7,0,0,0,0,1,6
105,3.0,标致,11.04,8.4,84,成都,0,1,0,0,3,0,0,1,0,3,3
106,2.0,名爵,16.04,11.31,130,沈阳,0,1,1,0,7,1,0,1,0,2,5
107,0.88,比亚迪,5.51,6.34,130,东莞,0,1,0,0,7,1,0,1,0,3,0
108,2.5,比亚迪,16.37,14.07,134,沈阳,1,1,0,3,3,0,0,0,0,1,11
109,2.3,雪佛兰,11.36,15.21,115,昆明,0,1,0,1,7,0,0,0,0,1,22
110,0.3,长安凯程,4.11,12.64,156,合肥,0,1,0,0,7,1,0,1,0,3,4
111,2.3,奇瑞,6.66,6.54,65,西安,0,0,0,0,7,0,1,1,0,3,0
112,3.0,大众,12.8,3.46,127,天津,0,1,0,0,7,1,0,1,0,3,1
113,1.85,马自达,10.09,11.81,104,南京,0,1,0,0,7,1,1,1,0,3,0
114,2.7,大众,13.85,6.62,117,南京,0,1,0,0,7,1,0,1,0,3,1
115,3.0,起亚,5.72,3.6,37,贵阳,0,0,0,0,7,0,0,1,0,1,9
116,2.6,雪佛兰,14.86,9.07,101,武汉,0,1,1,0,7,1,0,1,0,2,5
117,1.0,北京汽车,7.17,6.95,110,青岛,0,1,0,1,7,0,0,0,0,1,9
118,2.0,雪铁龙,13.64,16.98,129,昆明,0,1,1,0,7,1,0,1,0,1,8
119,2.5,奇瑞,8.02,9.75,57,绵阳,0,0,1,0,7,1,0,1,0,1,8
120,2.1,江淮,12.07,6.16,91,宁波,0,0,0,0,7,1,0,1,0,3,0
121,1.5,比亚迪,10.21,12.55,93,宁波,0,1,0,0,7,1,0,1,0,3,0
122,2.0,纳智捷,29.09,18.66,118,青岛,0,1,1,1,7,1,1,0,0,3,1
123,0.6,长安,6.35,12.41,118,潍坊,0,1,0,1,7,1,0,0,0,3,0
124,0.8,吉利汽车,7.9,10.76,143,宁波,0,1,0,0,3,1,0,1,0,3,0
125,1.98,东风风行,6.98,17.68,95,佛山,0,1,0,1,7,1,1,0,0,1,6
126,1.6,雪佛兰,11.36,8.34,118,宁波,0,1,0,4,7,1,0,0,0,3,0
127,2.1,斯柯达,14.28,13.82,162,成都,1,1,1,0,3,1,1,1,0,3,0
128,2.8,标致,15.62,6.48,102,南京,0,1,1,0,7,0,0,1,0,3,0
129,2.8,雪佛兰,9.37,12.18,90,沈阳,0,0,0,0,7,1,1,1,0,2,2
130,2.0,日产,14.58,7.17,158,宁波,1,1,1,0,7,1,0,1,0,3,0
131,3.0,江淮,13.4,3.34,57,天津,0,0,1,1,7,0,0,0,0,3,0
132,1.8,别克,27.44,19.24,169,长春,0,1,1,0,3,1,0,1,0,1,10
133,1.9,雪佛兰,14.07,11.93,135,北京,0,1,1,0,7,1,0,1,0,1,9
134,2.0,斯柯达,14.29,9.62,144,宁波,0,1,0,0,7,1,0,1,0,3,0
135,3.0,北汽幻速,6.97,6.89,64,昆明,0,0,0,0,7,0,0,1,0,3,4
136,2.18,丰田,11.39,13.19,167,西安,1,1,1,1,7,1,1,0,0,1,11
137,2.8,五菱汽车,4.88,5.79,53,成都,0,0,0,1,7,1,0,0,0,3,5
138,1.28,大众,11.01,13.97,179,阳江,1,1,1,1,7,1,0,0,0,1,7
139,1.4,东风风行,6.98,20.33,91,北京,0,1,0,0,7,1,1,1,0,1,6
140,2.88,宝骏,5.19,5.03,35,合肥,0,0,1,0,3,1,0,1,0,3,0
141,3.0,福特,15.0,11.45,104,商丘,0,1,1,0,7,1,0,1,0,3,4
142,2.0,别克,17.94,13.5,132,大连,0,1,1,5,7,1,1,0,0,1,9
143,2.48,金杯,6.38,19.47,97,佛山,0,1,0,2,7,1,1,0,0,1,8
144,2.8,本田,20.28,35.16,129,株洲,0,1,0,0,3,1,0,1,0,1,10
145,2.2,吉利汽车,8.32,8.51,79,无锡,0,0,0,0,7,1,0,1,0,3,0
146,1.1,长安跨越,3.9,9.71,78,广州,0,0,0,1,7,1,0,0,0,3,1
147,1.0,现代,9.36,11.19,158,宁波,1,1,0,0,7,1,0,1,0,3,0
148,2.5,吉利汽车,4.99,2.38,62,黔南,0,0,0,0,3,0,0,1,0,3,0
149,2.8,荣威,14.09,9.24,98,上海,0,1,1,1,3,1,0,0,0,3,4
150,2.5,大众,8.96,9.28,115,潍坊,0,1,0,0,3,1,0,1,0,1,8
151,1.5,大众,7.9,8.19,115,南阳,0,1,0,0,3,1,1,1,0,3,0
152,0.65,雪佛兰,8.33,14.7,164,成都,0,1,0,3,3,1,0,0,0,1,6
153,2.4,现代,31.98,11.08,169,北京,1,1,1,0,3,1,0,1,0,3,3
154,1.4,五菱汽车,5.61,10.84,104,黔南,0,1,0,1,3,1,0,0,0,3,0
155,1.6,长安凯程,4.99,9.91,97,重庆,0,1,0,0,15,0,0,1,0,0,8
156,2.99,福特,8.33,4.18,87,芜湖,0,1,0,0,60,1,1,1,0,3,0
157,2.8,现代,8.23,6.5,78,重庆,0,1,0,0,7,0,0,1,0,3,1
158,1.2,东风小康,13.23,13.09,42,广州,0,0,1,0,3,1,1,1,0,3,0
159,2.6,现代,10.41,12.34,113,沈阳,0,1,0,2,3,1,1,0,0,1,13
160,2.38,现代,11.34,14.72,147,东莞,0,1,1,0,60,1,0,1,0,3,3
161,2.0,雪佛兰,14.86,10.43,123,铜陵,0,1,1,1,3,1,0,0,0,1,10
162,1.68,东风风光,6.98,14.24,77,石家庄,0,1,0,1,3,1,0,0,0,3,0
163,1.8,标致,16.92,9.32,145,郑州,0,1,1,0,3,0,0,1,0,1,9
164,2.76,吉利汽车,8.32,9.17,80,郑州,0,0,0,0,3,1,1,1,0,3,0
165,1.5,日产,12.18,4.3,168,南京,0,1,1,0,3,1,0,1,0,3,5
166,1.4,斯柯达,9.17,10.07,144,六安,0,1,0,0,3,1,1,1,0,2,5
167,3.0,大众,11.29,22.67,90,北京,0,1,1,0,3,1,0,1,0,3,0
168,1.5,标致,10.83,30.84,114,合肥,0,1,0,0,3,1,0,1,0,3,0
169,2.1,奔腾,10.09,12.23,91,青岛,0,0,0,0,3,0,0,1,0,1,7
170,2.39,大众,11.43,13.51,144,郑州,0,1,1,1,60,1,0,0,0,1,7
171,3.0,雷诺,30.26,18.68,108,深圳,0,1,1,0,3,1,1,1,0,1,6
172,1.68,北汽昌河,4.88,1.52,52,重庆,0,0,0,0,3,1,0,1,0,3,0
173,2.0,别克,15.92,12.56,130,邵阳,0,1,1,0,3,1,1,1,0,3,0
174,1.58,长安,6.45,5.27,100,郑州,0,0,0,0,60,1,0,1,0,3,0
175,2.58,现代,9.48,10.57,124,沈阳,0,1,1,2,3,1,0,0,0,1,6
176,3.0,荣威,25.94,12.14,65,广州,0,0,1,1,3,1,1,0,0,3,0
177,1.5,雪佛兰,8.53,10.33,112,沈阳,0,1,0,0,3,1,0,1,0,3,2
178,1.0,长安,4.89,7.94,86,青岛,0,0,0,1,3,0,1,0,0,3,2
179,2.1,别克,10.94,10.67,120,沈阳,0,1,1,0,3,1,0,1,0,3,3
180,2.8,福特,11.36,8.4,157,佛山,0,1,1,1,3,1,1,0,0,3,3
181,3.0,别克,18.93,5.07,131,上海,0,1,1,0,3,1,1,1,0,2,2
182,1.9,海马,10.82,6.56,95,重庆,0,0,0,0,7,0,1,1,0,2,5
183,2.68,别克,10.1,7.86,107,芜湖,0,1,0,0,60,1,1,1,0,3,0
184,1.0,众泰,6.25,11.34,158,荆州,0,1,0,3,3,1,0,0,0,1,7
185,1.5,本田,11.14,12.88,150,合肥,0,1,0,0,3,1,1,1,0,3,0
186,1.68,铃木,6.34,13.38,122,郑州,0,1,0,0,60,1,0,1,0,1,11
187,1.8,东风,7.49,10.01,96,惠州,0,1,0,2,3,1,0,0,0,2,2
188,2.98,五菱汽车,4.05,1.73,22,昆明,0,0,1,0,3,0,0,1,0,3,0
189,2.3,长安凯程,4.37,5.5,58,郑州,0,0,0,0,60,1,0,1,0,3,0
190,1.28,名爵,7.27,9.87,124,郑州,0,1,0,1,60,1,0,0,0,1,6
191,2.3,别克,23.53,4.76,173,重庆,1,1,1,0,15,0,1,1,0,1,8
192,1.0,福特,13.87,10.71,142,宁波,0,1,1,1,3,1,0,0,0,3,0
193,1.05,东风小康,3.22,13.61,78,深圳,0,0,0,0,60,1,0,1,0,3,0
194,2.2,雪铁龙,12.18,5.59,119,武汉,0,1,1,2,3,0,0,0,0,1,12
195,3.0,日产,12.18,14.02,138,达州,0,1,1,2,60,0,0,0,0,3,0
196,1.88,雪佛兰,16.16,9.12,148,成都,0,1,1,4,3,0,0,0,0,3,4
197,1.38,东南,6.76,14.55,133,梅州,0,1,0,1,3,1,0,0,0,1,9
198,2.78,众泰,12.3,6.24,69,郑州,0,0,1,1,60,1,0,0,0,2,2
199,2.88,日产,8.63,14.61,97,东莞,0,1,0,0,60,1,0,1,0,2,5
200,1.58,长安,5.1,7.94,86,东莞,0,0,0,0,60,1,0,1,0,3,4
201,1.68,雪铁龙,12.39,14.76,133,郑州,0,1,1,1,60,1,0,0,0,1,7
202,2.8,日产,13.22,14.81,157,东莞,0,1,1,0,60,1,0,1,0,3,2
203,1.98,马自达,23.86,14.01,176,苏州,1,1,1,0,60,1,1,1,0,1,6
204,2.5,本田,16.04,21.93,178,梅州,1,1,0,0,60,1,0,1,0,1,7
205,2.18,纳智捷,6.97,8.29,62,东莞,0,0,0,0,60,1,0,1,0,3,1
206,2.98,三菱,15.61,8.86,123,成都,0,1,1,0,1,0,0,1,0,1,8
207,2.88,日产,13.01,9.21,140,许昌,0,1,0,1,1,1,0,0,0,1,6
208,2.78,大众,14.06,16.67,132,郑州,0,1,1,0,60,1,0,1,0,1,7
209,2.98,标致,11.04,10.25,90,成都,0,1,0,0,1,1,1,1,0,3,0
210,2.68,荣威,10.2,11.46,123,芜湖,0,1,1,1,60,1,1,0,0,3,0
211,0.98,大众,7.8,18.79,155,郑州,0,1,0,1,1,1,0,0,0,3,0
212,2.6,斯巴鲁,27.66,29.68,163,郑州,1,1,1,0,60,1,0,1,0,1,10
213,0.58,比亚迪,9.75,10.63,156,郑州,0,1,0,3,60,1,0,0,0,1,7
214,2.18,宝骏,9.1,18.5,75,郑州,0,0,0,0,1,1,0,1,0,3,2
215,1.3,荣威,9.35,12.04,105,台州,0,1,0,0,1,1,1,1,0,3,0
216,1.28,荣威,9.35,16.5,134,郑州,0,1,0,0,60,1,0,1,0,1,6
217,2.6,名爵,8.73,8.0,95,郑州,0,1,1,0,60,1,0,1,0,3,0
218,0.58,标致,8.63,11.71,165,郑州,1,1,0,1,60,1,0,0,0,1,7
219,1.98,起亚,25.92,11.5,155,郑州,0,1,1,6,1,1,0,0,0,1,10
220,2.26,长城,9.05,7.53,105,东莞,0,1,0,0,60,1,0,1,0,3,1
221,2.18,日产,13.53,11.55,177,昆明,1,1,1,1,60,1,0,0,0,1,12
222,0.7,奇瑞,8.84,16.36,154,郑州,0,1,0,2,60,1,0,0,0,1,9
223,2.6,长安,8.64,8.29,84,南京,0,0,0,0,1,1,1,1,0,3,2
224,1.88,雪铁龙,12.39,7.05,132,郑州,0,1,1,0,60,1,0,1,0,1,8
225,1.5,铃木,8.32,8.51,135,苏州,0,1,0,0,1,1,1,1,0,3,2
226,1.68,长安,6.87,6.01,95,佛山,0,1,1,0,1,0,0,1,0,3,0
227,2.3,吉利汽车,6.04,9.26,85,长治,0,0,0,0,60,0,0,1,0,1,6
228,2.3,马自达,13.35,7.19,153,上海,0,1,1,1,1,1,1,0,0,3,4
229,2.1,现代,10.41,9.67,110,郑州,0,1,0,1,1,1,1,0,0,3,5
230,1.98,雪佛兰,6.92,5.24,100,昆明,0,1,0,0,60,0,0,1,0,1,12
231,1.3,众泰,6.99,8.54,93,郑州,0,0,0,0,60,1,0,1,0,3,0
232,1.98,长城,9.17,12.67,110,东莞,0,1,0,0,60,1,0,1,0,3,2
233,2.88,宝骏,7.8,9.3,83,郑州,0,1,0,0,60,1,0,1,0,2,3
234,2.5,东风风行,6.98,1.95,91,北京,0,0,0,0,1,1,0,1,0,3,0
235,1.5,东风风光,4.37,15.09,71,苏州,0,0,0,0,1,1,1,1,0,3,3
236,1.88,雪佛兰,14.07,16.38,119,湛江,0,1,1,2,1,1,0,0,0,3,0
237,1.75,荣威,9.35,11.28,104,合肥,0,1,0,0,60,1,1,1,0,3,0
238,1.4,起亚,9.36,10.5,146,长治,0,1,0,0,60,1,1,1,0,3,5
239,1.68,五菱汽车,3.21,4.61,56,郑州,0,0,0,0,60,1,0,1,0,3,0
240,2.5,福特,14.64,3.18,144,深圳,0,1,1,0,1,1,1,1,0,3,2
241,2.38,比亚迪,7.29,6.39,74,昭通,0,0,0,1,60,1,0,0,0,1,10
242,1.5,大众,26.36,7.43,166,苏州,0,1,1,0,1,1,1,1,0,2,5
243,1.58,吉利汽车,8.32,12.13,115,东莞,0,1,0,2,60,1,0,0,0,1,7
244,0.88,中华,9.68,18.45,157,昆明,0,1,0,0,60,0,0,1,0,1,12
245,2.6,江淮,12.36,4.69,58,天津,0,0,1,4,1,1,1,0,0,2,2
246,1.78,奔腾,11.24,8.33,111,枣庄,0,1,1,0,1,1,0,1,0,3,5
247,2.88,斯柯达,13.44,8.25,92,上海,0,0,0,0,1,1,0,1,0,3,0
248,1.88,日产,14.16,18.71,154,广州,0,1,0,0,1,1,0,1,0,3,0
249,2.65,福特,23.86,14.21,173,广州,1,1,1,1,1,1,0,0,0,3,0
250,2.1,马自达,19.52,17.43,161,上海,1,1,1,0,1,1,0,1,0,1,8
251,2.8,比亚迪,9.76,4.17,110,沈阳,0,1,0,1,1,1,1,0,0,3,3
252,2.8,吉利汽车,8.32,2.45,68,苏州,0,0,0,0,1,1,0,1,0,3,1
253,2.5,现代,19.95,10.29,153,北京,0,1,1,0,1,1,0,1,0,1,9
254,2.45,丰田,10.2,2.73,122,深圳,0,1,0,1,1,1,0,0,0,3,0
255,2.0,大众,15.1,15.41,164,北京,0,1,1,0,3,1,0,1,0,1,10
256,3.0,日产,8.95,9.46,115,沈阳,0,1,0,0,3,1,0,1,0,3,0
257,2.95,海马,7.9,6.06,58,商丘,0,0,0,0,3,1,0,1,0,3,1
258,0.6,海马,6.97,22.22,161,潍坊,1,1,0,1,3,0,0,0,0,1,12
259,1.7,本田,11.14,21.46,134,南京,0,1,0,0,3,0,0,1,0,1,23
260,1.5,华泰,19.19,13.06,149,松原,1,1,1,2,3,0,1,0,0,3,1
261,3.0,北京汽车,8.01,9.51,62,北京,0,0,0,0,3,1,0,1,0,3,0
262,1.88,荣威,16.26,7.24,114,厦门,0,1,1,0,3,1,1,1,0,3,3
263,2.5,比亚迪,9.76,10.02,101,成都,0,1,0,1,3,1,0,0,0,3,0
264,1.2,吉利汽车,8.32,5.81,123,武汉,0,1,0,0,3,1,0,1,0,3,0
265,2.65,雪佛兰,14.86,15.78,103,深圳,0,1,1,0,1,1,0,1,0,3,0
266,1.38,五菱汽车,5.3,11.12,121,泰州,0,1,0,0,1,1,0,1,0,3,0
267,1.68,吉利汽车,9.75,8.57,103,南宁,0,1,1,0,3,1,0,1,0,1,8
268,2.2,别克,12.29,8.3,121,阜阳,0,1,1,2,1,1,0,0,0,3,3
269,2.65,大众,20.82,13.22,157,北京,0,1,1,1,3,1,0,0,0,1,6
270,2.5,丰田,15.17,11.2,143,成都,0,1,0,1,3,1,0,0,0,3,0
271,2.7,大众,8.85,8.33,86,青岛,0,0,0,2,3,0,0,0,0,1,6
272,1.8,长城,7.08,10.31,112,沈阳,0,1,0,1,3,1,0,0,0,3,3
273,2.7,日产,13.22,11.93,158,绍兴,0,1,1,0,1,1,0,1,0,3,3
274,2.9,五菱汽车,3.42,0.44,23,贵阳,0,0,1,0,1,0,0,1,0,0,0
275,1.65,长安,5.1,5.7,95,佛山,0,1,0,1,3,1,1,0,0,1,13
276,2.98,福特,23.64,14.37,135,上海,0,1,1,1,1,0,0,0,0,3,3
277,1.6,雪铁龙,7.7,5.52,124,北京,0,1,0,2,1,1,1,0,0,3,0
278,1.6,现代,11.34,8.15,150,临沂,0,1,1,0,3,1,1,1,0,3,4
279,2.18,别克,10.42,9.01,114,济南,0,1,0,1,3,0,0,0,0,1,9
280,3.0,丰田,24.94,24.89,180,沈阳,1,1,1,0,3,1,0,1,0,1,10
281,2.5,东南,8.12,3.67,58,揭阳,0,0,0,2,3,1,0,0,0,1,6
282,1.48,荣威,15.07,4.18,132,湛江,0,1,1,1,1,1,1,0,0,1,13
283,1.2,标致,11.03,11.84,145,上海,0,1,1,0,3,1,0,1,0,3,4
284,2.4,日产,8.95,19.8,140,松原,0,1,0,3,3,0,1,0,0,1,6
285,2.28,陆风,6.97,11.22,50,上海,0,0,0,0,1,1,0,1,0,3,0
286,1.5,长安,6.87,11.77,93,连云港,0,1,0,0,3,0,0,1,0,3,3
287,2.58,哈弗,12.07,11.01,91,东莞,0,1,0,1,3,1,0,0,0,3,0
288,2.98,吉利汽车,8.32,7.98,71,梧州,0,0,0,0,3,1,0,1,0,3,0
289,0.8,大众,11.05,10.66,167,宁波,0,1,0,1,1,1,0,0,0,0,0
290,2.8,比亚迪,7.29,5.0,73,南阳,0,0,0,0,3,0,0,1,0,3,0
291,3.0,斯柯达,20.83,7.05,130,上海,0,1,1,0,3,1,1,1,0,3,2
292,1.68,荣威,10.5,8.2,105,西安,0,1,0,0,3,1,1,1,0,3,4
293,1.8,本田,18.21,14.45,165,沈阳,1,1,0,2,3,1,0,0,0,1,10
294,0.66,别克,13.33,5.4,177,苏州,1,1,1,0,1,1,0,1,0,1,6
295,1.7,铃木,11.34,11.2,154,成都,0,1,0,1,3,1,0,0,0,3,0
296,0.6,东风风行,6.98,9.84,128,郑州,0,1,0,0,3,1,0,1,0,3,4
297,2.8,名爵,15.06,10.45,102,石家庄,0,1,1,0,3,1,0,1,0,1,12
298,2.0,大众,12.39,14.95,132,北京,0,1,0,0,3,1,0,1,0,1,9
