,汽车品牌,二手车价格,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
18504,凯迪拉克,23.0,45.58,4.75,42,惠州,0,0,1,0,30,1,0,1,0,3,4
18505,奔驰,24.5,36.16,4.75,32,深圳,0,0,1,0,30,0,0,1,0,3,3
18506,奥迪,24.0,89.88,13.0,89,商丘,0,1,1,0,30,1,0,1,0,2,1
18507,奔驰,23.0,151.75,17.12,126,成都,0,1,1,0,120,1,0,1,0,3,0
18508,路虎,23.3,42.85,3.59,35,石家庄,0,0,1,1,30,1,1,0,0,3,0
18509,凯迪拉克,24.0,41.24,3.07,39,青岛,0,0,1,0,30,1,0,1,0,3,0
18510,奔驰,25.0,100.95,21.68,123,深圳,0,1,1,2,30,1,1,0,0,3,0
18511,福特,23.0,44.05,4.8,51,临沂,0,0,1,4,120,1,0,0,0,3,0
18512,凯迪拉克,24.0,51.01,2.67,43,潍坊,0,0,1,0,120,1,0,1,0,3,0
18513,宝马,24.0,31.9,4.0,25,肇庆,0,0,1,0,30,1,0,1,0,3,0
18514,丰田,25.0,32.0,1.41,60,北京,0,0,1,0,60,0,0,1,0,3,2
18515,本田,24.5,31.78,2.64,36,惠州,0,0,1,0,30,0,0,1,0,3,0
18516,奥迪,23.0,47.63,14.52,65,武汉,0,0,1,0,30,1,1,1,0,3,3
18517,日产,24.2,50.8,11.84,82,北京,0,0,1,1,30,1,1,0,0,3,2
18518,丰田,24.0,32.0,9.02,70,廊坊,0,0,1,0,120,1,0,1,0,2,3
18519,凯迪拉克,24.0,43.39,6.64,38,沈阳,0,0,1,0,30,1,0,1,0,2,1
18520,凯迪拉克,24.0,46.64,5.12,29,南宁,0,0,1,0,30,1,0,1,0,2,3
18521,奥迪,23.8,46.68,9.77,63,西宁,0,0,1,4,120,1,0,0,0,3,0
18522,别克,25.0,43.41,4.61,64,临沂,0,0,1,1,30,1,0,0,0,3,5
18523,奥迪,23.5,40.14,8.38,57,北京,0,0,1,0,30,1,1,1,0,3,2
18524,特斯拉,24.0,27.81,3.24,16,武汉,0,0,1,0,30,1,0,1,0,3,0
18525,丰田,24.0,35.91,5.56,59,深圳,0,0,1,0,30,1,1,1,0,3,2
18526,奔驰,24.0,28.66,0.11,36,宁波,0,0,1,0,60,1,1,1,1,3,0
18527,奔驰,23.0,50.8,9.76,73,南阳,0,0,1,0,120,1,0,1,0,3,0
18528,理想汽车,25.0,34.2,7.87,17,东莞,0,0,1,0,30,1,0,1,0,3,0
18529,丰田,25.0,30.91,6.43,58,珠海,0,0,1,0,120,1,0,1,0,3,4
18530,宝马,25.0,39.06,6.84,43,佛山,0,0,1,0,30,0,0,1,0,2,4
18531,奥迪,23.58,34.6,3.45,25,哈尔滨,0,0,1,1,120,0,0,0,0,3,0
18532,奔驰,25.0,64.91,12.33,71,郑州,0,0,1,0,30,1,0,1,0,2,4
18533,奥迪,25.0,40.14,4.08,42,沈阳,0,0,1,0,30,1,0,1,0,1,6
18534,三菱,23.38,46.65,6.69,71,沈阳,0,0,1,3,30,0,0,0,0,2,5
18535,奥迪,25.0,108.66,14.65,105,北京,0,1,1,1,30,1,0,0,0,1,6
18536,宝马,24.0,62.59,9.94,84,南京,0,1,1,0,120,1,1,1,0,3,0
18537,奔驰,23.5,41.55,8.09,72,青岛,0,0,1,0,30,0,0,1,0,3,1
18538,奔驰,25.0,41.55,8.14,66,北京,0,0,1,0,30,0,0,1,0,2,2
18539,别克,24.3,35.81,11.71,55,安阳,0,0,1,1,30,1,0,0,0,3,2
18540,本田,23.0,31.78,7.21,60,承德,0,0,1,0,30,1,1,1,0,3,0
18541,奔驰,23.2,32.41,2.52,31,成都,0,0,1,0,30,1,0,1,0,3,1
18542,宝马,24.88,45.7,6.05,62,合肥,0,0,1,0,30,1,1,1,0,3,0
18543,宝马,24.0,89.88,9.16,101,郑州,0,1,1,0,30,1,0,1,0,1,6
18544,别克,24.0,31.47,6.09,57,廊坊,0,0,1,0,60,0,0,1,0,2,3
18545,宝马,23.0,36.88,3.67,42,泰安,0,0,1,0,30,1,0,1,0,3,0
18546,奔驰,24.28,38.4,3.28,57,娄底,0,0,1,1,30,1,0,0,0,3,1
18547,奥迪,23.0,46.41,5.08,49,扬州,0,0,1,0,30,1,0,1,0,3,4
18548,丰田,23.0,28.09,2.73,33,昆明,0,0,1,0,30,0,0,1,0,3,3
18549,奔驰,25.0,36.16,3.49,30,广州,0,0,1,0,30,0,0,1,0,3,5
18550,奔驰,24.0,38.4,8.06,67,石家庄,0,0,1,0,30,1,1,1,0,3,0
18551,MINI,23.0,40.15,5.87,110,成都,0,0,1,0,30,1,1,1,0,3,0
18552,雷克萨斯,25.0,77.83,13.85,109,珠海,0,1,1,1,30,1,0,0,0,3,0
18553,雷克萨斯,24.0,30.28,6.8,41,徐州,0,0,1,0,30,1,0,1,0,3,0
18554,三菱,24.0,41.23,6.16,46,天津,0,0,1,0,30,1,1,1,0,3,0
18555,凯迪拉克,23.68,37.96,6.41,34,成都,0,0,1,0,15,1,0,1,0,3,0
18556,宝马,23.0,47.28,7.28,70,临沂,0,0,1,2,15,1,0,0,0,3,1
18557,别克,24.0,40.15,7.67,41,东莞,0,0,1,0,30,1,0,1,0,2,1
18558,奥迪,24.3,37.32,2.93,19,东莞,0,0,1,0,15,1,0,1,0,3,0
18559,林肯,24.8,44.7,5.02,39,济南,0,0,1,0,15,0,0,1,0,3,2
18560,大众,23.0,47.64,9.96,53,昆明,0,0,1,0,15,0,0,1,0,1,9
18561,比亚迪,24.8,31.46,1.74,120,唐山,0,0,1,0,15,1,1,1,1,3,0
18562,MINI,24.0,36.67,3.83,36,北京,0,0,1,0,15,1,0,1,0,3,0
18563,丰田,23.6,30.91,8.32,62,东莞,0,0,1,0,15,0,1,1,0,3,0
18564,MINI,24.0,28.24,1.12,16,新乡,0,0,1,0,15,0,0,1,0,3,0
18565,奔驰,23.0,32.41,6.55,29,沈阳,0,0,1,0,15,1,0,1,0,3,2
18566,凯迪拉克,23.0,42.32,5.92,37,佛山,0,0,1,0,15,0,0,1,0,3,0
18567,大众,23.0,39.07,6.91,31,沈阳,0,0,1,0,30,1,0,1,0,3,0
18568,特斯拉,23.0,30.43,0.93,14,天津,0,0,1,0,15,1,0,1,0,3,1
18569,奔驰,23.38,38.08,5.77,45,北京,0,0,1,0,30,1,1,1,0,2,1
18570,奥迪,24.8,37.32,1.12,19,贵阳,0,0,1,0,30,0,0,1,0,3,0
18571,本田,23.0,31.78,8.44,51,北京,0,0,1,0,15,1,0,1,0,3,4
18572,凯迪拉克,25.0,40.46,1.76,132,杭州,0,0,1,0,60,1,0,1,1,2,5
18573,奔驰,23.0,48.09,23.33,77,沈阳,0,1,1,1,15,0,0,0,0,2,3
18574,本田,23.5,31.78,6.21,41,西宁,0,0,1,1,15,0,0,0,0,3,0
18575,奥迪,24.0,47.63,8.77,62,西安,0,0,1,1,15,1,0,0,0,2,3
18576,本田,23.99,29.94,2.19,13,上海,0,0,1,0,15,1,0,1,0,3,0
18577,本田,23.0,32.54,3.59,38,广州,0,0,1,0,15,1,0,1,0,2,2
18578,奔驰,23.5,33.3,2.54,45,北京,0,0,1,0,15,0,0,1,0,2,2
18579,奔驰,25.0,36.58,1.67,35,武汉,0,0,1,0,15,0,0,1,0,2,1
18580,特斯拉,24.5,26.25,0.51,72,武汉,0,0,1,0,60,1,1,1,1,3,0
18581,大众,25.0,33.2,0.96,19,济宁,0,0,1,1,15,1,0,0,0,3,0
18582,奥迪,24.0,36.45,2.43,33,长春,0,0,1,0,15,1,0,1,0,3,1
18583,丰田,23.5,32.33,8.46,59,天津,0,0,1,1,60,1,1,0,0,3,3
18584,奔驰,25.0,48.3,12.57,57,驻马店,0,0,1,1,15,1,0,0,0,3,0
18585,别克,24.98,43.41,7.2,63,北京,0,0,1,2,15,1,0,0,0,3,0
18586,本田,25.0,29.94,8.19,50,五指山,0,0,1,0,15,1,0,1,0,3,2
18587,奔驰,24.5,50.8,6.73,72,天津,0,0,1,1,60,1,1,0,0,3,0
18588,奥迪,25.0,101.06,9.92,115,广州,0,1,1,1,60,1,0,0,0,1,7
18589,丰田,23.38,28.09,2.27,20,宜宾,0,0,1,0,60,1,1,1,0,3,1
18590,奔驰,23.3,42.98,8.93,75,黔南,0,0,1,0,15,0,0,1,0,2,3
18591,路虎,25.0,45.35,3.1,27,无锡,0,0,1,0,30,1,0,1,0,3,0
18592,奔驰,25.0,86.73,16.94,106,梧州,0,1,1,0,60,1,0,1,0,3,0
18593,宝马,23.98,48.5,5.48,46,南通,0,0,1,0,30,1,0,1,0,2,2
18594,奥迪,24.98,46.41,5.59,59,西安,0,0,1,0,15,1,1,1,0,3,5
18595,宝马,24.0,103.34,7.81,110,成都,0,1,1,0,15,1,1,1,0,3,0
18596,本田,24.0,31.78,10.1,49,沈阳,0,0,1,0,60,1,1,1,0,3,0
18597,福特,24.8,43.07,4.95,49,西宁,0,0,1,0,60,1,0,1,0,3,0
18598,宝马,23.98,47.28,10.3,64,西安,0,0,1,0,15,1,0,1,0,2,5
18599,奥迪,25.0,39.38,4.78,33,昆明,0,0,1,1,15,0,0,0,0,3,4
18600,奔驰,23.0,32.93,4.04,34,中山,0,0,1,0,60,1,0,1,0,3,3
18601,丰田,23.5,31.46,3.03,25,福州,0,0,1,0,15,0,0,1,0,3,2
18602,英菲尼迪,24.0,52.08,7.36,65,抚州,0,0,1,1,30,1,1,0,0,3,0
18603,别克,25.0,43.41,7.03,64,北京,0,0,1,2,60,1,0,0,0,3,0
18604,凯迪拉克,23.0,41.24,2.05,38,武汉,0,0,1,0,60,1,0,1,0,3,0
18605,奥迪,25.0,43.72,5.7,47,大庆,0,0,1,0,60,0,0,1,0,3,0
18606,特斯拉,25.0,76.22,17.52,55,广州,0,0,1,1,60,1,1,0,0,3,0
18607,大众,25.0,43.3,4.09,46,郑州,0,0,1,1,60,1,1,0,0,2,1
18608,大众,23.3,34.83,3.36,18,德阳,0,0,1,0,60,1,1,1,0,3,0
18609,福特,24.0,63.83,14.25,106,济宁,0,1,1,1,60,1,0,0,0,3,4
18610,宝马,23.0,47.28,8.06,87,深圳,0,1,1,1,60,1,0,0,0,3,0
18611,凯迪拉克,24.7,59.69,1.95,53,郑州,0,0,1,1,60,1,0,0,0,3,0
18612,福特,24.56,29.29,0.36,108,石家庄,0,0,1,0,60,1,0,1,1,3,0
18613,福特,23.5,43.07,5.06,53,郑州,0,0,1,1,60,1,1,0,0,1,6
18614,奥迪,24.0,51.99,5.68,75,德阳,0,0,1,0,60,1,1,1,0,2,3
18615,宝马,25.0,103.77,16.13,87,广州,0,0,1,1,60,1,0,0,0,1,9
18616,大众,25.0,33.64,4.8,23,武汉,0,0,1,1,60,0,0,0,0,2,3
18617,沃尔沃,23.0,43.73,6.54,45,北京,0,0,1,0,60,1,0,1,0,3,0
18618,奔驰,24.5,42.2,6.8,47,成都,0,0,1,0,60,1,0,1,0,3,0
18619,奥迪,25.0,42.09,4.85,20,南阳,0,0,1,1,60,0,1,0,0,1,8
18620,捷豹,23.8,35.47,0.67,60,苏州,0,0,1,0,60,0,1,1,1,3,0
18621,福特,24.0,44.81,3.32,41,昆明,0,0,1,0,60,1,1,1,0,3,0
18622,英菲尼迪,24.8,38.08,1.13,24,大连,0,0,1,0,60,1,0,1,0,3,1
18623,英菲尼迪,23.0,41.23,7.67,48,北京,0,0,1,0,60,1,0,1,0,1,6
18624,宝马,23.0,50.65,7.92,85,北京,0,0,1,0,60,1,0,1,0,3,2
18625,沃尔沃,23.5,36.45,0.84,13,武汉,0,0,1,0,60,1,1,1,1,3,0
18626,丰田,24.0,32.54,4.12,35,南京,0,0,1,0,60,1,0,1,0,2,3
18627,丰田,24.88,33.3,13.16,48,合肥,0,0,1,0,60,1,0,1,0,3,2
18628,雷克萨斯,23.0,55.14,7.33,88,大同,0,0,1,1,60,1,0,0,0,2,2
18629,别克,24.3,28.1,3.58,21,北京,0,0,1,1,60,0,0,0,0,3,1
18630,奥迪,25.0,48.3,7.79,55,成都,0,0,1,1,60,0,0,0,0,1,16
18631,宝马,24.88,59.77,9.91,66,佛山,0,0,1,1,60,0,0,0,0,3,0
18632,奥迪,25.0,148.17,17.18,95,合肥,0,1,1,0,60,1,0,1,0,3,2
18633,宝马,23.0,49.89,10.25,109,广州,0,1,1,0,60,1,0,1,0,3,0
18634,宝马,25.0,54.23,5.07,67,昆明,0,0,1,1,60,0,0,0,0,1,8
18635,丰田,23.0,32.0,16.21,63,成都,0,0,1,0,60,1,1,1,0,3,4
18636,别克,23.8,30.38,3.81,24,仙桃,0,0,1,0,60,1,1,1,0,3,0
18637,斯巴鲁,23.0,29.72,3.75,60,广州,0,0,0,0,60,1,0,1,0,3,0
18638,英菲尼迪,23.98,40.36,5.7,30,成都,0,0,1,1,60,0,0,0,0,3,2
18639,凯迪拉克,24.2,37.96,4.91,29,北京,0,0,1,0,60,1,1,1,0,3,0
18640,沃尔沃,23.88,47.75,4.96,40,苏州,0,0,1,0,60,1,1,1,0,3,0
18641,宝马,23.5,49.06,2.72,56,合肥,0,0,1,0,60,1,0,1,0,3,2
18642,宝马,23.0,54.23,7.73,83,南阳,0,0,1,1,60,1,1,0,0,1,6
18643,林肯,25.0,60.76,4.49,58,青岛,0,0,1,0,60,0,0,1,0,3,0
18644,本田,23.18,31.78,6.26,53,茂名,0,0,1,0,60,1,1,1,0,3,0
18645,宝马,25.0,132.81,12.92,106,北京,0,0,1,3,60,1,0,0,0,1,12
18646,宝马,23.5,49.61,7.46,73,武汉,0,0,1,0,60,1,0,1,0,3,0
18647,奥迪,25.0,45.08,13.45,70,北京,0,0,1,0,60,1,0,1,0,2,2
18648,奔驰,23.18,38.08,1.52,46,佛山,0,0,1,0,60,0,0,1,0,3,1
18649,奔驰,24.8,64.91,16.37,76,潍坊,0,0,1,1,60,0,0,0,0,1,6
18650,宝马,25.0,74.75,11.06,92,成都,0,1,1,0,60,0,0,1,0,1,13
18651,沃尔沃,25.0,40.15,7.05,47,沈阳,0,0,1,0,60,1,0,1,0,3,0
18652,宝马,23.5,36.88,2.53,37,太原,0,0,1,0,60,1,0,1,0,3,0
18653,大众,24.5,78.15,13.4,98,广州,0,1,1,1,60,1,1,0,0,3,0
18654,本田,23.0,35.8,4.29,48,北京,0,0,1,0,60,1,0,1,0,3,3
18655,雷克萨斯,23.5,30.28,6.75,57,哈尔滨,0,1,1,0,60,1,0,1,0,3,0
18656,丰田,24.98,33.3,7.26,48,桂林,0,0,1,0,60,1,0,1,0,2,5
18657,雷克萨斯,24.88,35.28,6.17,72,桂林,0,0,1,1,120,1,1,0,0,3,1
18658,宝马,23.0,36.88,3.43,43,廊坊,0,0,1,1,120,1,1,0,0,3,0
18659,大众,23.0,40.04,6.73,51,喀什,0,0,1,0,120,1,0,1,0,3,0
18660,丰田,23.8,32.33,7.8,61,广州,0,0,1,0,60,1,0,1,0,3,0
18661,奔驰,23.5,34.08,6.08,26,西安,0,0,1,0,60,1,0,1,0,3,0
18662,宝马,24.0,47.28,14.42,65,重庆,0,0,1,0,60,0,0,1,0,1,6
18663,比亚迪,25.0,29.67,0.61,84,上海,0,0,1,0,60,1,0,1,1,3,0
18664,宝马,23.5,61.5,11.54,96,青岛,0,1,1,0,120,0,0,1,0,2,2
18665,路虎,23.0,42.85,3.08,35,珠海,0,0,1,1,120,1,0,0,0,3,0
18666,奔驰,23.5,52.65,9.98,80,乌鲁木齐,0,0,1,0,120,1,0,1,0,3,2
18667,丰田,24.28,32.54,9.23,45,东莞,0,0,1,0,60,0,0,1,0,3,0
18668,福特,25.0,43.07,6.35,65,漳州,0,0,1,3,120,0,0,0,0,2,5
18669,宝马,25.0,54.23,8.57,67,杭州,0,0,1,0,60,0,0,1,0,3,0
18670,福特,24.8,43.07,2.3,47,许昌,0,0,1,1,120,1,0,0,0,3,0
18671,奥迪,23.0,36.45,5.08,29,合肥,0,0,1,0,60,0,0,1,0,3,5
18672,奥迪,24.0,36.45,1.98,17,临沂,0,0,1,0,120,1,0,1,0,3,0
18673,宝马,23.0,67.26,12.95,96,株洲,0,1,1,1,120,1,0,0,0,3,2
18674,本田,25.0,29.94,1.39,18,衡阳,0,0,1,0,120,1,0,1,0,3,2
18675,哈弗,24.0,27.12,1.21,12,北京,0,0,1,0,60,1,1,1,1,3,0
18676,宝马,25.0,54.23,7.12,91,南充,0,1,1,0,120,1,0,1,0,3,5
18677,丰田,23.5,31.46,5.52,44,东莞,0,0,1,1,120,1,0,0,0,3,0
18678,大众,24.0,40.04,3.77,47,青岛,0,0,1,0,120,0,1,1,0,3,0
18679,雷克萨斯,25.0,77.83,16.09,125,上海,0,1,1,0,60,1,1,1,0,3,0
18680,宝马,24.5,50.65,8.19,97,福州,0,1,1,0,120,1,0,1,0,3,0
18681,宝马,23.5,128.95,17.3,119,南宁,0,1,1,1,120,1,0,0,0,3,0
18682,特斯拉,23.0,27.81,1.0,15,淮安,0,0,1,0,120,1,0,1,0,3,0
18683,宝马,23.0,54.23,10.36,79,芜湖,0,0,1,1,120,1,0,0,0,1,7
18684,宝马,23.0,34.39,1.89,41,宣城,0,0,1,0,120,1,0,1,0,3,0
18685,奥迪,25.0,36.45,2.03,37,合肥,0,0,1,0,120,1,0,1,0,3,0
18686,特斯拉,23.5,45.87,3.74,36,菏泽,0,0,1,1,120,1,0,0,0,3,0
18687,本田,25.0,31.78,4.92,44,廊坊,0,0,1,0,120,1,0,1,0,3,0
18688,本田,23.0,31.78,7.94,59,哈尔滨,0,0,1,0,120,0,0,1,0,3,0
18689,奔驰,23.6,32.41,1.47,39,合肥,0,0,1,0,60,1,0,1,0,3,5
18690,奔驰,25.0,50.8,7.69,89,潍坊,0,0,1,1,120,1,0,0,0,3,1
18691,林肯,23.0,30.37,0.74,19,张家口,0,0,1,0,60,1,0,1,0,3,0
18692,奥迪,23.0,45.08,8.95,76,枣庄,0,0,1,2,120,1,0,0,0,3,4
18693,奥迪,23.8,46.41,5.79,48,眉山,0,0,1,0,120,1,1,1,0,3,0
18694,奔驰,24.2,50.8,4.46,81,石家庄,0,0,1,1,120,0,0,0,0,3,3
18695,奥迪,23.0,43.72,10.92,48,郑州,0,0,1,1,60,1,0,0,0,1,12
18696,宝马,23.5,50.65,9.73,77,嘉兴,0,0,1,0,120,1,0,1,0,3,3
18697,奥迪,23.5,36.45,5.32,35,中山,0,0,1,0,120,1,0,1,0,3,0
18698,奥迪,23.8,36.45,6.54,36,廊坊,0,0,1,0,60,1,0,1,0,3,2
18699,宝马,23.3,45.7,6.12,54,阜阳,0,0,1,0,120,1,0,1,0,3,1
18700,奔驰,23.5,33.95,4.64,46,武汉,0,0,1,0,60,0,0,1,0,3,2
18701,奔驰,24.38,38.4,2.98,53,珠海,0,0,1,0,60,1,1,1,0,3,1
18702,宝马,23.0,59.77,10.54,74,郑州,0,0,1,1,60,0,0,0,0,3,2
18703,别克,23.0,27.45,1.81,36,济南,0,0,1,1,120,1,1,0,0,3,0
18704,凯迪拉克,24.98,53.18,5.92,46,琼海,0,0,1,0,120,1,0,1,0,3,0
18705,雷克萨斯,25.0,38.86,7.81,55,阜阳,0,0,1,0,120,1,1,1,0,3,0
18706,大众,25.0,147.62,9.08,127,襄阳,0,1,1,1,120,1,0,0,0,3,1
18707,宝马,25.0,59.77,3.23,92,马鞍山,0,0,1,0,120,1,0,1,0,3,0
18708,英菲尼迪,23.0,40.36,2.42,24,广州,0,0,1,0,30,1,1,1,0,3,0
18709,奔驰,24.6,50.8,7.58,83,成都,0,0,1,1,30,1,0,0,0,3,0
18710,奔驰,23.0,33.97,4.22,52,广州,0,0,1,0,120,1,1,1,0,3,3
18711,本田,24.5,31.78,12.08,63,防城港,0,0,1,1,120,1,0,0,0,3,0
18712,宝马,24.8,50.65,6.7,67,昆明,0,0,1,2,30,1,1,0,0,3,0
18713,大众,23.5,37.98,10.92,33,湖州,0,0,1,0,30,0,0,1,0,3,0
18714,沃尔沃,24.5,42.43,7.06,31,西安,0,0,1,0,30,1,1,1,0,3,0
18715,宝马,23.0,45.7,10.52,63,乌鲁木齐,0,0,1,0,120,1,1,1,0,3,0
18716,本田,24.0,30.37,4.32,45,廊坊,0,0,1,0,120,1,0,1,0,3,2
18717,奥迪,25.0,43.4,10.62,53,广州,0,0,1,0,30,1,1,1,0,3,3
18718,奔驰,24.0,38.4,1.17,46,珠海,0,0,1,0,120,1,0,1,0,3,0
18719,奔驰,24.0,36.16,4.18,35,南京,0,0,1,0,30,1,0,1,0,3,1
18720,宝马,23.0,60.68,8.16,76,佛山,0,0,1,1,30,1,1,0,0,2,2
18721,奔驰,24.0,46.57,12.51,85,邢台,0,0,1,0,120,1,0,1,0,3,2
18722,宝马,23.0,39.06,7.99,41,淮北,0,0,1,2,30,1,0,0,0,2,3
18723,奥迪,25.0,97.37,7.71,85,玉林,0,0,1,1,30,1,0,0,0,3,0
18724,奥迪,24.0,40.14,3.35,53,广州,0,0,1,0,30,1,0,1,0,3,2
18725,沃尔沃,25.0,42.43,3.66,23,宁波,0,0,1,0,30,0,0,1,0,3,0
18726,宝马,23.0,235.33,20.19,136,临沂,0,1,1,3,120,1,0,0,0,3,3
18727,捷豹,25.0,41.31,3.05,24,承德,0,0,1,0,120,1,0,1,0,3,0
18728,奔驰,24.0,36.16,3.85,35,宁波,0,0,1,0,30,0,0,1,0,3,0
18729,宝马,23.0,43.2,3.74,65,赣州,0,0,1,0,120,1,1,1,0,3,0
18730,宝马,24.3,54.49,6.17,77,银川,0,0,1,0,120,1,1,1,0,3,0
18731,本田,24.3,31.78,10.36,53,南阳,0,0,1,2,120,1,1,0,0,3,1
18732,宝马,23.8,87.81,10.17,121,汕头,0,1,1,3,120,0,0,0,0,1,12
18733,宝马,25.0,54.23,7.03,70,宁波,0,0,1,0,30,1,0,1,0,3,2
18734,MINI,25.0,31.46,1.91,44,呼和浩特,0,0,1,0,120,1,0,1,0,3,0
18735,宝马,23.68,43.2,6.69,52,佛山,0,0,1,0,120,1,0,1,0,3,0
18736,大众,24.8,39.07,9.82,36,资阳,0,0,1,0,30,1,0,1,0,3,3
18737,本田,24.0,30.37,1.56,34,北京,0,0,1,0,120,1,0,1,0,3,0
18738,奔驰,23.0,112.67,28.22,114,郑州,0,1,1,1,120,1,0,0,0,3,4
18739,捷豹,23.8,55.14,3.65,48,广州,0,0,1,0,30,1,0,1,0,1,9
18740,奔驰,25.0,32.93,0.4,22,深圳,0,0,1,0,30,1,0,1,0,3,0
18741,丰田,23.2,35.91,12.87,78,青岛,0,0,1,0,120,0,0,1,0,3,3
18742,大众,25.0,40.04,6.27,44,遵义,0,0,1,0,120,1,0,1,0,2,3
18743,丰田,25.0,28.09,6.72,46,唐山,0,0,1,0,120,1,1,1,0,3,0
18744,英菲尼迪,25.0,39.38,7.84,32,商丘,0,0,1,0,120,1,0,1,0,3,1
18745,奥迪,24.0,36.45,5.43,34,北京,0,0,1,0,30,0,0,1,0,3,0
18746,奥迪,25.0,45.08,9.42,73,北京,0,0,1,0,120,1,0,1,0,3,0
18747,奔驰,24.0,38.4,6.08,47,南宁,0,0,1,2,30,1,0,0,0,3,4
18748,奥迪,23.88,48.81,9.38,85,临沂,0,0,1,1,120,1,0,0,0,3,0
18749,小鹏,23.1,29.29,0.93,96,广州,0,0,1,0,30,1,0,1,1,3,0
18750,本田,23.9,31.78,4.97,36,赣州,0,0,1,0,120,1,1,1,0,3,0
18751,宝马,23.3,45.7,4.62,65,郑州,0,0,1,0,120,1,1,1,0,3,1
18752,丰田,23.0,31.46,2.35,32,嘉兴,0,0,1,0,120,1,1,1,0,3,0
18753,红旗,23.5,35.8,1.46,96,苏州,0,0,1,0,30,1,1,1,1,2,4
18754,大众,23.0,35.92,2.49,38,福州,0,0,1,0,30,1,0,1,0,3,0
18755,福特,25.0,51.0,4.54,53,北京,0,0,1,0,60,1,0,1,0,3,0
18756,凯迪拉克,23.68,33.62,2.58,24,成都,0,0,1,0,30,1,0,1,0,3,1
18757,奔驰,24.0,36.58,6.04,39,哈尔滨,0,0,1,0,30,1,0,1,0,1,8
18758,宝马,24.5,54.23,15.73,60,沈阳,0,0,1,0,30,1,0,1,0,3,4
18759,特斯拉,24.1,45.87,3.71,39,西安,0,0,1,0,30,0,1,1,0,3,0
18760,宝马,25.0,29.29,0.49,24,揭阳,0,0,1,0,30,1,0,1,1,3,0
18761,奔驰,24.0,62.74,9.88,71,佛山,0,0,1,0,30,1,1,1,0,3,1
18762,奔驰,23.58,83.36,10.02,87,南宁,0,1,1,0,30,0,0,1,0,1,8
18763,大众,24.0,29.18,0.7,96,扬州,0,0,1,2,30,1,0,0,1,3,0
18764,奔驰,23.5,32.93,2.16,26,亳州,0,0,1,0,30,1,0,1,0,3,4
18765,宝马,23.5,76.31,13.37,88,南京,0,0,1,0,30,1,0,1,0,3,3
18766,宝马,23.0,54.23,11.76,70,佛山,0,0,1,1,30,1,0,0,0,3,4
18767,奔驰,25.0,82.06,9.05,82,廊坊,0,0,1,1,30,1,1,0,0,3,3
18768,奥迪,24.8,43.72,5.66,48,东莞,0,0,1,0,30,1,0,1,0,3,0
18769,凯迪拉克,24.5,52.09,7.43,46,沈阳,0,0,1,0,30,0,0,1,0,3,2
18770,奥迪,24.0,34.6,1.83,16,湖州,0,0,1,0,30,0,0,1,0,3,0
18771,奔驰,23.2,83.36,8.26,105,北京,0,1,1,0,7,1,1,1,0,3,4
18772,三菱,24.0,46.65,16.77,55,成都,0,0,1,0,30,1,1,1,0,2,1
18773,宝马,25.0,78.0,7.86,97,北京,0,1,1,2,7,0,0,0,0,3,4
18774,宝马,24.0,101.33,17.13,103,成都,0,1,1,1,7,0,0,0,0,1,8
18775,奥迪,24.68,34.6,2.71,16,南京,0,0,1,0,7,1,0,1,0,3,3
18776,丰田,24.99,54.16,10.14,112,乌鲁木齐,0,1,1,1,7,1,0,0,0,3,3
18777,雷克萨斯,23.0,43.53,8.34,82,临沂,0,0,1,1,7,1,0,0,0,3,4
18778,雷克萨斯,24.0,30.28,7.35,51,北京,0,0,1,1,7,0,0,0,0,3,3
18779,宝马,25.0,54.49,8.81,67,北京,0,0,1,1,7,1,0,0,0,3,0
18780,别克,23.5,28.1,1.15,13,北京,0,0,1,0,7,1,0,1,0,3,0
18781,奔驰,25.0,46.78,9.19,51,北京,0,0,1,0,7,1,0,1,0,3,4
18782,奥迪,24.8,43.72,8.76,54,天津,0,0,1,0,7,1,1,1,0,3,1
18783,沃尔沃,24.0,42.54,2.1,36,武汉,0,0,1,0,7,1,0,1,0,3,0
18784,奔驰,24.5,48.52,13.59,53,北京,0,0,1,0,7,1,0,1,0,3,4
18785,丰田,23.0,31.46,3.03,31,北京,0,0,1,0,7,1,1,1,0,3,1
18786,福特,23.5,43.07,3.64,57,临沂,0,0,1,0,7,1,0,1,0,3,0
18787,奔驰,23.28,38.08,6.17,49,北京,0,0,1,1,7,1,1,0,0,3,0
18788,路虎,24.0,153.92,14.04,111,成都,0,1,1,1,7,0,0,0,0,1,8
18789,奔驰,23.5,57.53,8.82,72,天津,0,0,1,2,7,1,0,0,0,3,1
18790,奥迪,23.8,68.12,8.41,76,青岛,0,0,1,0,7,0,1,1,0,2,5
18791,宝马,23.0,54.23,12.95,94,合肥,0,0,1,1,7,1,1,0,0,2,5
18792,丰田,24.5,31.46,4.16,41,惠州,0,0,1,1,7,1,0,0,0,3,0
18793,奥迪,25.0,34.6,2.67,13,南充,0,0,1,0,30,1,0,1,0,3,0
18794,奔驰,24.0,34.29,1.76,13,苏州,0,0,1,0,7,1,0,1,0,3,0
18795,本田,24.0,31.78,4.77,22,临沂,0,0,1,0,3,1,0,1,0,3,1
