,y_test,xgb_y_pred,y_test,,,,,,,,,,,
7370,19.68,19.86932755,19.68,,,,,,,,,,,
7371,19,19.09673119,19,,,,,,,,,,,
7372,5,6.660418987,5,,,,,,,,,,,
7373,13,12.99825001,13,,,,,,,,,,,
7374,18,18.44054031,18,,,,,,,,,,,
7375,21,21.0007782,21,,,,,,,,,,,
7376,18.8,15.72300148,18.8,,,,,,,,,,,
7377,9,8.815639496,9,,,,,,,,,,,
7378,5.2,5.188354492,5.2,,,,,,,,,,,
7379,23.5,22.54232407,23.5,,,,,,,,,,,
7380,12.6,8.926803589,12.6,,,,,,,,,,,
7381,1.8,2.447002649,1.8,,,,,,,,,,,
7382,11,10.90573883,11,,,,,,,,,,,
7383,23,23.05916405,23,,,,,,,,,,,
7384,13.5,16.11072922,13.5,,,,,,,,,,,
7385,11.8,7.950064659,11.8,,,,,,,,,,,
7386,6.5,13.6031971,6.5,,,,,,,,,,,
7387,6.38,12.30817986,6.38,,,,,,,,,,,
7388,21,20.80388451,21,,,,,,,,,,,
7389,15,14.8464098,15,,,,,,,,,,,
7390,9,12.67849445,9,,,,,,,,,,,
7391,11,10.12999439,11,,,,,,,,,,,
7392,3.6,5.830092907,3.6,,,,,,,,,,,
7393,18.36,17.04554939,18.36,,,,,,,,,,,
7394,32,32.37071609,32,,,,,,,,,,,
7395,9.5,12.91514206,9.5,,,,,,,,,,,
7396,12.66,12.79318333,12.66,,,,,,,,,,,
7397,5.25,5.123652458,5.25,,,,,,,,,,,
7398,6.48,5.852252483,6.48,,,,,,,,,,,
7399,9,8.953245163,9,,,,,,,,,,,
7400,14.8,14.63716507,14.8,,,,,,,,,,,
7401,20,19.94750595,20,,,,,,,,,,,
7402,8.5,8.053611755,8.5,,,,,,,,,,,
7403,14.2,12.12363529,14.2,,,,,,,,,,,
7404,19,18.90555763,19,,,,,,,,,,,
7405,10.28,7.166820049,10.28,,,,,,,,,,,
7406,17.88,17.45446014,17.88,,,,,,,,,,,
7407,39.88,36.17361832,39.88,,,,,,,,,,,
7408,22.5,20.59999847,22.5,,,,,,,,,,,
7409,16,16.29382706,16,,,,,,,,,,,
7410,4.3,5.85302639,4.3,,,,,,,,,,,
7411,39,38.91655731,39,,,,,,,,,,,
7412,21,21.83698082,21,,,,,,,,,,,
7413,19,19.38238907,19,,,,,,,,,,,
7414,3,2.705959082,3,,,,,,,,,,,
7415,36.8,37.05164337,36.8,,,,,,,,,,,
7416,36,35.75671387,36,,,,,,,,,,,
7417,28,27.94716072,28,,,,,,,,,,,
7418,17.8,15.91978836,17.8,,,,,,,,,,,
7419,21.8,20.60773087,21.8,,,,,,,,,,,
7420,9,9.873631477,9,,,,,,,,,,,
7421,13.6,13.54728031,13.6,,,,,,,,,,,
7422,1,1.264029026,1,,,,,,,,,,,
7423,2.6,3.45951581,2.6,,,,,,,,,,,
7424,3.4,3.450051069,3.4,,,,,,,,,,,
7425,15.18,14.22652626,15.18,,,,,,,,,,,
7426,1.38,2.159820557,1.38,,,,,,,,,,,
7427,10.8,10.88326454,10.8,,,,,,,,,,,
7428,12.6,16.69039154,12.6,,,,,,,,,,,
7429,4.2,7.102497578,4.2,,,,,,,,,,,
7430,11.8,10.32484818,11.8,,,,,,,,,,,
7431,5.5,4.429833412,5.5,,,,,,,,,,,
7432,17.8,20.40237045,17.8,,,,,,,,,,,
7433,6.99,6.570713043,6.99,,,,,,,,,,,
7434,5,5.784297466,5,,,,,,,,,,,
7435,15,16.24967575,15,,,,,,,,,,,
7436,5,5.81567812,5,,,,,,,,,,,
7437,4.38,3.822933912,4.38,,,,,,,,,,,
7438,8.85,9.029706001,8.85,,,,,,,,,,,
7439,4.6,5.696658611,4.6,,,,,,,,,,,
7440,16,16.05513,16,,,,,,,,,,,
7441,8.5,8.718198776,8.5,,,,,,,,,,,
7442,22,23.51754379,22,,,,,,,,,,,
7443,1.5,1.389914989,1.5,,,,,,,,,,,
7444,1.6,2.445495844,1.6,,,,,,,,,,,
7445,20,11.55929947,20,,,,,,,,,,,
7446,22,21.82834816,22,,,,,,,,,,,
7447,24,23.95548058,24,,,,,,,,,,,
7448,8.38,7.85619688,8.38,,,,,,,,,,,
7449,1.88,1.743342876,1.88,,,,,,,,,,,
7450,12.5,10.12218475,12.5,,,,,,,,,,,
7451,13.2,13.97877502,13.2,,,,,,,,,,,
7452,1,1.691621542,1,,,,,,,,,,,
7453,34,34.01409149,34,,,,,,,,,,,
7454,37.5,33.23700714,37.5,,,,,,,,,,,
7455,5,4.21448946,5,,,,,,,,,,,
7456,8,7.890239716,8,,,,,,,,,,,
7457,7,7.004247189,7,,,,,,,,,,,
7458,23,23.06240463,23,,,,,,,,,,,
7459,10.98,12.05330849,10.98,,,,,,,,,,,
7460,8,8.403936386,8,,,,,,,,,,,
7461,13,13.86449051,13,,,,,,,,,,,
7462,19,19.20068932,19,,,,,,,,,,,
7463,5.6,6.461094856,5.6,,,,,,,,,,,
7464,10.98,12.70859814,10.98,,,,,,,,,,,
7465,7,7.02285862,7,,,,,,,,,,,
7466,27.8,23.64949036,27.8,,,,,,,,,,,
7467,11,11.28598404,11,,,,,,,,,,,
7468,12,12.39310646,12,,,,,,,,,,,
7469,14.2,13.91812134,14.2,,,,,,,,,,,
7470,22,21.95403862,22,,,,,,,,,,,
7471,21.2,19.67829132,21.2,,,,,,,,,,,
7472,17.5,17.57158661,17.5,,,,,,,,,,,
7473,8,8.129268646,8,,,,,,,,,,,
7474,7.48,7.776079178,7.48,,,,,,,,,,,
7475,8.8,11.93994713,8.8,,,,,,,,,,,
7476,18,18.25462914,18,,,,,,,,,,,
7477,40,34.85929108,40,,,,,,,,,,,
7478,9.99,11.55004501,9.99,,,,,,,,,,,
7479,38,36.85267258,38,,,,,,,,,,,
7480,21.99,23.70589828,21.99,,,,,,,,,,,
7481,38,37.90850067,38,,,,,,,,,,,
7482,9,9.501750946,9,,,,,,,,,,,
7483,34,34.05048752,34,,,,,,,,,,,
7484,25,25.0102787,25,,,,,,,,,,,
7485,32.5,31.21279907,32.5,,,,,,,,,,,
7486,35,34.8391037,35,,,,,,,,,,,
7487,38,38.14034271,38,,,,,,,,,,,
7488,2.5,5.44452095,2.5,,,,,,,,,,,
7489,10,8.910775185,10,,,,,,,,,,,
7490,18.5,17.11688042,18.5,,,,,,,,,,,
7491,17,17.16309929,17,,,,,,,,,,,
7492,7.6,7.12182045,7.6,,,,,,,,,,,
7493,18.9,20.76011467,18.9,,,,,,,,,,,
7494,26,25.99139977,26,,,,,,,,,,,
7495,12.68,9.106086731,12.68,,,,,,,,,,,
7496,14.2,17.23117638,14.2,,,,,,,,,,,
7497,17.5,16.76306725,17.5,,,,,,,,,,,
7498,18,17.8195591,18,,,,,,,,,,,
7499,26.5,27.99752808,26.5,,,,,,,,,,,
7500,20,19.65588951,20,,,,,,,,,,,
7501,12.5,11.08924961,12.5,,,,,,,,,,,
7502,25,26.13426018,25,,,,,,,,,,,
7503,7.2,8.815322876,7.2,,,,,,,,,,,
7504,21.2,16.52274895,21.2,,,,,,,,,,,
7505,16.88,15.3459549,16.88,,,,,,,,,,,
7506,7.7,9.822483063,7.7,,,,,,,,,,,
7507,19,17.99002838,19,,,,,,,,,,,
7508,1.8,4.314619064,1.8,,,,,,,,,,,
7509,11.8,13.41349602,11.8,,,,,,,,,,,
7510,20,20.08464241,20,,,,,,,,,,,
7511,24.5,20.05291939,24.5,,,,,,,,,,,
7512,1.5,1.822296023,1.5,,,,,,,,,,,
7513,8.98,9.837575912,8.98,,,,,,,,,,,
7514,22.68,21.88723755,22.68,,,,,,,,,,,
7515,22.8,26.21242332,22.8,,,,,,,,,,,
7516,7.1,10.80235481,7.1,,,,,,,,,,,
7517,19.5,19.02458954,19.5,,,,,,,,,,,
7518,13,12.96570492,13,,,,,,,,,,,
7519,24,25.73686981,24,,,,,,,,,,,
7520,4,3.970556974,4,,,,,,,,,,,
7521,9.6,10.39587784,9.6,,,,,,,,,,,
7522,17.8,17.56210327,17.8,,,,,,,,,,,
7523,1,2.205620527,1,,,,,,,,,,,
7524,22,21.95897293,22,,,,,,,,,,,
7525,23.8,23.15125275,23.8,,,,,,,,,,,
7526,8.5,8.900337219,8.5,,,,,,,,,,,
7527,6.2,6.347042084,6.2,,,,,,,,,,,
7528,11.2,12.03269672,11.2,,,,,,,,,,,
7529,35,33.13708878,35,,,,,,,,,,,
7530,17.5,19.63230705,17.5,,,,,,,,,,,
7531,9.88,12.07369709,9.88,,,,,,,,,,,
7532,16.99,13.18505669,16.99,,,,,,,,,,,
7533,8.3,10.13524437,8.3,,,,,,,,,,,
7534,40,23.52935028,40,,,,,,,,,,,
7535,20,19.82533455,20,,,,,,,,,,,
7536,3.8,1.691418767,3.8,,,,,,,,,,,
7537,2.5,2.103424311,2.5,,,,,,,,,,,
7538,17.3,13.83354855,17.3,,,,,,,,,,,
7539,1.2,1.2339468,1.2,,,,,,,,,,,
7540,19.5,17.69108009,19.5,,,,,,,,,,,
7541,15.68,12.78658867,15.68,,,,,,,,,,,
7542,7.88,6.14482975,7.88,,,,,,,,,,,
7543,3.05,2.252349854,3.05,,,,,,,,,,,
7544,37.2,35.86846924,37.2,,,,,,,,,,,
7545,4.3,7.2999053,4.3,,,,,,,,,,,
7546,16.5,13.35704803,16.5,,,,,,,,,,,
7547,21.98,22.80968475,21.98,,,,,,,,,,,
7548,35,36.81017303,35,,,,,,,,,,,
7549,11.5,11.53448296,11.5,,,,,,,,,,,
7550,12.6,13.4315176,12.6,,,,,,,,,,,
7551,16.2,16.379879,16.2,,,,,,,,,,,
7552,5.48,5.90835762,5.48,,,,,,,,,,,
7553,11.2,8.660320282,11.2,,,,,,,,,,,
7554,3,3.01453948,3,,,,,,,,,,,
7555,21,21.05898666,21,,,,,,,,,,,
7556,8.28,8.378411293,8.28,,,,,,,,,,,
7557,27,27.11827278,27,,,,,,,,,,,
7558,36,35.78864288,36,,,,,,,,,,,
7559,17.58,18.64045143,17.58,,,,,,,,,,,
7560,28,36.75595474,28,,,,,,,,,,,
7561,10,10.06119728,10,,,,,,,,,,,
7562,4,3.950040102,4,,,,,,,,,,,
7563,8,8.863651276,8,,,,,,,,,,,
7564,33,33.06761169,33,,,,,,,,,,,
7565,24,24.29561806,24,,,,,,,,,,,
7566,32,31.30635643,32,,,,,,,,,,,
7567,20.5,23.58313751,20.5,,,,,,,,,,,
7568,1.8,1.750882745,1.8,,,,,,,,,,,
7569,12,11.99106979,12,,,,,,,,,,,
7570,7.5,8.331586838,7.5,,,,,,,,,,,
7571,17.38,17.32963753,17.38,,,,,,,,,,,
7572,13.6,12.09800434,13.6,,,,,,,,,,,
7573,23,21.71213341,23,,,,,,,,,,,
7574,15,14.82713985,15,,,,,,,,,,,
7575,11,11.01103973,11,,,,,,,,,,,
7576,18,19.05649567,18,,,,,,,,,,,
7577,2.98,4.113512516,2.98,,,,,,,,,,,
7578,12.18,12.65116405,12.18,,,,,,,,,,,
7579,26.5,24.55145836,26.5,,,,,,,,,,,
7580,8.6,8.354545593,8.6,,,,,,,,,,,
7581,4.99,7.252812386,4.99,,,,,,,,,,,
7582,18,18.15583992,18,,,,,,,,,,,
7583,5.6,4.520746231,5.6,,,,,,,,,,,
7584,14.5,15.29289246,14.5,,,,,,,,,,,
7585,14,14.09753799,14,,,,,,,,,,,
7586,8.5,8.067547798,8.5,,,,,,,,,,,
7587,20,26.31479073,20,,,,,,,,,,,
7588,11,10.99518108,11,,,,,,,,,,,
7589,15,16.57653809,15,,,,,,,,,,,
7590,13.98,10.55079174,13.98,,,,,,,,,,,
7591,9,9.208865166,9,,,,,,,,,,,
7592,11.5,10.26391506,11.5,,,,,,,,,,,
7593,15,14.76251793,15,,,,,,,,,,,
7594,3,3.050745487,3,,,,,,,,,,,
7595,4.28,5.642093182,4.28,,,,,,,,,,,
7596,13.5,12.92850876,13.5,,,,,,,,,,,
7597,6.7,6.075713634,6.7,,,,,,,,,,,
7598,7,6.979552746,7,,,,,,,,,,,
7599,1.8,1.636783123,1.8,,,,,,,,,,,
7600,2,1.703770876,2,,,,,,,,,,,
7601,18.5,13.49861717,18.5,,,,,,,,,,,
7602,10,9.779748917,10,,,,,,,,,,,
7603,15.3,16.89423561,15.3,,,,,,,,,,,
7604,21,20.90270233,21,,,,,,,,,,,
7605,8,8.337503433,8,,,,,,,,,,,
7606,18.2,16.09305191,18.2,,,,,,,,,,,
7607,3.58,3.876627922,3.58,,,,,,,,,,,
7608,21.5,20.69078064,21.5,,,,,,,,,,,
7609,25,25.02296257,25,,,,,,,,,,,
7610,7.5,5.759038448,7.5,,,,,,,,,,,
7611,37,29.21448898,37,,,,,,,,,,,
7612,14.6,15.86059856,14.6,,,,,,,,,,,
7613,26,25.86831665,26,,,,,,,,,,,
7614,2,4.946460724,2,,,,,,,,,,,
7615,13,13.04751968,13,,,,,,,,,,,
7616,1.95,2.875115871,1.95,,,,,,,,,,,
7617,8.68,10.56566525,8.68,,,,,,,,,,,
7618,8.6,10.9213686,8.6,,,,,,,,,,,
7619,10.8,10.38915253,10.8,,,,,,,,,,,
7620,18.5,20.26391029,18.5,,,,,,,,,,,
7621,15,15.02107334,15,,,,,,,,,,,
7622,25,28.95001411,25,,,,,,,,,,,
7623,16,15.9838028,16,,,,,,,,,,,
7624,31,16.49888611,31,,,,,,,,,,,
7625,12,11.97270489,12,,,,,,,,,,,
7626,22,18.71837425,22,,,,,,,,,,,
7627,13.5,14.47144985,13.5,,,,,,,,,,,
7628,11,11.09201527,11,,,,,,,,,,,
7629,14,13.92778873,14,,,,,,,,,,,
7630,22.3,20.45360756,22.3,,,,,,,,,,,
7631,17.38,15.90628815,17.38,,,,,,,,,,,
7632,9,7.443603516,9,,,,,,,,,,,
7633,26,25.86128998,26,,,,,,,,,,,
7634,4.2,2.583266973,4.2,,,,,,,,,,,
7635,26,25.95496941,26,,,,,,,,,,,
7636,6.98,6.717812061,6.98,,,,,,,,,,,
7637,18.8,16.58887291,18.8,,,,,,,,,,,
7638,19.98,20.86408615,19.98,,,,,,,,,,,
7639,11,12.1425581,11,,,,,,,,,,,
7640,27,26.97987938,27,,,,,,,,,,,
7641,12.5,11.05895805,12.5,,,,,,,,,,,
7642,25.2,26.28279495,25.2,,,,,,,,,,,
7643,7.5,8.446406364,7.5,,,,,,,,,,,
7644,23.88,18.75158691,23.88,,,,,,,,,,,
7645,6.5,6.984192371,6.5,,,,,,,,,,,
7646,23.8,28.80280113,23.8,,,,,,,,,,,
7647,17.2,16.47755814,17.2,,,,,,,,,,,
7648,15,14.7804594,15,,,,,,,,,,,
7649,24.5,22.59681511,24.5,,,,,,,,,,,
7650,21,20.86957741,21,,,,,,,,,,,
7651,12.8,13.37882233,12.8,,,,,,,,,,,
7652,10.5,16.10001373,10.5,,,,,,,,,,,
7653,6,5.410283089,6,,,,,,,,,,,
7654,18.5,16.24180603,18.5,,,,,,,,,,,
7655,22,27.50849724,22,,,,,,,,,,,
7656,11,11.03042412,11,,,,,,,,,,,
7657,27,23.2650013,27,,,,,,,,,,,
7658,15,14.95315933,15,,,,,,,,,,,
7659,13.9,12.89886665,13.9,,,,,,,,,,,
7660,15.5,19.8397522,15.5,,,,,,,,,,,
7661,26,28.62004471,26,,,,,,,,,,,
7662,22.5,25.21039772,22.5,,,,,,,,,,,
7663,25.8,23.98409843,25.8,,,,,,,,,,,
7664,14,13.26649666,14,,,,,,,,,,,
7665,20.4,20.70726204,20.4,,,,,,,,,,,
7666,34,33.95445251,34,,,,,,,,,,,
7667,18.68,18.66302872,18.68,,,,,,,,,,,
7668,12,12.08366871,12,,,,,,,,,,,
7669,14.5,12.75682926,14.5,,,,,,,,,,,
7670,17.58,13.72547245,17.58,,,,,,,,,,,
7671,19.38,21.96438789,19.38,,,,,,,,,,,
7672,20,29.90963554,20,,,,,,,,,,,
7673,2.4,3.569114685,2.4,,,,,,,,,,,
7674,3.35,3.559952259,3.35,,,,,,,,,,,
7675,11.2,11.72181606,11.2,,,,,,,,,,,
7676,16.5,18.00907707,16.5,,,,,,,,,,,
7677,6,6.220161438,6,,,,,,,,,,,
7678,17,16.98727226,17,,,,,,,,,,,
7679,26,25.85778618,26,,,,,,,,,,,
7680,4.38,3.414488077,4.38,,,,,,,,,,,
7681,14,14.05610466,14,,,,,,,,,,,
7682,19,19.00008011,19,,,,,,,,,,,
7683,19,19.15928268,19,,,,,,,,,,,
7684,4.5,3.825192213,4.5,,,,,,,,,,,
7685,12,13.05886173,12,,,,,,,,,,,
7686,3.68,5.151395321,3.68,,,,,,,,,,,
7687,13.8,17.88726425,13.8,,,,,,,,,,,
7688,3.5,3.392615557,3.5,,,,,,,,,,,
7689,18.3,17.04341316,18.3,,,,,,,,,,,
7690,9.8,7.818304539,9.8,,,,,,,,,,,
7691,14,13.94649124,14,,,,,,,,,,,
7692,14.66,13.54014015,14.66,,,,,,,,,,,
7693,14.3,15.5735836,14.3,,,,,,,,,,,
7694,11.18,11.628438,11.18,,,,,,,,,,,
7695,20.7,19.70304489,20.7,,,,,,,,,,,
7696,37.3,37.1940155,37.3,,,,,,,,,,,
7697,13.08,12.45124435,13.08,,,,,,,,,,,
7698,17,19.02623177,17,,,,,,,,,,,
7699,18,18.05326843,18,,,,,,,,,,,
7700,20.8,21.84745026,20.8,,,,,,,,,,,
7701,28,28.07860947,28,,,,,,,,,,,
7702,16,16.09962082,16,,,,,,,,,,,
7703,10,10.02709103,10,,,,,,,,,,,
7704,1.28,1.58925283,1.28,,,,,,,,,,,
7705,16,16.01005363,16,,,,,,,,,,,
7706,18.2,22.08575058,18.2,,,,,,,,,,,
7707,15,15.05161381,15,,,,,,,,,,,
7708,3,3.453150272,3,,,,,,,,,,,
7709,15,16.41433525,15,,,,,,,,,,,
7710,20.5,22.03585625,20.5,,,,,,,,,,,
7711,22.5,19.56296158,22.5,,,,,,,,,,,
7712,15.5,23.11776924,15.5,,,,,,,,,,,
7713,28,27.67426872,28,,,,,,,,,,,
7714,11.5,12.55985737,11.5,,,,,,,,,,,
7715,16.28,14.79537964,16.28,,,,,,,,,,,
7716,2.8,4.794224739,2.8,,,,,,,,,,,
7717,9,8.906666756,9,,,,,,,,,,,
7718,11,11.79776859,11,,,,,,,,,,,
7719,11.2,10.15657711,11.2,,,,,,,,,,,
7720,37,36.92377853,37,,,,,,,,,,,
7721,22,22.10390663,22,,,,,,,,,,,
7722,12,11.99322701,12,,,,,,,,,,,
7723,8.6,8.067603111,8.6,,,,,,,,,,,
7724,18.88,20.1695919,18.88,,,,,,,,,,,
7725,23,23.07649231,23,,,,,,,,,,,
7726,9.2,17.07803345,9.2,,,,,,,,,,,
7727,5.2,5.482398033,5.2,,,,,,,,,,,
7728,17.98,19.36083412,17.98,,,,,,,,,,,
7729,12.8,17.35412979,12.8,,,,,,,,,,,
7730,10.5,10.99759769,10.5,,,,,,,,,,,
7731,20,20.16740799,20,,,,,,,,,,,
7732,38,37.02419662,38,,,,,,,,,,,
7733,2,1.811328769,2,,,,,,,,,,,
7734,34,29.25137711,34,,,,,,,,,,,
7735,27.58,27.3191452,27.58,,,,,,,,,,,
7736,6.6,7.599718094,6.6,,,,,,,,,,,
7737,5.48,6.61723423,5.48,,,,,,,,,,,
7738,19.8,23.59755135,19.8,,,,,,,,,,,
7739,16.49,18.67887306,16.49,,,,,,,,,,,
7740,17.5,20.96661758,17.5,,,,,,,,,,,
7741,15.8,18.02962303,15.8,,,,,,,,,,,
7742,15,12.64871407,15,,,,,,,,,,,
7743,19.5,18.70877266,19.5,,,,,,,,,,,
7744,5.5,5.585792542,5.5,,,,,,,,,,,
7745,27,27.96002388,27,,,,,,,,,,,
7746,3.38,3.889510393,3.38,,,,,,,,,,,
7747,35,34.77236938,35,,,,,,,,,,,
7748,8.28,8.960037231,8.28,,,,,,,,,,,
7749,12,16.26865578,12,,,,,,,,,,,
7750,35.5,36.75211334,35.5,,,,,,,,,,,
7751,20.08,25.79880142,20.08,,,,,,,,,,,
7752,19,19.06264877,19,,,,,,,,,,,
7753,20.5,20.85089111,20.5,,,,,,,,,,,
7754,27,23.73723793,27,,,,,,,,,,,
7755,7,7.011311054,7,,,,,,,,,,,
7756,18,20.01769257,18,,,,,,,,,,,
7757,7.98,7.019893646,7.98,,,,,,,,,,,
7758,24.8,28.29031944,24.8,,,,,,,,,,,
7759,23.6,20.72179222,23.6,,,,,,,,,,,
7760,29,25.67815399,29,,,,,,,,,,,
7761,38,37.94961929,38,,,,,,,,,,,
7762,23,25.06072235,23,,,,,,,,,,,
7763,21,21.05529022,21,,,,,,,,,,,
7764,31.1,29.68053818,31.1,,,,,,,,,,,
7765,13.2,15.45368481,13.2,,,,,,,,,,,
7766,20,19.43157578,20,,,,,,,,,,,
7767,12,11.87358189,12,,,,,,,,,,,
7768,5,4.905653477,5,,,,,,,,,,,
7769,12.28,15.93632126,12.28,,,,,,,,,,,
7770,4.6,5.810682774,4.6,,,,,,,,,,,
7771,9.68,13.3842802,9.68,,,,,,,,,,,
7772,38,38.09537888,38,,,,,,,,,,,
7773,35.1,34.79289246,35.1,,,,,,,,,,,
7774,3.08,4.34360981,3.08,,,,,,,,,,,
7775,21,21.04182434,21,,,,,,,,,,,
7776,33,24.29675674,33,,,,,,,,,,,
7777,13.8,17.38667107,13.8,,,,,,,,,,,
7778,19.8,15.79437447,19.8,,,,,,,,,,,
7779,12.8,11.5678215,12.8,,,,,,,,,,,
7780,12,12.09596157,12,,,,,,,,,,,
7781,12.95,12.84556675,12.95,,,,,,,,,,,
7782,26,25.31163406,26,,,,,,,,,,,
7783,20,20.03821754,20,,,,,,,,,,,
7784,22,24.17360306,22,,,,,,,,,,,
7785,4,4.013910294,4,,,,,,,,,,,
7786,3.68,4.116364002,3.68,,,,,,,,,,,
7787,6,5.923979282,6,,,,,,,,,,,
7788,6.18,6.504077911,6.18,,,,,,,,,,,
7789,14.88,14.76730061,14.88,,,,,,,,,,,
7790,9,7.079268932,9,,,,,,,,,,,
7791,13.2,14.77980137,13.2,,,,,,,,,,,
7792,14.61,15.96609306,14.61,,,,,,,,,,,
7793,15.5,10.22497272,15.5,,,,,,,,,,,
7794,5.8,18.49392128,5.8,,,,,,,,,,,
7795,20,19.95550156,20,,,,,,,,,,,
7796,25,24.80807686,25,,,,,,,,,,,
7797,16.08,17.28946304,16.08,,,,,,,,,,,
7798,21,21.0389595,21,,,,,,,,,,,
7799,13.99,14.13471127,13.99,,,,,,,,,,,
7800,6.18,5.157649517,6.18,,,,,,,,,,,
7801,15.2,15.71405983,15.2,,,,,,,,,,,
7802,11.2,12.82358837,11.2,,,,,,,,,,,
7803,19,19.06845284,19,,,,,,,,,,,
7804,20,19.93881607,20,,,,,,,,,,,
7805,4.1,5.945811749,4.1,,,,,,,,,,,
7806,24,24.29561806,24,,,,,,,,,,,
7807,4.6,6.442173958,4.6,,,,,,,,,,,
7808,15,14.77598095,15,,,,,,,,,,,
7809,23.5,23.92080307,23.5,,,,,,,,,,,
7810,8.5,9.738107681,8.5,,,,,,,,,,,
7811,39,38.81062698,39,,,,,,,,,,,
7812,9.28,10.55572605,9.28,,,,,,,,,,,
7813,22.8,18.33478546,22.8,,,,,,,,,,,
7814,26,24.47749519,26,,,,,,,,,,,
7815,32,31.91892624,32,,,,,,,,,,,
7816,11.58,10.12438869,11.58,,,,,,,,,,,
7817,1.68,8.313001633,1.68,,,,,,,,,,,
7818,9,9.080975533,9,,,,,,,,,,,
7819,15,17.86419868,15,,,,,,,,,,,
7820,5,6.794410229,5,,,,,,,,,,,
7821,21.5,25.60644531,21.5,,,,,,,,,,,
7822,8.8,12.27604008,8.8,,,,,,,,,,,
7823,5.6,5.375151157,5.6,,,,,,,,,,,
7824,12,15.49528599,12,,,,,,,,,,,
7825,5,5.140544891,5,,,,,,,,,,,
7826,20,29.01354218,20,,,,,,,,,,,
7827,14,14.03328133,14,,,,,,,,,,,
7828,15,12.14988613,15,,,,,,,,,,,
7829,3.6,3.065510988,3.6,,,,,,,,,,,
7830,17.5,15.07218266,17.5,,,,,,,,,,,
7831,1.48,1.818706036,1.48,,,,,,,,,,,
7832,11.8,14.57368565,11.8,,,,,,,,,,,
7833,2.8,3.034551859,2.8,,,,,,,,,,,
7834,19.8,16.24579811,19.8,,,,,,,,,,,
7835,2.58,1.79351747,2.58,,,,,,,,,,,
7836,25,24.93712044,25,,,,,,,,,,,
7837,13,15.95472431,13,,,,,,,,,,,
7838,1.8,1.736170769,1.8,,,,,,,,,,,
7839,12.68,11.14650917,12.68,,,,,,,,,,,
7840,3,2.909254551,3,,,,,,,,,,,
7841,5.2,5.112280846,5.2,,,,,,,,,,,
7842,7,6.876556873,7,,,,,,,,,,,
7843,15.6,14.57891846,15.6,,,,,,,,,,,
7844,16.5,19.9232235,16.5,,,,,,,,,,,
7845,16,17.50862312,16,,,,,,,,,,,
7846,16.8,18.7813549,16.8,,,,,,,,,,,
7847,1.1,1.702257395,1.1,,,,,,,,,,,
7848,35.5,30.80571556,35.5,,,,,,,,,,,
7849,24,21.30451965,24,,,,,,,,,,,
7850,8.58,8.578875542,8.58,,,,,,,,,,,
7851,1.7,2.279552698,1.7,,,,,,,,,,,
7852,3.5,2.885631084,3.5,,,,,,,,,,,
7853,39,35.70117188,39,,,,,,,,,,,
7854,3.5,4.727756977,3.5,,,,,,,,,,,
7855,8.18,8.21062088,8.18,,,,,,,,,,,
7856,21.5,17.98109818,21.5,,,,,,,,,,,
7857,23.6,21.75339317,23.6,,,,,,,,,,,
7858,23.58,24.71739388,23.58,,,,,,,,,,,
7859,13.38,10.94585514,13.38,,,,,,,,,,,
7860,17,15.41106892,17,,,,,,,,,,,
7861,9.8,10.98342991,9.8,,,,,,,,,,,
7862,19,18.71139908,19,,,,,,,,,,,
7863,3.08,3.389004707,3.08,,,,,,,,,,,
7864,13.8,11.80084801,13.8,,,,,,,,,,,
7865,9.5,10.787714,9.5,,,,,,,,,,,
7866,4.5,6.184227943,4.5,,,,,,,,,,,
7867,28,32.67918015,28,,,,,,,,,,,
7868,22.28,23.21724892,22.28,,,,,,,,,,,
7869,7.6,7.458323956,7.6,,,,,,,,,,,
7870,8,8.02540493,8,,,,,,,,,,,
7871,37,36.48612595,37,,,,,,,,,,,
7872,16.9,18.32115746,16.9,,,,,,,,,,,
7873,13.5,11.300951,13.5,,,,,,,,,,,
7874,4,3.957836628,4,,,,,,,,,,,
7875,12.99,16.47851181,12.99,,,,,,,,,,,
7876,7,7.016474724,7,,,,,,,,,,,
7877,7.68,9.12699604,7.68,,,,,,,,,,,
7878,6,6.178501129,6,,,,,,,,,,,
7879,10.3,11.92570782,10.3,,,,,,,,,,,
7880,19.2,18.89880943,19.2,,,,,,,,,,,
7881,10.2,7.548178196,10.2,,,,,,,,,,,
7882,22,21.85102272,22,,,,,,,,,,,
7883,38,37.83234406,38,,,,,,,,,,,
7884,8.6,11.45674419,8.6,,,,,,,,,,,
7885,13.5,10.43932438,13.5,,,,,,,,,,,
7886,10,9.812736511,10,,,,,,,,,,,
7887,6.5,6.851408005,6.5,,,,,,,,,,,
7888,10,9.98624897,10,,,,,,,,,,,
7889,5.6,6.202842712,5.6,,,,,,,,,,,
7890,5.5,8.094830513,5.5,,,,,,,,,,,
7891,5.58,8.108982086,5.58,,,,,,,,,,,
7892,8.3,8.617959023,8.3,,,,,,,,,,,
7893,35,35.03325272,35,,,,,,,,,,,
7894,5,5.977693081,5,,,,,,,,,,,
7895,16,16.09218788,16,,,,,,,,,,,
7896,4,3.962929964,4,,,,,,,,,,,
7897,12,12.05752277,12,,,,,,,,,,,
7898,12,13.04053402,12,,,,,,,,,,,
7899,24,31.7327919,24,,,,,,,,,,,
7900,33,32.4094162,33,,,,,,,,,,,
7901,10.3,12.77352428,10.3,,,,,,,,,,,
