,y_test,xgb_y_pred,y_test,,,,,,,,,,,
2026,9,8.664475441,9,,,,,,,,,,,
2027,10,10.02544308,10,,,,,,,,,,,
2028,26.8,20.00945473,26.8,,,,,,,,,,,
2029,18.5,20.0842762,18.5,,,,,,,,,,,
2030,22.6,20.98731613,22.6,,,,,,,,,,,
2031,16.5,15.57104015,16.5,,,,,,,,,,,
2032,2.38,3.835697412,2.38,,,,,,,,,,,
2033,38,37.62952042,38,,,,,,,,,,,
2034,23,21.61358833,23,,,,,,,,,,,
2035,21,21.24225235,21,,,,,,,,,,,
2036,16.8,14.50905132,16.8,,,,,,,,,,,
2037,5.5,8.21274662,5.5,,,,,,,,,,,
2038,33,33.08428955,33,,,,,,,,,,,
2039,8.3,7.711874008,8.3,,,,,,,,,,,
2040,17.5,19.8060379,17.5,,,,,,,,,,,
2041,15.5,17.539011,15.5,,,,,,,,,,,
2042,7.8,8.459311485,7.8,,,,,,,,,,,
2043,20.5,21.20472145,20.5,,,,,,,,,,,
2044,18,18.0675106,18,,,,,,,,,,,
2045,16.2,18.02567673,16.2,,,,,,,,,,,
2046,21.5,22.04933357,21.5,,,,,,,,,,,
2047,7.6,7.498931885,7.6,,,,,,,,,,,
2048,31,28.94843292,31,,,,,,,,,,,
2049,25,24.9217205,25,,,,,,,,,,,
2050,8.8,9.163434029,8.8,,,,,,,,,,,
2051,14.8,11.52769375,14.8,,,,,,,,,,,
2052,5.3,3.391859531,5.3,,,,,,,,,,,
2053,21.5,23.325634,21.5,,,,,,,,,,,
2054,17.5,17.36110878,17.5,,,,,,,,,,,
2055,1.98,1.874072313,1.98,,,,,,,,,,,
2056,22.2,22.49694061,22.2,,,,,,,,,,,
2057,4.5,3.210222483,4.5,,,,,,,,,,,
2058,1.68,2.18631196,1.68,,,,,,,,,,,
2059,11.5,10.50856304,11.5,,,,,,,,,,,
2060,38.1,35.15447998,38.1,,,,,,,,,,,
2061,17,16.74303627,17,,,,,,,,,,,
2062,31.8,30.86105347,31.8,,,,,,,,,,,
2063,34.5,34.19990158,34.5,,,,,,,,,,,
2064,7.5,8.868278503,7.5,,,,,,,,,,,
2065,12,10.7317524,12,,,,,,,,,,,
2066,6.2,8.445218086,6.2,,,,,,,,,,,
2067,23,22.93725204,23,,,,,,,,,,,
2068,8.99,12.1226635,8.99,,,,,,,,,,,
2069,21,19.72444916,21,,,,,,,,,,,
2070,11,10.89308167,11,,,,,,,,,,,
2071,14.98,15.27625656,14.98,,,,,,,,,,,
2072,13.8,12.05989265,13.8,,,,,,,,,,,
2073,18,15.67471218,18,,,,,,,,,,,
2074,26.8,24.67115211,26.8,,,,,,,,,,,
2075,18,18.55347633,18,,,,,,,,,,,
2076,22,21.98116493,22,,,,,,,,,,,
2077,2.58,3.922860384,2.58,,,,,,,,,,,
2078,14.4,12.75957203,14.4,,,,,,,,,,,
2079,4,4.093301296,4,,,,,,,,,,,
2080,16,16.09103203,16,,,,,,,,,,,
2081,24.68,20.89504623,24.68,,,,,,,,,,,
2082,5.8,7.864429474,5.8,,,,,,,,,,,
2083,16,15.91790295,16,,,,,,,,,,,
2084,14.8,14.44884586,14.8,,,,,,,,,,,
2085,20.5,20.73895073,20.5,,,,,,,,,,,
2086,12,12.17170334,12,,,,,,,,,,,
2087,12,11.84674072,12,,,,,,,,,,,
2088,10,9.947498322,10,,,,,,,,,,,
2089,20,15.02100277,20,,,,,,,,,,,
2090,16.99,19.39850235,16.99,,,,,,,,,,,
2091,32,27.26679993,32,,,,,,,,,,,
2092,14,14.14835358,14,,,,,,,,,,,
2093,6.5,10.44254684,6.5,,,,,,,,,,,
2094,15.58,17.03699875,15.58,,,,,,,,,,,
2095,20.9,21.83880424,20.9,,,,,,,,,,,
2096,13.5,7.769794941,13.5,,,,,,,,,,,
2097,2.5,4.104002476,2.5,,,,,,,,,,,
2098,9,8.894993782,9,,,,,,,,,,,
2099,8,7.921406269,8,,,,,,,,,,,
2100,7.5,10.81254196,7.5,,,,,,,,,,,
2101,1.5,1.234833121,1.5,,,,,,,,,,,
2102,3.88,6.820125103,3.88,,,,,,,,,,,
2103,15.5,16.16860962,15.5,,,,,,,,,,,
2104,2.4,3.512275934,2.4,,,,,,,,,,,
2105,22,21.99567795,22,,,,,,,,,,,
2106,5,4.991329193,5,,,,,,,,,,,
2107,21,20.91500473,21,,,,,,,,,,,
2108,5.18,5.04165554,5.18,,,,,,,,,,,
2109,25,22.34863281,25,,,,,,,,,,,
2110,24,23.93476295,24,,,,,,,,,,,
2111,39.8,34.14805603,39.8,,,,,,,,,,,
2112,12.8,15.00195789,12.8,,,,,,,,,,,
2113,19,19.19399834,19,,,,,,,,,,,
2114,21,20.97112083,21,,,,,,,,,,,
2115,25,21.84117508,25,,,,,,,,,,,
2116,10.2,11.2206831,10.2,,,,,,,,,,,
2117,20.08,14.58463478,20.08,,,,,,,,,,,
2118,9,8.995855331,9,,,,,,,,,,,
2119,7.2,6.966393948,7.2,,,,,,,,,,,
2120,39.5,18.09650803,39.5,,,,,,,,,,,
2121,15.5,17.47016525,15.5,,,,,,,,,,,
2122,16.61,15.4143877,16.61,,,,,,,,,,,
2123,17.5,20.21172142,17.5,,,,,,,,,,,
2124,7.98,8.061089516,7.98,,,,,,,,,,,
2125,4.3,5.407238007,4.3,,,,,,,,,,,
2126,4,3.922835588,4,,,,,,,,,,,
2127,9.68,9.021057129,9.68,,,,,,,,,,,
2128,11,11.1799736,11,,,,,,,,,,,
2129,17,17.01955032,17,,,,,,,,,,,
2130,27,26.63372421,27,,,,,,,,,,,
2131,28,28.00446129,28,,,,,,,,,,,
2132,10.5,10.71144199,10.5,,,,,,,,,,,
2133,3.98,5.332211494,3.98,,,,,,,,,,,
2134,33.5,32.63117218,33.5,,,,,,,,,,,
2135,20.8,30.20176125,20.8,,,,,,,,,,,
2136,10,10.06551933,10,,,,,,,,,,,
2137,17,17.10995102,17,,,,,,,,,,,
2138,7.2,6.9328866,7.2,,,,,,,,,,,
2139,5.58,5.463586807,5.58,,,,,,,,,,,
2140,36,36.42055893,36,,,,,,,,,,,
2141,18.6,16.49869919,18.6,,,,,,,,,,,
2142,10.5,13.16421413,10.5,,,,,,,,,,,
2143,20.8,18.38851738,20.8,,,,,,,,,,,
2144,2.6,3.398180962,2.6,,,,,,,,,,,
2145,14.5,13.00637054,14.5,,,,,,,,,,,
2146,6,6.231946945,6,,,,,,,,,,,
2147,28,24.17223549,28,,,,,,,,,,,
2148,26,24.08164597,26,,,,,,,,,,,
2149,21.88,19.95799828,21.88,,,,,,,,,,,
2150,16.8,16.60186195,16.8,,,,,,,,,,,
2151,14.28,14.59418106,14.28,,,,,,,,,,,
2152,22,22.00118446,22,,,,,,,,,,,
2153,17,17.13560295,17,,,,,,,,,,,
2154,8,8.005776405,8,,,,,,,,,,,
2155,31.98,30.52387619,31.98,,,,,,,,,,,
2156,2,2.225419283,2,,,,,,,,,,,
2157,6.8,8.195322037,6.8,,,,,,,,,,,
2158,26,24.56941986,26,,,,,,,,,,,
2159,7,6.95592165,7,,,,,,,,,,,
2160,7.99,10.7312212,7.99,,,,,,,,,,,
2161,35,35.11998367,35,,,,,,,,,,,
2162,15.88,17.64448738,15.88,,,,,,,,,,,
2163,6,6.922055244,6,,,,,,,,,,,
2164,10.5,9.397232056,10.5,,,,,,,,,,,
2165,1.89,2.566703796,1.89,,,,,,,,,,,
2166,27,27.60759354,27,,,,,,,,,,,
2167,20,19.86171341,20,,,,,,,,,,,
2168,1.6,2.436156511,1.6,,,,,,,,,,,
2169,1.78,2.476605415,1.78,,,,,,,,,,,
2170,35,21.269207,35,,,,,,,,,,,
2171,16,19.95631599,16,,,,,,,,,,,
2172,4.9,3.996226788,4.9,,,,,,,,,,,
2173,15.2,15.1902256,15.2,,,,,,,,,,,
2174,5,5.656270504,5,,,,,,,,,,,
2175,24,25.74373245,24,,,,,,,,,,,
2176,9,7.996921539,9,,,,,,,,,,,
2177,3.1,3.35176301,3.1,,,,,,,,,,,
2178,20,19.80055046,20,,,,,,,,,,,
2179,34.3,32.62550735,34.3,,,,,,,,,,,
2180,5.5,5.278742313,5.5,,,,,,,,,,,
2181,31.99,27.664505,31.99,,,,,,,,,,,
2182,18.75,20.15387535,18.75,,,,,,,,,,,
2183,5.8,8.653969765,5.8,,,,,,,,,,,
2184,7.5,8.450522423,7.5,,,,,,,,,,,
2185,8.3,14.47827148,8.3,,,,,,,,,,,
2186,9.28,8.011845589,9.28,,,,,,,,,,,
2187,8.5,8.260320663,8.5,,,,,,,,,,,
2188,23,22.98913193,23,,,,,,,,,,,
2189,7.5,9.995932579,7.5,,,,,,,,,,,
2190,17,16.79591179,17,,,,,,,,,,,
2191,24,24.00714684,24,,,,,,,,,,,
2192,25,25.00750923,25,,,,,,,,,,,
2193,19.5,19.28077316,19.5,,,,,,,,,,,
2194,7,8.739116669,7,,,,,,,,,,,
2195,8.5,9.358532906,8.5,,,,,,,,,,,
2196,8,8.060491562,8,,,,,,,,,,,
2197,18.28,17.33798218,18.28,,,,,,,,,,,
2198,21,21.04675674,21,,,,,,,,,,,
2199,6,7.170818806,6,,,,,,,,,,,
2200,37.8,28.83795738,37.8,,,,,,,,,,,
2201,12,12.1378994,12,,,,,,,,,,,
2202,2.98,2.839344978,2.98,,,,,,,,,,,
2203,3,2.954653025,3,,,,,,,,,,,
2204,10,9.940958023,10,,,,,,,,,,,
2205,12.08,12.76644421,12.08,,,,,,,,,,,
2206,25,22.66048241,25,,,,,,,,,,,
2207,6,6.06604147,6,,,,,,,,,,,
2208,12.98,9.90055275,12.98,,,,,,,,,,,
2209,20,19.88711166,20,,,,,,,,,,,
2210,13,8.776157379,13,,,,,,,,,,,
2211,11.5,13.78936005,11.5,,,,,,,,,,,
2212,14.8,13.95697784,14.8,,,,,,,,,,,
2213,13.8,17.71651459,13.8,,,,,,,,,,,
2214,15.8,15.49725819,15.8,,,,,,,,,,,
2215,12,9.946276665,12,,,,,,,,,,,
2216,15,15.13891983,15,,,,,,,,,,,
2217,4,3.721293449,4,,,,,,,,,,,
2218,25.5,24.75574303,25.5,,,,,,,,,,,
2219,5.3,5.286157608,5.3,,,,,,,,,,,
2220,4,4.136131763,4,,,,,,,,,,,
2221,25,25.10275459,25,,,,,,,,,,,
2222,9.8,9.658281326,9.8,,,,,,,,,,,
2223,7.2,9.324237823,7.2,,,,,,,,,,,
2224,10.68,9.420506477,10.68,,,,,,,,,,,
2225,10.88,9.620757103,10.88,,,,,,,,,,,
2226,37,37.12034225,37,,,,,,,,,,,
2227,4.1,6.207015514,4.1,,,,,,,,,,,
2228,39,38.95241165,39,,,,,,,,,,,
2229,23.5,21.95113182,23.5,,,,,,,,,,,
2230,8,8.100224495,8,,,,,,,,,,,
2231,10.5,11.42205238,10.5,,,,,,,,,,,
2232,22.88,23.58307457,22.88,,,,,,,,,,,
2233,13,12.91230488,13,,,,,,,,,,,
2234,37.98,34.765522,37.98,,,,,,,,,,,
2235,10,9.917936325,10,,,,,,,,,,,
2236,1.5,1.300053716,1.5,,,,,,,,,,,
2237,7.68,8.741547585,7.68,,,,,,,,,,,
2238,23,18.65927887,23,,,,,,,,,,,
2239,5.8,7.673882961,5.8,,,,,,,,,,,
2240,24.69,22.53796768,24.69,,,,,,,,,,,
2241,12.2,8.70824337,12.2,,,,,,,,,,,
2242,20,20.01308441,20,,,,,,,,,,,
2243,8.5,12.29128551,8.5,,,,,,,,,,,
2244,21,21.5664196,21,,,,,,,,,,,
2245,12.2,15.52069283,12.2,,,,,,,,,,,
2246,8.5,11.12530041,8.5,,,,,,,,,,,
2247,9.5,7.06973505,9.5,,,,,,,,,,,
2248,12.2,11.74163342,12.2,,,,,,,,,,,
2249,2,2.122155905,2,,,,,,,,,,,
2250,18,16.08462906,18,,,,,,,,,,,
2251,13.5,11.90308762,13.5,,,,,,,,,,,
2252,22.98,22.76236725,22.98,,,,,,,,,,,
2253,12.5,14.17479038,12.5,,,,,,,,,,,
2254,8.91,8.715082169,8.91,,,,,,,,,,,
2255,12,11.93660069,12,,,,,,,,,,,
2256,17.58,15.23919487,17.58,,,,,,,,,,,
2257,13.5,14.73518467,13.5,,,,,,,,,,,
2258,16,14.5772953,16,,,,,,,,,,,
2259,21.8,21.56485748,21.8,,,,,,,,,,,
2260,24,24.35269737,24,,,,,,,,,,,
2261,21,21.3390274,21,,,,,,,,,,,
2262,9.3,10.32285881,9.3,,,,,,,,,,,
2263,14.98,11.91317463,14.98,,,,,,,,,,,
2264,22.48,23.39082336,22.48,,,,,,,,,,,
2265,8.38,8.199337959,8.38,,,,,,,,,,,
2266,6.2,8.105364799,6.2,,,,,,,,,,,
2267,28,27.9904747,28,,,,,,,,,,,
2268,4.1,4.304839611,4.1,,,,,,,,,,,
2269,6.68,4.817420959,6.68,,,,,,,,,,,
2270,17.28,14.77046776,17.28,,,,,,,,,,,
2271,13.5,12.19614887,13.5,,,,,,,,,,,
2272,21,19.79115105,21,,,,,,,,,,,
2273,33,23.28269958,33,,,,,,,,,,,
2274,5,5.086513042,5,,,,,,,,,,,
2275,18.5,18.53870392,18.5,,,,,,,,,,,
2276,24.5,24.58647156,24.5,,,,,,,,,,,
2277,2.2,1.75511694,2.2,,,,,,,,,,,
2278,22,21.8987751,22,,,,,,,,,,,
2279,22,21.64007568,22,,,,,,,,,,,
2280,16,16.16359711,16,,,,,,,,,,,
2281,9,12.68671894,9,,,,,,,,,,,
2282,6.6,7.112783909,6.6,,,,,,,,,,,
2283,11,11.00829029,11,,,,,,,,,,,
2284,5.68,5.780260563,5.68,,,,,,,,,,,
2285,11,10.8071909,11,,,,,,,,,,,
2286,6.3,6.845541477,6.3,,,,,,,,,,,
2287,24,24.66767502,24,,,,,,,,,,,
2288,14,13.94556236,14,,,,,,,,,,,
2289,3.8,6.718562603,3.8,,,,,,,,,,,
2290,22,21.40774345,22,,,,,,,,,,,
2291,2.6,2.086912394,2.6,,,,,,,,,,,
2292,14.5,14.24448299,14.5,,,,,,,,,,,
2293,27.98,28.00118637,27.98,,,,,,,,,,,
2294,18,18.41656494,18,,,,,,,,,,,
2295,6,6.120983601,6,,,,,,,,,,,
2296,7,7.039797783,7,,,,,,,,,,,
2297,16.5,21.45656776,16.5,,,,,,,,,,,
2298,20,20.15169907,20,,,,,,,,,,,
2299,4,3.991658449,4,,,,,,,,,,,
2300,13.3,10.56349182,13.3,,,,,,,,,,,
2301,8.8,6.625031471,8.8,,,,,,,,,,,
2302,25,26.64663315,25,,,,,,,,,,,
2303,20.08,16.22183228,20.08,,,,,,,,,,,
2304,19,18.97950935,19,,,,,,,,,,,
2305,6,5.820761681,6,,,,,,,,,,,
2306,10,10.19180584,10,,,,,,,,,,,
2307,15.5,11.43460464,15.5,,,,,,,,,,,
2308,4.6,6.297168255,4.6,,,,,,,,,,,
2309,7.48,8.104465485,7.48,,,,,,,,,,,
2310,14.88,19.24465179,14.88,,,,,,,,,,,
2311,28,27.92009735,28,,,,,,,,,,,
2312,17.5,21.09181786,17.5,,,,,,,,,,,
2313,33,31.50325584,33,,,,,,,,,,,
2314,8.58,10.89606857,8.58,,,,,,,,,,,
2315,25,24.84969711,25,,,,,,,,,,,
2316,6.5,10.08399391,6.5,,,,,,,,,,,
2317,25.5,22.48543358,25.5,,,,,,,,,,,
2318,16.88,14.3630724,16.88,,,,,,,,,,,
2319,6.89,6.09369278,6.89,,,,,,,,,,,
2320,23.98,28.11461067,23.98,,,,,,,,,,,
2321,13.5,12.6989069,13.5,,,,,,,,,,,
2322,3,2.894822598,3,,,,,,,,,,,
2323,22,21.8850193,22,,,,,,,,,,,
2324,25,24.56379128,25,,,,,,,,,,,
2325,18,15.67471218,18,,,,,,,,,,,
2326,6.6,5.782544613,6.6,,,,,,,,,,,
2327,21,18.18057442,21,,,,,,,,,,,
2328,14.99,13.85728359,14.99,,,,,,,,,,,
2329,14,13.89414978,14,,,,,,,,,,,
2330,16,15.42397976,16,,,,,,,,,,,
2331,20,19.95453453,20,,,,,,,,,,,
2332,19.6,21.59447861,19.6,,,,,,,,,,,
2333,10.98,13.99094772,10.98,,,,,,,,,,,
2334,27,26.85285187,27,,,,,,,,,,,
2335,5,5.002527714,5,,,,,,,,,,,
2336,7.8,10.95985985,7.8,,,,,,,,,,,
2337,13,13.16942215,13,,,,,,,,,,,
2338,7.5,6.244523525,7.5,,,,,,,,,,,
2339,2.6,2.26197648,2.6,,,,,,,,,,,
2340,17.5,18.46338654,17.5,,,,,,,,,,,
2341,22.38,22.35891533,22.38,,,,,,,,,,,
2342,28.5,26.15250015,28.5,,,,,,,,,,,
2343,4.5,3.765538692,4.5,,,,,,,,,,,
2344,18.8,21.19149399,18.8,,,,,,,,,,,
2345,9.68,11.60606861,9.68,,,,,,,,,,,
2346,28.5,27.3076973,28.5,,,,,,,,,,,
2347,37.28,34.18487167,37.28,,,,,,,,,,,
2348,8,10.08692837,8,,,,,,,,,,,
2349,3,3.057195902,3,,,,,,,,,,,
2350,38,29.75627136,38,,,,,,,,,,,
2351,26,25.5110569,26,,,,,,,,,,,
2352,20,19.66581917,20,,,,,,,,,,,
2353,16,16.01275444,16,,,,,,,,,,,
2354,6.48,5.622554302,6.48,,,,,,,,,,,
2355,22.5,21.73582268,22.5,,,,,,,,,,,
2356,2.88,1.711109519,2.88,,,,,,,,,,,
2357,19.5,21.07331276,19.5,,,,,,,,,,,
2358,4.6,4.763120651,4.6,,,,,,,,,,,
2359,20,18.51225281,20,,,,,,,,,,,
2360,16.8,15.41303253,16.8,,,,,,,,,,,
2361,2,1.811359644,2,,,,,,,,,,,
2362,26,25.5110569,26,,,,,,,,,,,
2363,32,31.75456429,32,,,,,,,,,,,
2364,3.98,4.711129189,3.98,,,,,,,,,,,
2365,9.38,11.48445892,9.38,,,,,,,,,,,
2366,11.5,12.33702469,11.5,,,,,,,,,,,
2367,33.5,30.65202332,33.5,,,,,,,,,,,
2368,15,14.96287727,15,,,,,,,,,,,
2369,20.5,22.08972549,20.5,,,,,,,,,,,
2370,4,3.997692108,4,,,,,,,,,,,
2371,21,20.79512024,21,,,,,,,,,,,
2372,7.5,8.607655525,7.5,,,,,,,,,,,
2373,3,4.046884537,3,,,,,,,,,,,
2374,7.5,6.754364014,7.5,,,,,,,,,,,
2375,33,33.00893402,33,,,,,,,,,,,
2376,25.68,23.43162918,25.68,,,,,,,,,,,
2377,28,32.67918015,28,,,,,,,,,,,
2378,10.8,10.72282791,10.8,,,,,,,,,,,
2379,14.6,16.66440964,14.6,,,,,,,,,,,
2380,9,8.708380699,9,,,,,,,,,,,
2381,6.6,6.881832123,6.6,,,,,,,,,,,
2382,5.5,9.926282883,5.5,,,,,,,,,,,
2383,22.3,16.77332306,22.3,,,,,,,,,,,
2384,9,9.114855766,9,,,,,,,,,,,
2385,14,14.20271873,14,,,,,,,,,,,
2386,15,16.3652153,15,,,,,,,,,,,
2387,3.9,3.864088535,3.9,,,,,,,,,,,
2388,3,6.357909203,3,,,,,,,,,,,
2389,3.8,3.724171162,3.8,,,,,,,,,,,
2390,27.88,28.30801582,27.88,,,,,,,,,,,
2391,3.28,4.157110691,3.28,,,,,,,,,,,
2392,6,6.078186512,6,,,,,,,,,,,
2393,25,24.90586853,25,,,,,,,,,,,
2394,15,14.63527107,15,,,,,,,,,,,
2395,7,7.161543846,7,,,,,,,,,,,
2396,2.69,2.271756649,2.69,,,,,,,,,,,
2397,19.6,22.61334038,19.6,,,,,,,,,,,
2398,5.1,6.239619255,5.1,,,,,,,,,,,
2399,28,25.57863235,28,,,,,,,,,,,
2400,1.8,2.274973869,1.8,,,,,,,,,,,
2401,39,38.71421051,39,,,,,,,,,,,
2402,3,2.942576885,3,,,,,,,,,,,
2403,10.38,11.77994728,10.38,,,,,,,,,,,
2404,13,12.61289215,13,,,,,,,,,,,
2405,25,23.17354774,25,,,,,,,,,,,
2406,10,11.9255476,10,,,,,,,,,,,
2407,19,16.86340904,19,,,,,,,,,,,
2408,10.98,10.24758148,10.98,,,,,,,,,,,
2409,17.5,18.88820648,17.5,,,,,,,,,,,
2410,19,18.40903854,19,,,,,,,,,,,
2411,26,26.03024864,26,,,,,,,,,,,
2412,23,23.05916405,23,,,,,,,,,,,
2413,23,23.27923203,23,,,,,,,,,,,
2414,16.8,16.4588356,16.8,,,,,,,,,,,
2415,28,27.99309921,28,,,,,,,,,,,
2416,15.2,14.90381718,15.2,,,,,,,,,,,
2417,2.4,2.982610464,2.4,,,,,,,,,,,
2418,8.5,9.775999069,8.5,,,,,,,,,,,
2419,7.8,8.353658676,7.8,,,,,,,,,,,
2420,11,11.28598404,11,,,,,,,,,,,
2421,34.5,35.96386719,34.5,,,,,,,,,,,
2422,13,14.74078751,13,,,,,,,,,,,
2423,23,22.32088852,23,,,,,,,,,,,
2424,33,33.11277771,33,,,,,,,,,,,
2425,36,35.43400192,36,,,,,,,,,,,
2426,18,18.10112381,18,,,,,,,,,,,
2427,5,5.020796299,5,,,,,,,,,,,
2428,22.98,21.73431969,22.98,,,,,,,,,,,
2429,1.3,2.621972084,1.3,,,,,,,,,,,
2430,33.5,34.64049911,33.5,,,,,,,,,,,
2431,22,22.17094612,22,,,,,,,,,,,
2432,6,6.188155651,6,,,,,,,,,,,
2433,14.5,15.44577599,14.5,,,,,,,,,,,
2434,10,10.02150822,10,,,,,,,,,,,
2435,20.8,21.64489365,20.8,,,,,,,,,,,
2436,2.7,2.863333941,2.7,,,,,,,,,,,
2437,17.58,20.08459282,17.58,,,,,,,,,,,
2438,10,8.951468468,10,,,,,,,,,,,
2439,8,8.111663818,8,,,,,,,,,,,
2440,12.58,10.9793148,12.58,,,,,,,,,,,
2441,6,6.048548698,6,,,,,,,,,,,
2442,14.6,16.57403183,14.6,,,,,,,,,,,
2443,8,7.823777676,8,,,,,,,,,,,
2444,33,32.4094162,33,,,,,,,,,,,
2445,7,5.252370834,7,,,,,,,,,,,
2446,12.7,10.91351604,12.7,,,,,,,,,,,
2447,22,21.96792412,22,,,,,,,,,,,
2448,12.8,10.34789181,12.8,,,,,,,,,,,
2449,22,30.51922989,22,,,,,,,,,,,
2450,10,9.128609657,10,,,,,,,,,,,
2451,6.98,7.818922043,6.98,,,,,,,,,,,
2452,16.88,13.66582966,16.88,,,,,,,,,,,
2453,14.2,13.73816681,14.2,,,,,,,,,,,
2454,5.5,7.461606026,5.5,,,,,,,,,,,
2455,2.4,2.972736359,2.4,,,,,,,,,,,
2456,2.7,2.70817256,2.7,,,,,,,,,,,
2457,13,12.81202126,13,,,,,,,,,,,
2458,10,9.775484085,10,,,,,,,,,,,
2459,16.8,14.79151821,16.8,,,,,,,,,,,
2460,23,22.99720192,23,,,,,,,,,,,
2461,23,23.20503044,23,,,,,,,,,,,
2462,16,16.13529396,16,,,,,,,,,,,
2463,15,15.23589611,15,,,,,,,,,,,
2464,34.5,25.32791328,34.5,,,,,,,,,,,
2465,2.98,2.098452091,2.98,,,,,,,,,,,
2466,17.28,16.65010643,17.28,,,,,,,,,,,
2467,20.06,19.46701622,20.06,,,,,,,,,,,
2468,9,9.034677505,9,,,,,,,,,,,
2469,14,14.98808002,14,,,,,,,,,,,
2470,10.5,9.804020882,10.5,,,,,,,,,,,
2471,15.18,13.60142231,15.18,,,,,,,,,,,
2472,12,11.49367619,12,,,,,,,,,,,
2473,3.3,2.797945499,3.3,,,,,,,,,,,
2474,35,35.00351715,35,,,,,,,,,,,
2475,9.8,11.3142004,9.8,,,,,,,,,,,
2476,17,17.1894455,17,,,,,,,,,,,
2477,26.8,27.90084457,26.8,,,,,,,,,,,
2478,15.5,15.83789444,15.5,,,,,,,,,,,
2479,8,8.156949043,8,,,,,,,,,,,
2480,28.5,26.79534912,28.5,,,,,,,,,,,
2481,5.68,4.296615601,5.68,,,,,,,,,,,
2482,14.8,17.33017921,14.8,,,,,,,,,,,
2483,31,28.16977882,31,,,,,,,,,,,
2484,32,31.84497643,32,,,,,,,,,,,
2485,18,17.98658562,18,,,,,,,,,,,
2486,3.66,4.843521595,3.66,,,,,,,,,,,
2487,20,20.17564774,20,,,,,,,,,,,
2488,2,2.168637514,2,,,,,,,,,,,
2489,19.5,18.86715698,19.5,,,,,,,,,,,
2490,7.95,9.600068092,7.95,,,,,,,,,,,
2491,7.6,5.429568768,7.6,,,,,,,,,,,
2492,23.8,23.68184471,23.8,,,,,,,,,,,
2493,13,16.79067421,13,,,,,,,,,,,
2494,26.3,25.79990578,26.3,,,,,,,,,,,
2495,13,14.29182625,13,,,,,,,,,,,
2496,25.5,25.67393494,25.5,,,,,,,,,,,
2497,17,17.01715088,17,,,,,,,,,,,
2498,12,11.72514153,12,,,,,,,,,,,
2499,4.88,5.528135777,4.88,,,,,,,,,,,
2500,19.3,18.30593109,19.3,,,,,,,,,,,
2501,1.5,2.340134382,1.5,,,,,,,,,,,
2502,33.9,34.65094376,33.9,,,,,,,,,,,
2503,9.98,14.12786007,9.98,,,,,,,,,,,
2504,14.5,17.43027496,14.5,,,,,,,,,,,
2505,32,32.07738495,32,,,,,,,,,,,
2506,16.7,15.04824543,16.7,,,,,,,,,,,
2507,7,4.644095421,7,,,,,,,,,,,
2508,11,12.64902687,11,,,,,,,,,,,
2509,5,4.293381691,5,,,,,,,,,,,
2510,8,8.232497215,8,,,,,,,,,,,
2511,7.5,8.827628136,7.5,,,,,,,,,,,
2512,39,36.83734131,39,,,,,,,,,,,
2513,13,12.91415405,13,,,,,,,,,,,
2514,2.99,2.566855192,2.99,,,,,,,,,,,
2515,11.5,13.1561451,11.5,,,,,,,,,,,
2516,11,9.903604507,11,,,,,,,,,,,
2517,18,17.94220543,18,,,,,,,,,,,
2518,35,34.91698074,35,,,,,,,,,,,
2519,6.66,7.468177795,6.66,,,,,,,,,,,
2520,7.3,6.502258778,7.3,,,,,,,,,,,
2521,17,17.17630768,17,,,,,,,,,,,
2522,7.08,7.853783131,7.08,,,,,,,,,,,
2523,16.39,15.49090481,16.39,,,,,,,,,,,
2524,34,33.8793335,34,,,,,,,,,,,
2525,9,9.094051361,9,,,,,,,,,,,
2526,9.5,10.1512394,9.5,,,,,,,,,,,
2527,12.5,11.80047131,12.5,,,,,,,,,,,
2528,36.88,36.99179459,36.88,,,,,,,,,,,
2529,36.2,33.69091415,36.2,,,,,,,,,,,
2530,22.5,23.36237526,22.5,,,,,,,,,,,
2531,18.8,17.03087616,18.8,,,,,,,,,,,
2532,1.1,1.500125408,1.1,,,,,,,,,,,
2533,26,26.36930084,26,,,,,,,,,,,
2534,24.98,23.07321358,24.98,,,,,,,,,,,
2535,2.3,1.548698783,2.3,,,,,,,,,,,
2536,19.5,16.01576042,19.5,,,,,,,,,,,
2537,6.7,8.335697174,6.7,,,,,,,,,,,
2538,21,21.00115585,21,,,,,,,,,,,
2539,22,22.05105591,22,,,,,,,,,,,
2540,12,11.63568974,12,,,,,,,,,,,
2541,6.5,4.821323872,6.5,,,,,,,,,,,
2542,8.5,11.84203625,8.5,,,,,,,,,,,
2543,16,15.90540409,16,,,,,,,,,,,
2544,9.3,10.25249577,9.3,,,,,,,,,,,
2545,6.9,6.030863762,6.9,,,,,,,,,,,
2546,23.68,24.2371521,23.68,,,,,,,,,,,
2547,23.2,23.18132019,23.2,,,,,,,,,,,
2548,5.5,7.286397457,5.5,,,,,,,,,,,
2549,1.88,2.629551888,1.88,,,,,,,,,,,
2550,3,3.158288717,3,,,,,,,,,,,
2551,5,4.98414278,5,,,,,,,,,,,
2552,21,21.02462196,21,,,,,,,,,,,
2553,3.24,6.565172195,3.24,,,,,,,,,,,
2554,7.3,6.644563198,7.3,,,,,,,,,,,
2555,16.6,20.38809586,16.6,,,,,,,,,,,
2556,21,21.18414497,21,,,,,,,,,,,
2557,20,20.0024395,20,,,,,,,,,,,
